,Date,precip_and_snowmelt_input_Lower San Juan_mean,irrigation_Lower San Juan_mean,AET_Lower San Juan_mean,soil_thickness_Lower San Juan_mean,soil_porosity_Lower San Juan_mean,field_capacity_Lower San Juan_mean,wilting_point_Lower San Juan_mean,Geo_K_Lower San Juan_mean,Runoff_Lower San Juan_mean,Recharge_Lower San Juan_mean,Soil_Water_End_Of_Previous_Timestep_Lower San Juan_mean,Soil_Saturation_Percent_End_Of_Timestep_Lower San Juan_mean,precip_and_snowmelt_input_m3_Lower San Juan_sum,irrigation_m3_Lower San Juan_sum,AET_m3_Lower San Juan_sum,Runoff_m3_Lower San Juan_sum,Recharge_m3_Lower San Juan_sum,Soil_Water_End_Of_Previous_Timestep_m3_Lower San Juan_sum,Lower San Juan_area_m2
0,2005-01-01,54.94158686518865,0.0,23.352445411744952,311.6544388431918,0.4534868693857536,54.45092281687827,26.919247441708738,12043.812778557078,1.9199335426837156,16.837848124413068,53.11230910662534,39.99197595947359,733809358.761464,0.0,305207211.688902,25642018.694904264,224885137.9264586,694132518.9966531,13673448103.110418
1,2005-02-01,46.43308926688811,0.0,34.51234492156469,311.6544388431918,0.4534868693857536,54.45092281687827,26.919247441708738,12043.812778557078,0.7410534965411075,10.606649043128813,53.501897631292096,39.45306189520493,620163606.9064105,0.0,451057895.3414662,9897060.013633348,141652677.70696956,699220592.3365659,13673448103.110418
2,2005-03-01,16.904700388306022,0.0,34.752733449151044,311.6544388431918,0.4534868693857536,54.45092281687827,26.919247441708738,12043.812778557078,0.0,1.0007493496589566,35.8629501310308,22.382841713929864,225779925.10512733,0.0,454190303.09488636,0.0,13365439.451629827,468692345.3424976,13673448103.110418
3,2005-04-01,24.012093016578955,0.27903755025512306,50.96874858726046,311.6544388431918,0.4534868693857536,54.45092281687827,26.919247441708738,12043.812778557078,0.0,0.47740669532439195,16.120042633385133,8.265729649896977,320709649.30957204,3726566.791221389,666129303.4691836,0.0,6375987.478125279,210663849.37430048,13673448103.110418
4,2005-05-01,7.934380107376595,0.7254976203943612,47.45675241053726,311.6544388431918,0.4534868693857536,54.45092281687827,26.919247441708738,12043.812778557078,0.0,0.152257303175256,3.4878506182349325,1.636172283785113,105967441.72289313,9689073.520037862,620206561.613695,0.0,2033409.5965625984,45581054.46202642,13673448103.110418
5,2005-06-01,7.84385710528825,1.1161502010204922,33.196175431571746,311.6544388431918,0.4534868693857536,54.45092281687827,26.919247441708738,12043.812778557078,0.24359898518949596,0.215237925781969,1.3666976986151746,0.6283041778210124,104764186.01274371,14906267.164885556,433838676.752683,3253380.065432337,2874519.6771054184,17860998.189251836,13673448103.110418
6,2005-07-01,19.505930850620658,1.4509952407887223,30.09110636071843,311.6544388431918,0.4534868693857536,54.45092281687827,26.919247441708738,12043.812778557078,0.8048069824180754,0.22399556713558563,2.5529532148646816,2.0401133098714572,260528022.24402833,19378147.040075723,393258229.277522,10748444.23446244,2991446.473297297,33364890.738435194,13673448103.110418
7,2005-08-01,29.56005481882736,1.1719577311640814,28.84613248429034,311.6544388431918,0.4534868693857536,54.45092281687827,26.919247441708738,12043.812778557078,0.6272244995532101,0.7958393595310712,11.191074817814249,9.389256058497613,394841805.0739484,15651580.791478988,376988858.9401572,8376779.86438475,10630565.101447193,146279048.93582597,13673448103.110418
8,2005-09-01,34.33010504936438,0.5580751005102461,20.955606073326827,311.6544388431918,0.4534868693857536,54.45092281687827,26.919247441708738,12043.812778557078,0.2573473370847584,1.6802164474121106,23.50181247124116,19.81563001618389,458506421.4995962,7453133.582442778,273868161.5966277,3436976.3921577195,22441105.736869022,307160978.39379066,13673448103.110418
9,2005-10-01,25.888637290205562,0.27903755025512306,42.052143812039446,311.6544388431918,0.4534868693857536,54.45092281687827,26.919247441708738,12043.812778557078,0.08643348987501524,0.2541575670343405,10.23947994361269,7.646879077438901,345771158.79232866,3726566.791221389,549580209.1720158,1154360.2807966368,3394409.219307659,133834278.99139585,13673448103.110418
10,2005-11-01,3.651015975983813,0.0,30.902164155488553,311.6544388431918,0.4534868693857536,54.45092281687827,26.919247441708738,12043.812778557078,0.0,0.040756235364168954,1.6596470829839018,0.9291076611498568,48759193.934964105,0.0,403860417.4362434,0.0,544305.9998513793,21692687.327878494,13673448103.110418
11,2005-12-01,3.8249924442432794,0.0,15.132923450507297,311.6544388431918,0.4534868693857536,54.45092281687827,26.919247441708738,12043.812778557078,0.0,0.00464749657685367,1.1863325891482341,0.6562189034158721,51085869.04618595,0.0,197784814.9555373,0.0,62071.57864008838,15504364.35055748,13673448103.110418
12,2006-01-01,8.343000824226257,0.0,13.91231650531836,311.6544388431918,0.4534868693857536,54.45092281687827,26.919247441708738,12043.812778557078,0.0,0.08750260436445846,3.186758790212761,2.4688178816134148,111426242.44663543,0.0,181835244.17283157,0.0,1168701.198996089,41646515.00847991,13673448103.110418
13,2006-02-01,0.7382304124051694,0.0,17.47183239581248,311.6544388431918,0.4534868693857536,54.45092281687827,26.919247441708738,12043.812778557078,0.0,0.004238154725022104,1.5223482374087842,0.9680326106109574,9860090.187840356,0.0,228347205.54917634,0.0,56602.567887870406,19895153.329615116,13673448103.110418
14,2006-03-01,35.832150070435546,0.0,21.83108479020415,311.6544388431918,0.4534868693857536,54.45092281687827,26.919247441708738,12043.812778557078,0.0,1.355427302809634,15.476394120976579,13.19179989627106,478572507.4652171,0.0,285312768.80346656,0.0,18102267.016492903,202256572.07566264,13673448103.110418
15,2006-04-01,4.169226136134888,0.08065800525451357,19.600939027776874,311.6544388431918,0.4534868693857536,54.45092281687827,26.919247441708738,12043.812778557078,0.0,0.029002580261167758,5.467059089838894,3.734089104299669,55683029.41261821,1077144.3904903443,256169990.90830597,0.0,387353.12156532647,71444847.37254937,13673448103.110418
16,2006-05-01,2.428740803256738,0.20971081613318365,32.67942599182386,311.6544388431918,0.4534868693857536,54.45092281687827,26.919247441708738,12043.812778557078,0.0,0.0,0.28668369307749403,0.1837400849969444,32437255.606600598,2800575.4482771577,427093472.26500416,0.0,0.0,3746443.611510859,13673448103.110418
17,2006-06-01,7.325853579206375,0.32263202101805427,27.85797043418734,311.6544388431918,0.4534868693857536,54.45092281687827,26.919247441708738,12043.812778557078,0.0,0.0,0.2636328812202767,0.22178069876868023,97839382.63219291,4308577.561961377,364077015.61496496,0.0,0.0,3445005.850594644,13673448103.110418
18,2006-07-01,28.021765034511755,0.4194216322663673,23.798677352897492,311.6544388431918,0.4534868693857536,54.45092281687827,26.919247441708738,12043.812778557078,0.0,0.37587265106114115,7.867908570245606,7.326952015253616,374260392.10742325,5601150.896554315,311025048.2834898,0.0,5018847.6618982535,102825052.57148908,13673448103.110418
19,2006-08-01,21.896372385669167,0.3387636217960424,23.749239542498437,311.6544388431918,0.4534868693857536,54.45092281687827,26.919247441708738,12043.812778557078,0.0,0.45519383356176274,9.412179370108175,8.353217335946372,292449125.7169413,4524006.436420339,310379513.27322346,0.0,6078373.732933752,123005269.90205267,13673448103.110418
20,2006-09-01,26.864140454123277,0.16131601050902714,19.816017721404535,311.6544388431918,0.4534868693857536,54.45092281687827,26.919247441708738,12043.812778557078,0.0008214564535884756,1.5334830082159971,15.836357839794182,13.880325576800718,358789276.6924926,2154288.7809806885,258971078.14290178,10975.690769417199,20478887.468578607,206960562.57046527,13673448103.110418
21,2006-10-01,82.87692652308984,0.08065800525451357,26.548175224908125,311.6544388431918,0.4534868693857536,54.45092281687827,26.919247441708738,12043.812778557078,1.8608320349393515,16.4874992635207,53.59564764475074,44.97544261015978,1106935808.8800704,1077144.3904903443,346955550.2318511,24856226.66887771,220213616.01294446,700459122.0806853,13673448103.110418
22,2006-11-01,7.027156993116067,0.0,21.44238928965842,311.6544388431918,0.4534868693857536,54.45092281687827,26.919247441708738,12043.812778557078,0.0,0.9888411262543852,38.29480259802057,27.24397249238625,93850643.70732227,0.0,280236277.8994114,0.0,13206907.285842774,500482373.158995,13673448103.110418
23,2006-12-01,14.410062969684388,0.0,14.337410634134374,311.6544388431918,0.4534868693857536,54.45092281687827,26.919247441708738,12043.812778557078,0.0,1.0169345377751464,37.43894445723802,26.117893485578715,192448402.8094257,0.0,187384374.3395061,0.0,13579166.74044153,489280244.25246674,13673448103.110418
24,2007-01-01,11.400513874734065,0.0,16.72832131024729,311.6544388431918,0.4534868693857536,54.45092281687827,26.919247441708738,12043.812778557078,0.0,0.6856959571147863,31.801338485531236,20.361024119400845,152279806.4449915,0.0,218629862.1928233,0.0,9158114.619808394,415609559.50152445,13673448103.110418
25,2007-02-01,15.43861675876077,0.0,27.986631447743175,311.6544388431918,0.4534868693857536,54.45092281687827,26.919247441708738,12043.812778557078,0.0,0.020875395490839877,22.517827479117713,13.09286825680274,206209026.3059563,0.0,365760740.5538669,0.0,278829.9990759562,294287413.6105085,13673448103.110418
