,Date,precip_and_snowmelt_input_Lower San Juan_mean,irrigation_Lower San Juan_mean,AET_Lower San Juan_mean,soil_thickness_Lower San Juan_mean,soil_porosity_Lower San Juan_mean,field_capacity_Lower San Juan_mean,wilting_point_Lower San Juan_mean,Geo_K_Lower San Juan_mean,Runoff_Lower San Juan_mean,Recharge_Lower San Juan_mean,Soil_Water_End_Of_Previous_Timestep_Lower San Juan_mean,Soil_Saturation_Percent_End_Of_Timestep_Lower San Juan_mean,precip_and_snowmelt_input_m3_Lower San Juan_sum,irrigation_m3_Lower San Juan_sum,AET_m3_Lower San Juan_sum,Runoff_m3_Lower San Juan_sum,Recharge_m3_Lower San Juan_sum,Soil_Water_End_Of_Previous_Timestep_m3_Lower San Juan_sum,Lower San Juan_area_m2
0,2005-01-01,70.1617088536839,0.0,14.063294858653824,316.79556066847704,0.4540015661202778,55.51427261865852,27.326340916822947,12925.503605008385,9.145162900117697,35.26493270840327,67.02733670666089,58.22829344919672,926477846.2936734,0.0,185701278.58811432,120657103.75847742,464914145.5795786,875108270.1865336,13673448103.110418
1,2005-02-01,52.792497179469386,0.0,25.54961807567188,316.79556066847704,0.4540015661202778,55.51427261865852,27.326340916822947,12925.503605008385,3.7227751249330168,21.378179523798952,68.98152734406725,58.39472720680995,697125798.234314,0.0,337387574.311207,49119903.81135669,281808342.2237692,900620983.379432,13673448103.110418
2,2005-03-01,19.237759553080288,0.0,43.81532421230905,316.79556066847704,0.4540015661202778,55.51427261865852,27.326340916822947,12925.503605008385,0.022129517213208407,1.6565268340985335,44.83171506055158,25.587672814138312,254033330.497485,0.0,578588082.616326,292252.76854242507,21860209.722825035,585315057.648765,13673448103.110418
3,2005-04-01,26.394298911372065,0.15192230628627765,56.740374645334846,316.79556066847704,0.4540015661202778,55.51427261865852,27.326340916822947,12925.503605008385,0.08815922650633323,0.9978893495096979,30.677347704465294,15.577194357465808,348517369.2851775,2005862.3184898824,749277682.8346015,1163975.5812604786,13169698.723568022,400505074.15589255,13673448103.110418
4,2005-05-01,12.69232091202553,0.39499799185085666,62.15581145921541,316.79556066847704,0.4540015661202778,55.51427261865852,27.326340916822947,12925.503605008385,0.11012246828780727,0.3512378206747494,17.893088152070565,8.423193668393289,167585790.46337965,5215241.968751366,820770231.4320761,1454047.0059228756,4637242.731801002,233601349.0757622,13673448103.110418
5,2005-06-01,7.68257751415872,0.6076892251451106,40.97236715837018,316.79556066847704,0.4540015661202778,55.51427261865852,27.326340916822947,12925.503605008385,0.22102818333600402,0.21341179115021763,14.341318990993907,6.7835089982645,101444767.12306923,8023449.27395953,541028832.0741231,2918464.371745198,2817869.470565248,187235686.52755833,13673448103.110418
6,2005-07-01,17.377516125683552,0.7899959837017133,43.732320216290226,316.79556066847704,0.4540015661202778,55.51427261865852,27.326340916822947,12925.503605008385,0.34682899759636865,0.3817591398300797,14.041720935851796,7.443778367955287,229459207.71539328,10430483.937502733,577481694.8482851,4579549.382632192,5040592.150219935,183324934.69016996,13673448103.110418
7,2005-08-01,30.331650999839738,0.6380736779798556,42.45543681388059,316.79556066847704,0.4540015661202778,55.51427261865852,27.326340916822947,12925.503605008385,0.35268039249863004,1.6763960706687084,19.000970367874746,12.039420824708756,400547520.00521356,8424621.626452425,560613428.4133004,4657021.395412346,22127456.55142315,248083106.93145835,13673448103.110418
8,2005-09-01,39.6170273149414,0.3038446125725553,26.205498462498376,316.79556066847704,0.4540015661202778,55.51427261865852,27.326340916822947,12925.503605008385,0.4340604475854441,3.9913237635112164,30.800505831269476,22.706450944461334,523121197.1760293,4011724.636979765,346040770.6720424,5729186.22598173,52664536.230615795,402129074.56389195,13673448103.110418
9,2005-10-01,23.261817813418794,0.15192230628627765,29.676624626765896,316.79556066847704,0.4540015661202778,55.51427261865852,27.326340916822947,12925.503605008385,0.12532742082331538,1.7727949969919594,26.04250494667883,18.262502793733958,307160717.45348114,2005862.3184898824,391884317.81943405,1653875.6859958088,23382233.031386666,339999527.4668751,13673448103.110418
