,Date,precip_and_snowmelt_input_Lower Weber_mean,irrigation_Lower Weber_mean,AET_Lower Weber_mean,soil_thickness_Lower Weber_mean,soil_porosity_Lower Weber_mean,field_capacity_Lower Weber_mean,wilting_point_Lower Weber_mean,Geo_K_Lower Weber_mean,Runoff_Lower Weber_mean,Recharge_Lower Weber_mean,Soil_Water_End_Of_Previous_Timestep_Lower Weber_mean,Soil_Saturation_Percent_End_Of_Timestep_Lower Weber_mean,precip_and_snowmelt_input_m3_Lower Weber_sum,irrigation_m3_Lower Weber_sum,AET_m3_Lower Weber_sum,Runoff_m3_Lower Weber_sum,Recharge_m3_Lower Weber_sum,Soil_Water_End_Of_Previous_Timestep_m3_Lower Weber_sum,Lower Weber_area_m2
0,2024-01-01,98.7220328063814,0.0,8.08060427687268,508.5669852585927,0.5089366798052201,132.4518866992079,65.25135509040798,14991.250578255647,11.185696509516395,54.54604919145397,156.19378677679268,62.76516236482396,337768346.6438852,0.0,27645001.81410345,38270365.9588112,186627520.85091758,515752400.7236007,3417080519.6201215
1,2024-01-01,98.7220328063814,0.0,8.08060427687268,508.5669852585927,0.5089366798052201,132.4518866992079,65.25135509040798,14991.250578255647,11.185696509516395,54.54604919145397,156.19378677679268,62.76516236482396,337768346.6438852,0.0,27645001.81410345,38270365.9588112,186627520.85091758,515752400.7236007,3417080519.6201215
2,2024-01-01,98.7220328063814,0.0,8.08060427687268,508.5669852585927,0.5089366798052201,132.4518866992079,65.25135509040798,14991.250578255647,11.185696509516395,54.54604919145397,156.19378677679268,62.76516236482396,337768346.6438852,0.0,27645001.81410345,38270365.9588112,186627520.85091758,515752400.7236007,3417080519.6201215
3,2024-01-01,98.7220328063814,0.0,8.08060427687268,508.5669852585927,0.5089366798052201,132.4518866992079,65.25135509040798,14991.250578255647,11.185696509516395,54.54604919145397,156.19378677679268,62.76516236482396,337768346.6438852,0.0,27645001.81410345,38270365.9588112,186627520.85091758,515752400.7236007,3417080519.6201215
4,2024-01-01,98.7220328063814,0.0,8.08060427687268,508.5669852585927,0.5089366798052201,132.4518866992079,65.25135509040798,14991.250578255647,11.185696509516395,54.54604919145397,156.19378677679268,62.76516236482396,337768346.6438852,0.0,27645001.81410345,38270365.9588112,186627520.85091758,515752400.7236007,3417080519.6201215
5,2024-01-01,98.7220328063814,0.0,8.08060427687268,508.5669852585927,0.5089366798052201,132.4518866992079,65.25135509040798,14991.250578255647,11.185696509516395,54.54604919145397,156.19378677679268,62.76516236482396,337768346.6438852,0.0,27645001.81410345,38270365.9588112,186627520.85091758,515752400.7236007,3417080519.6201215
6,2024-01-01,98.7220328063814,0.0,8.08060427687268,508.5669852585927,0.5089366798052201,132.4518866992079,65.25135509040798,14991.250578255647,11.185696509516395,54.54604919145397,156.19378677679268,62.76516236482396,337768346.6438852,0.0,27645001.81410345,38270365.9588112,186627520.85091758,515752400.7236007,3417080519.6201215
7,2024-01-01,98.7220328063814,0.0,8.08060427687268,508.5669852585927,0.5089366798052201,132.4518866992079,65.25135509040798,14991.250578255647,11.185696509516395,54.54604919145397,156.19378677679268,62.76516236482396,337768346.6438852,0.0,27645001.81410345,38270365.9588112,186627520.85091758,515752400.7236007,3417080519.6201215
8,2024-01-01,98.7220328063814,0.0,8.08060427687268,508.5669852585927,0.5089366798052201,132.4518866992079,65.25135509040798,14991.250578255647,11.185696509516395,54.54604919145397,156.19378677679268,62.76516236482396,337768346.6438852,0.0,27645001.81410345,38270365.9588112,186627520.85091758,515752400.7236007,3417080519.6204176
9,2024-01-01,98.7220328063814,0.0,8.08060427687268,508.5669852585927,0.5089366798052201,132.4518866992079,65.25135509040798,14991.250578255647,11.185696509516395,54.54604919145397,156.19378677679268,62.76516236482396,337768346.6438852,0.0,27645001.81410345,38270365.9588112,186627520.85091758,515752400.7236007,3417080519.6204176
