,Date,precip_and_snowmelt_input_Upper Colorado Dirty Devil_mean,irrigation_Upper Colorado Dirty Devil_mean,AET_Upper Colorado Dirty Devil_mean,soil_thickness_Upper Colorado Dirty Devil_mean,soil_porosity_Upper Colorado Dirty Devil_mean,field_capacity_Upper Colorado Dirty Devil_mean,wilting_point_Upper Colorado Dirty Devil_mean,Geo_K_Upper Colorado Dirty Devil_mean,Runoff_Upper Colorado Dirty Devil_mean,Recharge_Upper Colorado Dirty Devil_mean,Soil_Water_End_Of_Previous_Timestep_Upper Colorado Dirty Devil_mean,Soil_Saturation_Percent_End_Of_Timestep_Upper Colorado Dirty Devil_mean,precip_and_snowmelt_input_m3_Upper Colorado Dirty Devil_sum,irrigation_m3_Upper Colorado Dirty Devil_sum,AET_m3_Upper Colorado Dirty Devil_sum,Runoff_m3_Upper Colorado Dirty Devil_sum,Recharge_m3_Upper Colorado Dirty Devil_sum,Soil_Water_End_Of_Previous_Timestep_m3_Upper Colorado Dirty Devil_sum,Upper Colorado Dirty Devil_area_m2
0,2005-01-01,64.27404044407098,0.0,19.558513162080853,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,6.753603256319818,24.81172937734985,58.17826521349928,58.02154762410593,2020136478.7288244,0.0,614736118.9770099,212262418.0628185,779826144.0992312,1807086632.4195852,31518254720.043274
1,2005-02-01,43.650937927605256,0.0,21.98340949012324,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,3.4176113278214157,18.161677134742018,58.06771749974553,56.466526792891884,1371960471.073725,0.0,690951705.1547662,107413038.76923086,570820494.1460468,1803654703.636775,31518254720.043274
2,2005-03-01,23.474258348966845,0.0,34.265192692743945,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.28971127458418433,5.56163588348788,44.41001003863886,28.555098479622405,737793950.7480421,0.0,1076980628.0011451,9104912.384178562,174796338.16906184,1379415924.5974689,31518254720.043274
3,2005-04-01,28.941803690294186,0.281720402257032,45.214609817358564,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.006722338317150201,2.8178620249065625,32.7833391421421,16.828430907066295,909654985.0894351,8854736.494275974,1421116915.6526392,211287.63523714416,88564427.23303217,1018282982.9753014,31518254720.043274
4,2005-05-01,14.338188927940376,0.7324730191640856,46.534872759309756,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.0693705782998239,0.9458406841564337,19.838482189653718,8.479684822663224,450656175.16017914,23022314.045775272,1462608124.4819367,2180431.6526348507,29728119.388304673,616207131.1041209,31518254720.043274
5,2005-06-01,24.22641663657226,1.126881609028128,45.44341231697273,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.2231212257139032,1.0797521648016999,15.463965729399346,8.320746014014743,761453596.5498623,35418945.9771039,1428306236.468371,7013076.290854605,33938198.78211195,480334124.7936638,31518254720.043274
6,2005-07-01,14.98816652609056,1.4649460383281712,34.79216700487301,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.27720445369638846,0.6322270519813289,10.182220266476923,5.88474242029679,471078693.4325252,46044628.091550544,1093525159.816657,8712940.360664852,19871592.467692256,316275781.6831673,31518254720.043274
7,2005-08-01,34.95930876059345,1.1832256824739218,30.77861410957491,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.27063420097026397,2.5544245908223995,17.300158379820054,19.30441451405519,1098769561.8529706,37189893.05578924,967374033.7708582,8506377.947146771,80288950.27346542,537366386.8691363,31518254720.043274
8,2005-09-01,27.235442880379132,0.563440804514064,23.06108579488159,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.22086148876384676,4.21270147039267,21.919793504003813,25.514883116191925,856027721.9072027,17709472.98855195,724811422.9672399,6942117.552147548,132412711.44412173,680866461.1081278,31518254720.043274
9,2005-10-01,32.86226477733513,0.281720402257032,31.847450141816918,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.16691706018243793,3.4897403676793215,22.317443821266043,24.55880295606157,1032875591.5445855,8854736.494275974,1000973505.1065671,5246504.846256874,109688555.44331102,693219255.1420994,31518254720.043274
10,2005-11-01,5.350509005093664,0.0,20.35165370694358,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.0,0.2598964285384172,14.454081950630536,9.526422231065398,168170229.53202412,0.0,639657589.1870731,0.0,8169055.52849559,448971688.0740914,31518254720.043274
11,2005-12-01,11.55319030753785,0.0,12.186846509565095,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.09034207548963978,1.1174102424095396,16.58986500383055,10.086845716282337,363116553.7194844,0.0,383034083.98364025,2839601.48768912,35121253.75557163,515310126.3531099,31518254720.043274
12,2006-01-01,8.357127123720064,0.0,15.541620364104201,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.20549049229156616,1.8226493384186058,16.17625404954858,9.013463525364529,262661965.53691328,0.0,488481024.1404122,6458905.538286817,57286841.36894016,502458811.07900125,31518254720.043274
13,2006-02-01,7.773138343983002,0.0,18.030847245744578,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.05927476967974417,2.19449569970444,14.699898559588316,7.693862407440747,244309247.89849946,0.0,566719886.0330373,1863112.3222591646,68974180.00618628,456599399.212623,31518254720.043274
14,2006-03-01,50.164179570265006,0.0,24.208487265942047,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.9673820378868921,8.891080293563167,31.994675876361242,31.009848891162072,1576658521.0995166,0.0,760883582.6587927,30404282.069599483,279447366.22110254,993783775.8472223,31518254720.043274
15,2006-04-01,11.62416794019331,0.27120645073214167,32.00463633280703,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.03715058343827428,1.6340837974508888,18.301340261383707,10.566168531941228,365349646.59476185,8524299.440713318,1005916785.1473424,1167694.544234159,51360264.16827385,568455864.1512967,31518254720.043274
16,2006-05-01,0.3511976827616373,0.7051367792845701,37.95100398106317,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.034066946005593075,0.1684857038722019,6.64281270671489,2.6108441810517142,11038236.108176475,22163178.77785525,1192807613.0816424,1070794.6227752147,5295689.95393279,206334216.8274817,31518254720.043274
17,2006-06-01,4.301049655220224,1.0848258029285667,31.80282525125749,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.13785552139190507,0.23787891244912085,4.109954163562452,1.5899532299067065,135182282.79863426,34097197.76285327,999566169.4274768,4333060.126773819,7476762.522396487,127660570.940252,31518254720.043274
18,2006-07-01,26.647831968110648,1.4102735585691402,32.15965768650834,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.268132280776459,1.1276564379779315,8.506475304063715,8.743328736637762,837537435.0408576,44326357.5557105,1010784953.545829,8427826.15268288,35443111.08034923,264221322.48519117,31518254720.043274
19,2006-08-01,21.21133367199223,1.1390671039466054,33.435464050315936,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.21035499638596722,1.2252749813207306,8.172330566436221,7.725126562753665,666678228.0829087,35802057.99272452,1050882407.7789545,6611813.601385491,38512524.02703998,253845747.15695238,31518254720.043274
20,2006-09-01,25.715445295688895,0.5424129014642833,23.57911732374269,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.10494126152568573,1.7596535689730173,13.16922199106945,13.65977752735451,808240920.0675861,17048598.881426636,741094359.6902888,3298491.508994319,55308535.438836165,409054982.6796016,31518254720.043274
21,2006-10-01,117.1125703395341,0.27120645073214167,30.561038098039763,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,20.23168725832088,23.14062950022686,56.761239832724435,65.2205137638657,3680926118.9061766,8524299.440713318,960544377.1693693,635914083.5367104,727325299.0181341,1763090921.0297925,31518254720.043274
22,2006-11-01,8.328104661983094,0.0,24.36735096235243,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.0,1.487010022168614,39.65643523444493,29.086201203487956,261746972.34580085,0.0,765876816.1864262,0.0,46736831.25931961,1231781324.6854618,31518254720.043274
23,2006-12-01,10.276984908478541,0.0,15.59621214656265,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,6.848723719575133e-05,1.7258574469288384,34.84416329741591,19.796528778963772,323010222.86091805,0.0,490199584.84240294,2152.6796680289185,54244220.74172518,1082303376.8093786,31518254720.043274
24,2007-01-01,12.972289435603598,0.0,14.930114762097652,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.0,2.7783175778382625,34.053283128755524,18.85284616889511,407719461.0760765,0.0,469264546.9472875,0.0,87320913.71195363,1057734348.8395501,31518254720.043274
25,2007-02-01,15.711807526200294,0.0,20.85336018007928,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.0006155620553007882,3.933602743264035,30.117418108785863,15.535153719134176,493825840.1976164,0.0,655434267.6340725,19347.750362483257,123633488.41309981,935479258.4875953,31518254720.043274
26,2007-03-01,16.491885126812793,0.0,37.191119247598586,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,1.0001012622919484e-05,1.8486508785463571,20.703563836141033,9.346870290110896,518350754.90983635,0.0,1168937526.3464558,314.3486072510481,58104065.258573264,643078745.6100208,31518254720.043274
27,2007-04-01,20.489588893030586,0.24134317330538094,41.523694342655034,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,2.5555413876499978e-05,0.560904303196342,14.512562942065756,6.130901685568135,643995113.5916251,7585584.837206082,1305105147.6747522,803.2451727794896,17629561.311602022,450782078.1307519,31518254720.043274
28,2007-05-01,7.434885908128264,0.6274922414246604,35.51969804652715,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.0028316801415487684,0.09771964057259498,7.458772258138622,2.854735549005147,233679583.2568558,19722520.288524214,1116391814.385534,88989.6385187082,3071384.21351437,231682236.07379693,31518254720.043274
29,2007-06-01,2.479214724498972,0.9653726932215237,30.553590648222556,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.051778693862882655,0.23024727661462985,4.054945385599494,1.3740301303508347,77921251.47593577,30342339.34882433,960306014.675321,1627404.769547747,7236805.243492884,125953780.05576351,31518254720.043274
30,2007-07-01,27.670989517622587,1.2549844828493208,30.57653420263116,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.14392964975741068,1.1928506212751635,8.699510212285816,9.785514074453413,869702993.7221599,39445040.57704843,961027532.4081444,4523777.859541086,37492468.27823419,270221278.32248414,31518254720.043274
31,2007-08-01,41.11751941261976,1.013641326508389,31.43359525808488,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.4368827724719409,4.593857894331439,18.60096954372954,25.93456140363521,1292341173.0583243,31859456.273072284,987961086.3065298,13731732.871019974,144391264.8522208,577781040.559409,31518254720.043274
32,2007-09-01,26.652226017558558,0.4826863466107619,33.54005598260744,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.07204608443875501,2.2239366872858413,15.679687086686329,17.63247741194158,837689537.6584183,15171169.674412165,1054175783.9969507,2264395.756265841,69900969.0288612,487039422.6983413,31518254720.043274
33,2007-10-01,9.846476261678355,0.24134317330538094,32.14617895855068,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.004172258921727497,0.08902337395888549,7.779412249339426,4.386411694911225,309477140.90628743,7585584.837206082,1010362451.0954131,131140.52109252303,2798110.7988615646,241644334.70436797,31518254720.043274
34,2007-11-01,11.565972627685358,0.0,23.254338539697475,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.0,0.019246441512168297,6.128762209012022,3.126628976161897,363516650.1933429,0.0,730898341.1075398,0.0,604903.5398412334,190369302.6415942,31518254720.043274
35,2007-12-01,32.8771625175071,0.0,16.04863641971022,271.77014533050277,0.4606438469151232,53.301167331285725,25.216044620867123,13139.121424562605,0.14768314722524886,2.2622781220072516,21.868925981297043,18.331448074047234,1033327752.7687862,0.0,504422072.82363147,4641306.788590788,71102171.28942692,679265119.7881981,31518254720.043274
