,Date,precip_and_snowmelt_input_Bear Lake_mean,irrigation_Bear Lake_mean,AET_Bear Lake_mean,soil_thickness_Bear Lake_mean,soil_porosity_Bear Lake_mean,field_capacity_Bear Lake_mean,wilting_point_Bear Lake_mean,Geo_K_Bear Lake_mean,Runoff_Bear Lake_mean,Recharge_Bear Lake_mean,Soil_Water_End_Of_Previous_Timestep_Bear Lake_mean,Soil_Saturation_Percent_End_Of_Timestep_Bear Lake_mean,precip_and_snowmelt_input_m3_Bear Lake_sum,irrigation_m3_Bear Lake_sum,AET_m3_Bear Lake_sum,Runoff_m3_Bear Lake_sum,Recharge_m3_Bear Lake_sum,Soil_Water_End_Of_Previous_Timestep_m3_Bear Lake_sum,Bear Lake_area_m2
0,2024-01-01,75.41384917251519,0.0,6.956129499862353,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,4.572206394688567,41.85194326767487,120.04040402720307,59.14504527106354,84937462.92148837,0.0,7834648.906875236,5149577.305440091,47137039.36114317,103971292.5406426,1120793251.2611425
1,2024-01-01,75.41384917251519,0.0,6.956129499862353,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,4.572206394688567,41.85194326767487,120.04040402720307,59.14504527106354,84937462.92148837,0.0,7834648.906875236,5149577.305440091,47137039.36114317,103971292.5406426,1120793251.2611263
2,2024-01-01,75.41384917251519,0.0,6.956129499862353,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,4.572206394688567,41.85194326767487,120.04040402720307,59.14504527106354,84937462.92148837,0.0,7834648.906875236,5149577.305440091,47137039.36114317,103971292.5406426,1120793251.2611263
3,2024-01-01,75.41384917251519,0.0,6.956129499862353,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,4.572206394688567,41.85194326767487,120.04040402720307,59.14504527106354,84937462.92148837,0.0,7834648.906875236,5149577.305440091,47137039.36114317,103971292.5406426,1120793251.2611263
4,2024-01-01,75.41384917251519,0.0,6.956129499862353,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,4.572206394688567,41.85194326767487,120.04040402720307,59.14504527106354,84937462.92148837,0.0,7834648.906875236,5149577.305440091,47137039.36114317,103971292.5406426,1120793251.2611263
5,2024-01-01,75.41384917251519,0.0,6.956129499862353,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,4.572206394688567,41.85194326767487,120.04040402720307,59.14504527106354,84937462.92148837,0.0,7834648.906875236,5149577.305440091,47137039.36114317,103971292.5406426,1120793251.2611263
6,2024-01-01,75.41384917251519,0.0,6.956129499862353,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,4.572206394688567,41.85194326767487,120.04040402720307,59.14504527106354,84937462.92148837,0.0,7834648.906875236,5149577.305440091,47137039.36114317,103971292.5406426,1120793251.2611263
7,2024-01-01,75.41384917251519,0.0,6.956129499862353,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,4.572206394688567,41.85194326767487,120.04040402720307,59.14504527106354,84937462.92148837,0.0,7834648.906875236,5149577.305440091,47137039.36114317,103971292.5406426,1120793251.2611263
8,2024-01-01,75.41384917251519,0.0,6.956129499862353,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,4.572206394688567,41.85194326767487,120.04040402720307,59.14504527106354,84937462.92148837,0.0,7834648.906875236,5149577.305440091,47137039.36114317,103971292.5406426,1120793251.2611263
9,2024-01-01,75.41384917251519,0.0,6.956129499862353,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,4.572206394688567,41.85194326767487,120.04040402720307,59.14504527106354,84937462.92148837,0.0,7834648.906875236,5149577.305440091,47137039.36114317,103971292.5406426,1120793251.2611263
10,2024-01-01,75.41384917251519,0.0,6.956129499862353,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,4.572206394688567,41.85194326767487,120.04040402720307,59.14504527106354,84937462.92148837,0.0,7834648.906875236,5149577.305440091,47137039.36114317,103971292.5406426,1120793251.2611263
11,2024-01-01,75.41384917251519,0.0,6.956129499862353,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,4.572206394688567,41.85194326767487,120.04040402720307,59.14504527106354,84937462.92148837,0.0,7834648.906875236,5149577.305440091,47137039.36114317,103971292.5406426,1120793251.2611263
12,2024-01-01,75.41384917251519,0.0,6.956129499862353,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,4.572206394688567,41.85194326767487,120.04040402720307,59.14504527106354,84937462.92148837,0.0,7834648.906875236,5149577.305440091,47137039.36114317,103971292.5406426,1120793251.2611263
13,2024-01-01,75.41384917251519,0.0,6.956129499862353,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,4.572206394688567,41.85194326767487,120.04040402720307,59.14504527106354,84937462.92148837,0.0,7834648.906875236,5149577.305440091,47137039.36114317,103971292.5406426,1120793251.2611425
14,2024-01-01,75.41384917251519,0.0,6.956129499862353,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,4.572206394688567,41.85194326767487,120.04040402720307,59.14504527106354,84937462.92148837,0.0,7834648.906875236,5149577.305440091,47137039.36114317,103971292.5406426,1120793251.2611263
15,2024-01-01,75.41384917251519,0.0,6.956129499862353,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,4.572206394688567,41.85194326767487,120.04040402720307,59.14504527106354,84937462.92148837,0.0,7834648.906875236,5149577.305440091,47137039.36114317,103971292.5406426,1120793251.2611263
16,2024-01-01,75.41384917251519,0.0,6.956129499862353,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,4.572206394688567,41.85194326767487,120.04040402720307,59.14504527106354,84937462.92148837,0.0,7834648.906875236,5149577.305440091,47137039.36114317,103971292.5406426,1120793251.2611263
17,2024-01-01,75.41384917251519,0.0,6.956129499862353,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,4.572206394688567,41.85194326767487,120.04040402720307,59.14504527106354,84937462.92148837,0.0,7834648.906875236,5149577.305440091,47137039.36114317,103971292.5406426,1120793251.2611263
18,2024-01-01,75.41384917251519,0.0,6.956129499862353,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,4.572206394688567,41.85194326767487,120.04040402720307,59.14504527106354,84937462.92148837,0.0,7834648.906875236,5149577.305440091,47137039.36114317,103971292.5406426,1120793251.2611263
19,2024-01-01,75.41384917251519,0.0,6.956129499862353,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,4.572206394688567,41.85194326767487,120.04040402720307,59.14504527106354,84937462.92148837,0.0,7834648.906875236,5149577.305440091,47137039.36114317,103971292.5406426,1120793251.2611263
20,2024-02-01,91.25578505997741,0.0,10.198250058366233,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,12.483054725395327,54.84437515922165,136.72036517084373,67.29436361446668,102780055.57026656,0.0,11486200.317632351,14059386.965034349,61770355.78382359,118418488.32364881,1120793251.2611425
21,2024-02-01,91.25578505997741,0.0,10.198250058366233,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,12.483054725395327,54.84437515922165,136.72036517084373,67.29436361446668,102780055.57026656,0.0,11486200.317632351,14059386.965034349,61770355.78382359,118418488.32364881,1120793251.2611263
22,2024-02-01,91.25578505997741,0.0,10.198250058366233,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,12.483054725395327,54.84437515922165,136.72036517084373,67.29436361446668,102780055.57026656,0.0,11486200.317632351,14059386.965034349,61770355.78382359,118418488.32364881,1120793251.2611263
23,2024-02-01,91.25578505997741,0.0,10.198250058366233,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,12.483054725395327,54.84437515922165,136.72036517084373,67.29436361446668,102780055.57026656,0.0,11486200.317632351,14059386.965034349,61770355.78382359,118418488.32364881,1120793251.2611263
24,2024-02-01,91.25578505997741,0.0,10.198250058366233,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,12.483054725395327,54.84437515922165,136.72036517084373,67.29436361446668,102780055.57026656,0.0,11486200.317632351,14059386.965034349,61770355.78382359,118418488.32364881,1120793251.2611263
25,2024-02-01,91.25578505997741,0.0,10.198250058366233,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,12.483054725395327,54.84437515922165,136.72036517084373,67.29436361446668,102780055.57026656,0.0,11486200.317632351,14059386.965034349,61770355.78382359,118418488.32364881,1120793251.2611263
26,2024-02-01,91.25578505997741,0.0,10.198250058366233,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,12.483054725395327,54.84437515922165,136.72036517084373,67.29436361446668,102780055.57026656,0.0,11486200.317632351,14059386.965034349,61770355.78382359,118418488.32364881,1120793251.2611263
27,2024-02-01,91.25578505997741,0.0,10.198250058366233,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,12.483054725395327,54.84437515922165,136.72036517084373,67.29436361446668,102780055.57026656,0.0,11486200.317632351,14059386.965034349,61770355.78382359,118418488.32364881,1120793251.2611263
28,2024-02-01,91.25578505997741,0.0,10.198250058366233,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,12.483054725395327,54.84437515922165,136.72036517084373,67.29436361446668,102780055.57026656,0.0,11486200.317632351,14059386.965034349,61770355.78382359,118418488.32364881,1120793251.2611263
29,2024-02-01,91.25578505997741,0.0,10.198250058366233,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,12.483054725395327,54.84437515922165,136.72036517084373,67.29436361446668,102780055.57026656,0.0,11486200.317632351,14059386.965034349,61770355.78382359,118418488.32364881,1120793251.2611425
30,2024-02-01,91.25578505997741,0.0,10.198250058366233,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,12.483054725395327,54.84437515922165,136.72036517084373,67.29436361446668,102780055.57026656,0.0,11486200.317632351,14059386.965034349,61770355.78382359,118418488.32364881,1120793251.2611263
31,2024-02-01,91.25578505997741,0.0,10.198250058366233,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,12.483054725395327,54.84437515922165,136.72036517084373,67.29436361446668,102780055.57026656,0.0,11486200.317632351,14059386.965034349,61770355.78382359,118418488.32364881,1120793251.2611263
32,2024-02-01,91.25578505997741,0.0,10.198250058366233,433.7296822454267,0.507889746050178,107.73047824103888,57.2081743132434,8050.627478430216,12.483054725395327,54.84437515922165,136.72036517084373,67.29436361446668,102780055.57026656,0.0,11486200.317632351,14059386.965034349,61770355.78382359,118418488.32364881,1120793251.2611263
