,Date,precip_and_snowmelt_input_Kanab_mean,irrigation_Kanab_mean,AET_Kanab_mean,soil_thickness_Kanab_mean,soil_porosity_Kanab_mean,field_capacity_Kanab_mean,wilting_point_Kanab_mean,Geo_K_Kanab_mean,Runoff_Kanab_mean,Recharge_Kanab_mean,Soil_Water_End_Of_Previous_Timestep_Kanab_mean,Soil_Saturation_Percent_End_Of_Timestep_Kanab_mean,precip_and_snowmelt_input_m3_Kanab_sum,irrigation_m3_Kanab_sum,AET_m3_Kanab_sum,Runoff_m3_Kanab_sum,Recharge_m3_Kanab_sum,Soil_Water_End_Of_Previous_Timestep_m3_Kanab_sum,Kanab_area_m2
0,2024-01-01,46.055976952639284,0.0,6.185832349035632,365.6332868932365,0.4559538582048876,75.97854193139248,35.295530847684134,9154.870412511313,6.707461318063851,24.51626356332697,82.80931802350925,61.37605202788659,98512995.91189268,0.0,13231145.980502201,14347119.919847108,52440571.803152956,171951565.79473358,2166574322.2050066
1,2024-01-01,46.055976952639284,0.0,6.185832349035632,365.6332868932365,0.4559538582048876,75.97854193139248,35.295530847684134,9154.870412511313,6.707461318063851,24.51626356332697,82.80931802350925,61.37605202788659,98512995.91189268,0.0,13231145.980502201,14347119.919847108,52440571.803152956,171951565.79473358,2166574322.2050066
2,2024-01-01,46.055976952639284,0.0,6.185832349035632,365.6332868932365,0.4559538582048876,75.97854193139248,35.295530847684134,9154.870412511313,6.707461318063851,24.51626356332697,82.80931802350925,61.37605202788659,98512995.91189268,0.0,13231145.980502201,14347119.919847108,52440571.803152956,171951565.79473358,2166574322.2050066
3,2024-01-01,46.055976952639284,0.0,6.185832349035632,365.6332868932365,0.4559538582048876,75.97854193139248,35.295530847684134,9154.870412511313,6.707461318063851,24.51626356332697,82.80931802350925,61.37605202788659,98512995.91189268,0.0,13231145.980502201,14347119.919847108,52440571.803152956,171951565.79473358,2166574322.2050066
4,2024-01-01,46.055976952639284,0.0,6.185832349035632,365.6332868932365,0.4559538582048876,75.97854193139248,35.295530847684134,9154.870412511313,6.707461318063851,24.51626356332697,82.80931802350925,61.37605202788659,98512995.91189268,0.0,13231145.980502201,14347119.919847108,52440571.803152956,171951565.79473358,2166574322.2050066
5,2024-01-01,46.055976952639284,0.0,6.185832349035632,365.6332868932365,0.4559538582048876,75.97854193139248,35.295530847684134,9154.870412511313,6.707461318063851,24.51626356332697,82.80931802350925,61.37605202788659,98512995.91189268,0.0,13231145.980502201,14347119.919847108,52440571.803152956,171951565.79473358,2166574322.2050066
6,2024-01-01,46.055976952639284,0.0,6.185832349035632,365.6332868932365,0.4559538582048876,75.97854193139248,35.295530847684134,9154.870412511313,6.707461318063851,24.51626356332697,82.80931802350925,61.37605202788659,98512995.91189268,0.0,13231145.980502201,14347119.919847108,52440571.803152956,171951565.79473358,2166574322.2050066
7,2024-01-01,46.055976952639284,0.0,6.185832349035632,365.6332868932365,0.4559538582048876,75.97854193139248,35.295530847684134,9154.870412511313,6.707461318063851,24.51626356332697,82.80931802350925,61.37605202788659,98512995.91189268,0.0,13231145.980502201,14347119.919847108,52440571.803152956,171951565.79473358,2166574322.2050066
8,2024-01-01,46.055976952639284,0.0,6.185832349035632,365.6332868932365,0.4559538582048876,75.97854193139248,35.295530847684134,9154.870412511313,6.707461318063851,24.51626356332697,82.80931802350925,61.37605202788659,98512995.91189268,0.0,13231145.980502201,14347119.919847108,52440571.803152956,171951565.79473358,2166574322.2050066
9,2024-01-01,46.055976952639284,0.0,6.185832349035632,365.6332868932365,0.4559538582048876,75.97854193139248,35.295530847684134,9154.870412511313,6.707461318063851,24.51626356332697,82.80931802350925,61.37605202788659,98512995.91189268,0.0,13231145.980502201,14347119.919847108,52440571.803152956,171951565.79473358,2166574322.2050066
10,2024-01-01,46.055976952639284,0.0,6.185832349035632,365.6332868932365,0.4559538582048876,75.97854193139248,35.295530847684134,9154.870412511313,6.707461318063851,24.51626356332697,82.80931802350925,61.37605202788659,98512995.91189268,0.0,13231145.980502201,14347119.919847108,52440571.803152956,171951565.79473358,2166574322.2050066
11,2024-01-01,46.055976952639284,0.0,6.185832349035632,365.6332868932365,0.4559538582048876,75.97854193139248,35.295530847684134,9154.870412511313,6.707461318063851,24.51626356332697,82.80931802350925,61.37605202788659,98512995.91189268,0.0,13231145.980502201,14347119.919847108,52440571.803152956,171951565.79473358,2166574322.2050066
12,2024-01-01,46.055976952639284,0.0,6.185832349035632,365.6332868932365,0.4559538582048876,75.97854193139248,35.295530847684134,9154.870412511313,6.707461318063851,24.51626356332697,82.80931802350925,61.37605202788659,98512995.91189268,0.0,13231145.980502201,14347119.919847108,52440571.803152956,171951565.79473358,2166574322.2050066
13,2024-01-01,46.055976952639284,0.0,6.185832349035632,365.6332868932365,0.4559538582048876,75.97854193139248,35.295530847684134,9154.870412511313,6.707461318063851,24.51626356332697,82.80931802350925,61.37605202788659,98512995.91189268,0.0,13231145.980502201,14347119.919847108,52440571.803152956,171951565.79473358,2166574322.2033434
14,2024-01-01,46.055976952639284,0.0,6.185832349035632,365.6332868932365,0.4559538582048876,75.97854193139248,35.295530847684134,9154.870412511313,6.707461318063851,24.51626356332697,82.80931802350925,61.37605202788659,98512995.91189268,0.0,13231145.980502201,14347119.919847108,52440571.803152956,171951565.79473358,2166574322.2050066
15,2024-01-01,46.055976952639284,0.0,6.185832349035632,365.6332868932365,0.4559538582048876,75.97854193139248,35.295530847684134,9154.870412511313,6.707461318063851,24.51626356332697,82.80931802350925,61.37605202788659,98512995.91189268,0.0,13231145.980502201,14347119.919847108,52440571.803152956,171951565.79473358,2166574322.2050066
16,2024-01-01,46.055976952639284,0.0,6.185832349035632,365.6332868932365,0.4559538582048876,75.97854193139248,35.295530847684134,9154.870412511313,6.707461318063851,24.51626356332697,82.80931802350925,61.37605202788659,98512995.91189268,0.0,13231145.980502201,14347119.919847108,52440571.803152956,171951565.79473358,2166574322.2050066
17,2024-01-01,46.055976952639284,0.0,6.185832349035632,365.6332868932365,0.4559538582048876,75.97854193139248,35.295530847684134,9154.870412511313,6.707461318063851,24.51626356332697,82.80931802350925,61.37605202788659,98512995.91189268,0.0,13231145.980502201,14347119.919847108,52440571.803152956,171951565.79473358,2166574322.2050066
18,2024-01-01,46.055976952639284,0.0,6.185832349035632,365.6332868932365,0.4559538582048876,75.97854193139248,35.295530847684134,9154.870412511313,6.707461318063851,24.51626356332697,82.80931802350925,61.37605202788659,98512995.91189268,0.0,13231145.980502201,14347119.919847108,52440571.803152956,171951565.79473358,2166574322.2033434
19,2024-01-01,46.055976952639284,0.0,6.185832349035632,365.6332868932365,0.4559538582048876,75.97854193139248,35.295530847684134,9154.870412511313,6.707461318063851,24.51626356332697,82.80931802350925,61.37605202788659,98512995.91189268,0.0,13231145.980502201,14347119.919847108,52440571.803152956,171951565.79473358,2166574322.2050066
20,2024-02-01,69.72525276616648,0.0,6.586727020622565,365.6332868932365,0.4559538582048876,75.97854193139248,35.295530847684134,9154.870412511313,22.925502356114364,33.20948533236052,88.78890870040057,67.81845343177174,149139349.76144397,0.0,14088634.413925009,49036153.30577015,71034474.78585398,184367581.0285058,2166574322.2050066
