,Date,precip_and_snowmelt_input_Lower White_mean,irrigation_Lower White_mean,AET_Lower White_mean,soil_thickness_Lower White_mean,soil_porosity_Lower White_mean,field_capacity_Lower White_mean,wilting_point_Lower White_mean,Geo_K_Lower White_mean,Runoff_Lower White_mean,Recharge_Lower White_mean,Soil_Water_End_Of_Previous_Timestep_Lower White_mean,Soil_Saturation_Percent_End_Of_Timestep_Lower White_mean,precip_and_snowmelt_input_m3_Lower White_sum,irrigation_m3_Lower White_sum,AET_m3_Lower White_sum,Runoff_m3_Lower White_sum,Recharge_m3_Lower White_sum,Soil_Water_End_Of_Previous_Timestep_m3_Lower White_sum,Lower White_area_m2
0,2024-01-01,3.538570044463829,0,8.646294934264963,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,0.0225195419377819,9.944033990479612,4.49964980000102,13192584.188224554,0,31747063.87345097,0.0,83967.98326639895,36509841.21939262,3726250605.1066275
1,2024-01-01,3.538570044463829,0,8.646294934264963,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,0.0225195419377819,9.944033990479612,4.49964980000102,13192584.188224554,0,31747063.87345097,0.0,83967.98326639895,36509841.21939262,3726250605.1066275
2,2024-01-01,3.538570044463829,0,8.646294934264963,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,0.0225195419377819,9.944033990479612,4.49964980000102,13192584.188224554,0,31747063.87345097,0.0,83967.98326639895,36509841.21939262,3726250605.1066275
3,2024-01-01,3.538570044463829,0,8.646294934264963,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,0.0225195419377819,9.944033990479612,4.49964980000102,13192584.188224554,0,31747063.87345097,0.0,83967.98326639895,36509841.21939262,3726250605.1062098
4,2024-01-01,3.538570044463829,0,8.646294934264963,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,0.0225195419377819,9.944033990479612,4.49964980000102,13192584.188224554,0,31747063.87345097,0.0,83967.98326639895,36509841.21939262,3726250605.1066275
5,2024-01-01,3.538570044463829,0,8.646294934264963,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,0.0225195419377819,9.944033990479612,4.49964980000102,13192584.188224554,0,31747063.87345097,0.0,83967.98326639895,36509841.21939262,3726250605.1062098
6,2024-01-01,3.538570044463829,0,8.646294934264963,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,0.0225195419377819,9.944033990479612,4.49964980000102,13192584.188224554,0,31747063.87345097,0.0,83967.98326639895,36509841.21939262,3726250605.1066275
7,2024-01-01,3.538570044463829,0,8.646294934264963,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,0.0225195419377819,9.944033990479612,4.49964980000102,13192584.188224554,0,31747063.87345097,0.0,83967.98326639895,36509841.21939262,3726250605.1066275
8,2024-01-01,3.538570044463829,0,8.646294934264963,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,0.0225195419377819,9.944033990479612,4.49964980000102,13192584.188224554,0,31747063.87345097,0.0,83967.98326639895,36509841.21939262,3726250605.1066275
9,2024-01-01,3.538570044463829,0,8.646294934264963,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,0.0225195419377819,9.944033990479612,4.49964980000102,13192584.188224554,0,31747063.87345097,0.0,83967.98326639895,36509841.21939262,3726250605.1066275
10,2024-01-01,3.538570044463829,0,8.646294934264963,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,0.0225195419377819,9.944033990479612,4.49964980000102,13192584.188224554,0,31747063.87345097,0.0,83967.98326639895,36509841.21939262,3726250605.1066275
11,2024-01-01,3.538570044463829,0,8.646294934264963,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,0.0225195419377819,9.944033990479612,4.49964980000102,13192584.188224554,0,31747063.87345097,0.0,83967.98326639895,36509841.21939262,3726250605.1066275
12,2024-01-01,3.538570044463829,0,8.646294934264963,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,0.0225195419377819,9.944033990479612,4.49964980000102,13192584.188224554,0,31747063.87345097,0.0,83967.98326639895,36509841.21939262,3726250605.1066275
13,2024-01-01,3.538570044463829,0,8.646294934264963,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,0.0225195419377819,9.944033990479612,4.49964980000102,13192584.188224554,0,31747063.87345097,0.0,83967.98326639895,36509841.21939262,3726250605.1066275
14,2024-01-01,3.538570044463829,0,8.646294934264963,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,0.0225195419377819,9.944033990479612,4.49964980000102,13192584.188224554,0,31747063.87345097,0.0,83967.98326639895,36509841.21939262,3726250605.1066275
15,2024-01-01,3.538570044463829,0,8.646294934264963,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,0.0225195419377819,9.944033990479612,4.49964980000102,13192584.188224554,0,31747063.87345097,0.0,83967.98326639895,36509841.21939262,3726250605.1066275
16,2024-01-01,3.538570044463829,0,8.646294934264963,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,0.0225195419377819,9.944033990479612,4.49964980000102,13192584.188224554,0,31747063.87345097,0.0,83967.98326639895,36509841.21939262,3726250605.1062098
17,2024-01-01,3.538570044463829,0,8.646294934264963,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,0.0225195419377819,9.944033990479612,4.49964980000102,13192584.188224554,0,31747063.87345097,0.0,83967.98326639895,36509841.21939262,3726250605.1066275
18,2024-01-01,3.538570044463829,0,8.646294934264963,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,0.0225195419377819,9.944033990479612,4.49964980000102,13192584.188224554,0,31747063.87345097,0.0,83967.98326639895,36509841.21939262,3726250605.1066275
19,2024-01-01,3.538570044463829,0,8.646294934264963,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,0.0225195419377819,9.944033990479612,4.49964980000102,13192584.188224554,0,31747063.87345097,0.0,83967.98326639895,36509841.21939262,3726250605.1066275
20,2024-02-01,25.97629741016938,0,10.67697894640066,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,0.049753787107143545,25.60816311095195,13.736520559319148,96849468.31928875,0,39202666.38255687,0.0,185487.85140863736,94021460.5286324,3726250605.1066275
21,2024-02-01,25.97629741016938,0,10.67697894640066,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,0.049753787107143545,25.60816311095195,13.736520559319148,96849468.31928875,0,39202666.38255687,0.0,185487.85140863736,94021460.5286324,3726250605.1066275
