,Date,precip_and_snowmelt_input_Lower White_mean,irrigation_Lower White_mean,AET_Lower White_mean,soil_thickness_Lower White_mean,soil_porosity_Lower White_mean,field_capacity_Lower White_mean,wilting_point_Lower White_mean,Geo_K_Lower White_mean,Runoff_Lower White_mean,Recharge_Lower White_mean,Soil_Water_End_Of_Previous_Timestep_Lower White_mean,Soil_Saturation_Percent_End_Of_Timestep_Lower White_mean,precip_and_snowmelt_input_m3_Lower White_sum,irrigation_m3_Lower White_sum,AET_m3_Lower White_sum,Runoff_m3_Lower White_sum,Recharge_m3_Lower White_sum,Soil_Water_End_Of_Previous_Timestep_m3_Lower White_sum,Lower White_area_m2
0,2024-01-01,3.538570044463829,0,2.5350740093775856,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,2.269322799737875,62.21770799757233,34.9919477025934,13192584.188224554,0,9308082.430823535,0.0,8460656.724290919,228439414.38643822,3726250605.1066275
1,2024-01-01,3.538570044463829,0,2.5350740093775856,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,2.269322799737875,62.21770799757233,34.9919477025934,13192584.188224554,0,9308082.430823535,0.0,8460656.724290919,228439414.38643822,3726250605.1066275
2,2024-01-01,3.538570044463829,0,2.5350740093775856,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,2.269322799737875,62.21770799757233,34.9919477025934,13192584.188224554,0,9308082.430823535,0.0,8460656.724290919,228439414.38643822,3726250605.1066275
3,2024-01-01,3.538570044463829,0,2.5350740093775856,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,2.269322799737875,62.21770799757233,34.9919477025934,13192584.188224554,0,9308082.430823535,0.0,8460656.724290919,228439414.38643822,3726250605.1062098
4,2024-01-01,3.538570044463829,0,2.5350740093775856,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,2.269322799737875,62.21770799757233,34.9919477025934,13192584.188224554,0,9308082.430823535,0.0,8460656.724290919,228439414.38643822,3726250605.1062098
5,2024-01-01,3.538570044463829,0,2.5350740093775856,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,2.269322799737875,62.21770799757233,34.9919477025934,13192584.188224554,0,9308082.430823535,0.0,8460656.724290919,228439414.38643822,3726250605.1066275
6,2024-01-01,3.538570044463829,0,2.5350740093775856,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,2.269322799737875,62.21770799757233,34.9919477025934,13192584.188224554,0,9308082.430823535,0.0,8460656.724290919,228439414.38643822,3726250605.1066275
7,2024-01-01,3.538570044463829,0,2.5350740093775856,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,2.269322799737875,62.21770799757233,34.9919477025934,13192584.188224554,0,9308082.430823535,0.0,8460656.724290919,228439414.38643822,3726250605.1066275
8,2024-01-01,3.538570044463829,0,2.5350740093775856,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,2.269322799737875,62.21770799757233,34.9919477025934,13192584.188224554,0,9308082.430823535,0.0,8460656.724290919,228439414.38643822,3726250605.1066275
9,2024-01-01,3.538570044463829,0,2.5350740093775856,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,2.269322799737875,62.21770799757233,34.9919477025934,13192584.188224554,0,9308082.430823535,0.0,8460656.724290919,228439414.38643822,3726250605.1066275
