,Date,precip_and_snowmelt_input_Escalante_mean,irrigation_Escalante_mean,AET_Escalante_mean,soil_thickness_Escalante_mean,soil_porosity_Escalante_mean,field_capacity_Escalante_mean,wilting_point_Escalante_mean,Geo_K_Escalante_mean,Runoff_Escalante_mean,Recharge_Escalante_mean,Soil_Water_End_Of_Previous_Timestep_Escalante_mean,Soil_Saturation_Percent_End_Of_Timestep_Escalante_mean,precip_and_snowmelt_input_m3_Escalante_sum,irrigation_m3_Escalante_sum,AET_m3_Escalante_sum,Runoff_m3_Escalante_sum,Recharge_m3_Escalante_sum,Soil_Water_End_Of_Previous_Timestep_m3_Escalante_sum,Escalante_area_m2
0,2024-01-01,18.573214561581608,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.07246830279951802,1.178920957324269,24.309833451321573,12.363371995631086,97451972.50881852,0.0,94814067.52717645,380245.5708055388,6185653.251926644,127552234.02520038,5244765854.955694
1,2024-01-01,18.573214561581608,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.07246830279951802,1.178920957324269,24.309833451321573,12.363371995631086,97451972.50881852,0.0,94814067.52717645,380245.5708055388,6185653.251926644,127552234.02520038,5244765854.955694
2,2024-01-01,18.573214561581608,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.07246830279951802,1.178920957324269,24.309833451321573,12.363371995631086,97451972.50881852,0.0,94814067.52717645,380245.5708055388,6185653.251926644,127552234.02520038,5244765854.95548
3,2024-01-01,18.573214561581608,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.07246830279951802,1.178920957324269,24.309833451321573,12.363371995631086,97451972.50881852,0.0,94814067.52717645,380245.5708055388,6185653.251926644,127552234.02520038,5244765854.95548
4,2024-01-01,18.573214561581608,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.07246830279951802,1.178920957324269,24.309833451321573,12.363371995631086,97451972.50881852,0.0,94814067.52717645,380245.5708055388,6185653.251926644,127552234.02520038,5244765854.955694
5,2024-01-01,18.573214561581608,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.07246830279951802,1.178920957324269,24.309833451321573,12.363371995631086,97451972.50881852,0.0,94814067.52717645,380245.5708055388,6185653.251926644,127552234.02520038,5244765854.955694
6,2024-01-01,18.573214561581608,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.07246830279951802,1.178920957324269,24.309833451321573,12.363371995631086,97451972.50881852,0.0,94814067.52717645,380245.5708055388,6185653.251926644,127552234.02520038,5244765854.955694
7,2024-01-01,18.573214561581608,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.07246830279951802,1.178920957324269,24.309833451321573,12.363371995631086,97451972.50881852,0.0,94814067.52717645,380245.5708055388,6185653.251926644,127552234.02520038,5244765854.955694
8,2024-01-01,18.573214561581608,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.07246830279951802,1.178920957324269,24.309833451321573,12.363371995631086,97451972.50881852,0.0,94814067.52717645,380245.5708055388,6185653.251926644,127552234.02520038,5244765854.955694
9,2024-01-01,18.573214561581608,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.07246830279951802,1.178920957324269,24.309833451321573,12.363371995631086,97451972.50881852,0.0,94814067.52717645,380245.5708055388,6185653.251926644,127552234.02520038,5244765854.955694
10,2024-01-01,18.573214561581608,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.07246830279951802,1.178920957324269,24.309833451321573,12.363371995631086,97451972.50881852,0.0,94814067.52717645,380245.5708055388,6185653.251926644,127552234.02520038,5244765854.95548
11,2024-01-01,18.573214561581608,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.07246830279951802,1.178920957324269,24.309833451321573,12.363371995631086,97451972.50881852,0.0,94814067.52717645,380245.5708055388,6185653.251926644,127552234.02520038,5244765854.955694
12,2024-01-01,18.573214561581608,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.07246830279951802,1.178920957324269,24.309833451321573,12.363371995631086,97451972.50881852,0.0,94814067.52717645,380245.5708055388,6185653.251926644,127552234.02520038,5244765854.955694
13,2024-01-01,18.573214561581608,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.07246830279951802,1.178920957324269,24.309833451321573,12.363371995631086,97451972.50881852,0.0,94814067.52717645,380245.5708055388,6185653.251926644,127552234.02520038,5244765854.955694
14,2024-01-01,18.573214561581608,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.07246830279951802,1.178920957324269,24.309833451321573,12.363371995631086,97451972.50881852,0.0,94814067.52717645,380245.5708055388,6185653.251926644,127552234.02520038,5244765854.955694
15,2024-01-01,18.573214561581608,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.07246830279951802,1.178920957324269,24.309833451321573,12.363371995631086,97451972.50881852,0.0,94814067.52717645,380245.5708055388,6185653.251926644,127552234.02520038,5244765854.95548
16,2024-01-01,18.573214561581608,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.07246830279951802,1.178920957324269,24.309833451321573,12.363371995631086,97451972.50881852,0.0,94814067.52717645,380245.5708055388,6185653.251926644,127552234.02520038,5244765854.955694
17,2024-01-01,18.573214561581608,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.07246830279951802,1.178920957324269,24.309833451321573,12.363371995631086,97451972.50881852,0.0,94814067.52717645,380245.5708055388,6185653.251926644,127552234.02520038,5244765854.955694
18,2024-01-01,18.573214561581608,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.07246830279951802,1.178920957324269,24.309833451321573,12.363371995631086,97451972.50881852,0.0,94814067.52717645,380245.5708055388,6185653.251926644,127552234.02520038,5244765854.955694
19,2024-01-01,18.573214561581608,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.07246830279951802,1.178920957324269,24.309833451321573,12.363371995631086,97451972.50881852,0.0,94814067.52717645,380245.5708055388,6185653.251926644,127552234.02520038,5244765854.955694
20,2024-02-01,46.672705946570524,0.0,29.150585736354277,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.5551724471242524,9.852848232811882,35.9990038025064,19.74207186348934,244886748.05232328,0.0,152953088.10335672,2912957.206875092,51695795.71121189,188882911.0259639,5244765854.955694
21,2024-02-01,46.672705946570524,0.0,29.150585736354277,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.5551724471242524,9.852848232811882,35.9990038025064,19.74207186348934,244886748.05232328,0.0,152953088.10335672,2912957.206875092,51695795.71121189,188882911.0259639,5244765854.95548
22,2024-02-01,46.672705946570524,0.0,29.150585736354277,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.5551724471242524,9.852848232811882,35.9990038025064,19.74207186348934,244886748.05232328,0.0,152953088.10335672,2912957.206875092,51695795.71121189,188882911.0259639,5244765854.955694
23,2024-02-01,46.672705946570524,0.0,29.150585736354277,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.5551724471242524,9.852848232811882,35.9990038025064,19.74207186348934,244886748.05232328,0.0,152953088.10335672,2912957.206875092,51695795.71121189,188882911.0259639,5244765854.955694
24,2024-02-01,46.672705946570524,0.0,29.150585736354277,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.5551724471242524,9.852848232811882,35.9990038025064,19.74207186348934,244886748.05232328,0.0,152953088.10335672,2912957.206875092,51695795.71121189,188882911.0259639,5244765854.95548
25,2024-02-01,46.672705946570524,0.0,29.150585736354277,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.5551724471242524,9.852848232811882,35.9990038025064,19.74207186348934,244886748.05232328,0.0,152953088.10335672,2912957.206875092,51695795.71121189,188882911.0259639,5244765854.955694
26,2024-02-01,46.672705946570524,0.0,29.150585736354277,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.5551724471242524,9.852848232811882,35.9990038025064,19.74207186348934,244886748.05232328,0.0,152953088.10335672,2912957.206875092,51695795.71121189,188882911.0259639,5244765854.955694
27,2024-02-01,46.672705946570524,0.0,29.150585736354277,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.5551724471242524,9.852848232811882,35.9990038025064,19.74207186348934,244886748.05232328,0.0,152953088.10335672,2912957.206875092,51695795.71121189,188882911.0259639,5244765854.955694
28,2024-02-01,46.672705946570524,0.0,29.150585736354277,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.5551724471242524,9.852848232811882,35.9990038025064,19.74207186348934,244886748.05232328,0.0,152953088.10335672,2912957.206875092,51695795.71121189,188882911.0259639,5244765854.955694
