,Date,precip_and_snowmelt_input_Utah_Statewide_mean,irrigation_Utah_Statewide_mean,AET_Utah_Statewide_mean,soil_thickness_Utah_Statewide_mean,soil_porosity_Utah_Statewide_mean,field_capacity_Utah_Statewide_mean,wilting_point_Utah_Statewide_mean,Geo_K_Utah_Statewide_mean,Runoff_Utah_Statewide_mean,Recharge_Utah_Statewide_mean,Soil_Water_End_Of_Previous_Timestep_Utah_Statewide_mean,Soil_Saturation_Percent_End_Of_Timestep_Utah_Statewide_mean,precip_and_snowmelt_input_m3_Utah_Statewide_sum,irrigation_m3_Utah_Statewide_sum,AET_m3_Utah_Statewide_sum,Runoff_m3_Utah_Statewide_sum,Recharge_m3_Utah_Statewide_sum,Soil_Water_End_Of_Previous_Timestep_m3_Utah_Statewide_sum,Utah_Statewide_area_m2
0,2005-01-01,66.10320528678186,0.0,8.733636347742937,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,12.147638642016332,35.11884737396779,115.93736389568319,60.86902828002963,18261809030.276516,0.0,2403231098.6707606,3355489522.1140337,9702229313.04373,31243544999.300625,275976028683.40356
1,2005-02-01,40.46563603166311,0.0,9.37978211548389,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,5.87324806364843,26.00064230905239,114.6892667117936,59.472899334932464,11178438600.639988,0.0,2581003202.6545444,1622066843.18842,7183014309.142668,30906979419.537136,275976028683.40356
2,2005-03-01,40.88357581932457,0.0,11.54916663880669,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,6.5162679822489284,23.387291584006142,113.19885084349471,57.53864281240553,11294164631.569136,0.0,3177776872.6938615,1799936924.9925573,6460996091.313169,30505361697.504837,275976028683.40356
3,2005-04-01,48.85455459454303,1.058957370326473,19.07825476459438,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,7.846621267801889,24.105789101438624,110.94888701770606,55.76255629860765,13494720245.389471,292591139.6276599,5249595538.851726,2166904252.205128,6658789558.659673,29898772404.956085,275976028683.40356
4,2005-05-01,48.454407263624624,2.7532891673902506,28.39421767778991,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,7.305862415484814,20.976563435193057,105.08633803648316,51.788087581600806,13385056593.254543,760736964.2881224,7813213775.120994,2017666284.8236158,5794639954.515266,28318789700.24832,275976028683.40356
5,2005-06-01,35.00843187212375,4.235829481305892,33.53628857751821,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,3.8054786292428293,17.429334528047754,93.26912099326962,45.7191058566246,9671198957.455011,1170364558.5106397,9228598975.409359,1050924435.379361,4814940098.225862,25133661085.628647,275976028683.40356
6,2005-07-01,11.014481989850875,5.506578334780501,27.445736363968173,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,1.311168697036535,7.7080878201686716,84.84245877411215,41.043301685357875,3042705294.1620646,1521473928.5762448,7552772339.062755,362150607.56580013,2129408317.5343733,22862213010.15539,275976028683.40356
7,2005-08-01,26.397751180226557,4.4476209549287224,28.07330621764346,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,2.6700600451002257,12.453982660884089,82.09686856375093,40.09027334039067,7292310355.216517,1228882786.315931,7725351377.518831,737420201.5391477,3440299576.1956096,22122227941.268597,275976028683.40356
8,2005-09-01,22.08345550332166,2.117914740652946,19.31429560804957,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,1.5518962288776184,10.468118486335069,80.99558485581741,39.82919449182372,6101123191.40377,585182279.2553198,5315125064.886029,428620865.8289137,2892038199.2132716,21825441455.792725,275976028683.40356
9,2005-10-01,33.28149111926129,1.058957370326473,13.91336331579025,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,3.2754742712490286,14.68572613997543,84.09257894920798,42.43398556104808,9193734626.559164,292591139.6276599,3828657346.859018,904511171.7924054,4056769029.1098275,22660154734.080204,275976028683.40356
10,2005-11-01,18.297060409932335,0.0,6.316435254977154,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,0.6323336241235249,9.524466240764689,86.40102191491512,42.98102898519632,5055406176.746249,0.0,1738164461.3447425,174654568.7784578,2631558047.884928,23282598928.369633,275976028683.40356
11,2005-12-01,32.901208118064204,0.0,5.251889443805289,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,3.512479947993981,16.045661487166086,94.51360412967573,46.77765676123211,9090037721.654638,0.0,1445114868.3198156,970313219.104417,4433212764.569868,25469526193.90218,275976028683.40356
12,2006-01-01,29.105026686102892,0.0,5.704224790521025,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,3.646001265500076,16.448214558357584,97.66535950970496,47.59162390498911,8040868220.503521,0.0,1569625189.4884696,1007173456.2062691,4544332953.14959,26319038237.69981,275976028683.4041
13,2006-02-01,20.18130226566051,0.0,4.0058361814418175,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,2.6175657127396827,13.054040630617372,98.14108712892035,47.57058864855643,5575364579.366812,0.0,1102287978.587893,722985851.4328322,3606602054.1222367,26447178092.00216,275976028683.4041
14,2006-03-01,65.18448709451073,0.0,14.560102271197195,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,9.854634708662964,31.18732751555572,107.11076953302957,53.973390693771336,18006728002.383827,0.0,4006390632.4655313,2722028547.026665,8615520340.360853,28864425076.180458,275976028683.4041
15,2006-04-01,36.297488147547625,1.075040686211604,16.20641795929335,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,5.93145564615488,19.17644810923652,102.93728798864223,50.74938154645318,10027382919.26934,297034535.8687907,4459473214.114107,1638436275.382423,5297591364.66698,27739764037.018158,275976028683.4041
16,2006-05-01,11.615405367459202,2.795105786935931,18.143240098995495,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,1.2200418747620947,9.054133454607708,91.4777607524206,43.66132490693199,3208620833.9481025,772289794.0302544,4992638635.646465,336894685.5372093,2501389612.4906206,24650828953.417442,275976028683.4041
17,2006-06-01,11.06055011718713,4.300162744846416,23.46672183455095,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,1.3208938907419858,6.001841441053616,83.99916293431103,39.719425276668495,3055547910.177378,1188138143.4751627,6457785632.330204,364794878.2779809,1658139099.7063265,22634915813.03171,275976028683.4041
18,2006-07-01,28.71442656324463,5.590211573871862,28.436069306648292,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,3.0471461295901725,13.879821501445191,83.03797553167323,40.20303418750743,7931789077.49112,1544579588.0605087,7825135270.518895,841494838.1515167,3834014362.7061834,22375762043.352463,275976028683.4041
19,2006-08-01,20.738498586490714,4.515170821484167,24.98767617351629,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,1.8158314187274016,10.160667937487222,80.91952058336418,38.97292930714639,5729903338.119605,1247545033.902252,6876570863.197465,501595365.1202517,2807274400.8642216,21804810063.39564,275976028683.4041
20,2006-09-01,33.49164096681671,2.150081372423208,20.811381351271688,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,2.4396696120308374,14.690764723329405,81.52567288989427,39.562172487407004,9253166031.069395,594069071.7375814,5727128631.529969,673859234.7142882,4058792180.1402617,21968286672.285126,275976028683.4041
21,2006-10-01,71.11127503469275,1.075040686211604,22.36548150797262,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,7.551746270309337,29.209764986598174,94.52147848130669,51.3901973026748,19645793960.02021,297034535.8687907,6154640969.133962,2085913527.0582342,8069668676.469626,25471426682.485218,275976028683.4041
