,Date,precip_and_snowmelt_input_Utah_Statewide_mean,irrigation_Utah_Statewide_mean,AET_Utah_Statewide_mean,soil_thickness_Utah_Statewide_mean,soil_porosity_Utah_Statewide_mean,field_capacity_Utah_Statewide_mean,wilting_point_Utah_Statewide_mean,Geo_K_Utah_Statewide_mean,Runoff_Utah_Statewide_mean,Recharge_Utah_Statewide_mean,Soil_Water_End_Of_Previous_Timestep_Utah_Statewide_mean,Soil_Saturation_Percent_End_Of_Timestep_Utah_Statewide_mean,precip_and_snowmelt_input_m3_Utah_Statewide_sum,irrigation_m3_Utah_Statewide_sum,AET_m3_Utah_Statewide_sum,Runoff_m3_Utah_Statewide_sum,Recharge_m3_Utah_Statewide_sum,Soil_Water_End_Of_Previous_Timestep_m3_Utah_Statewide_sum,Utah_Statewide_area_m2
0,2005-01-01,66.10320528678186,0.0,11.537837183787897,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,8.261995821911812,32.55608643570233,97.40665187200409,52.64767017021504,18261809030.276516,0.0,3174598482.502664,2282474323.3619003,8994392073.166433,26251148631.833534,275976028683.4041
1,2005-02-01,40.46563603166311,0.0,19.36857626678847,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,3.0739955799669576,21.299122164421608,94.36448993156877,49.7244840989996,11178438600.639988,0.0,5328880693.06552,849120751.0098593,5884372852.363799,25431198062.235783,275976028683.4041
2,2005-03-01,40.88357581932457,0.0,42.87356299981201,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,2.291125535712047,12.244909016212882,80.88319752533965,37.6905898372773,11294164631.569136,0.0,11796220750.703157,633083770.6515839,3383185488.762791,21797956599.45918,275976028683.4041
3,2005-04-01,48.85455459454303,1.058957370326473,66.16616769176088,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,1.7927634779281596,8.16473351878316,66.66878605000505,28.8610352663865,13494720245.389471,292591139.6276599,18205765683.48732,495274849.32821375,2255701162.746671,17966372757.052746,275976028683.4041
4,2005-05-01,48.454407263624624,2.7532891673902506,73.47150322158569,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,1.8733622192116137,5.934041391233645,56.61938945314185,23.46208509521095,13385056593.254543,760736964.2881224,20216143597.939594,517564449.19651407,1639319275.382069,15258070407.127293,275976028683.4041
5,2005-06-01,35.00843187212375,4.235829481305892,64.10371613363107,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,1.2321474694236376,1.9028553787107039,48.34505760252113,19.152688620468094,9671198957.455011,1170364558.5106397,17639224511.533978,340395698.55220157,525710056.69951034,13027862808.07659,275976028683.4041
6,2005-07-01,11.014481989850875,5.506578334780501,64.0248789164112,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,1.063833479834635,0.7411009415587543,36.40889230184082,13.260451751196527,3042705294.1620646,1521473928.5762448,17619140587.46974,293866491.2028514,204738998.24751887,9810243780.643988,275976028683.4041
7,2005-08-01,26.397751180226557,4.4476209549287224,55.04854937397846,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,1.1448688186518552,0.9695633914886854,35.931255938708134,13.837005556236404,7292310355.216517,1228882786.315931,15148039134.213522,316268295.83082247,267854164.89761332,9681510298.189133,275976028683.4041
8,2005-09-01,22.08345550332166,2.117914740652946,32.73198284479189,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,0.6029483536446171,1.1882010699123002,38.64985120064175,16.383904319706286,6101123191.40377,585182279.2553198,9006692606.47232,166577763.47271788,328281728.44941694,10414431641.096855,275976028683.4041
9,2005-10-01,33.28149111926129,1.058957370326473,21.12839139098827,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,0.8573404212657657,2.3885649762035666,51.267161526157736,24.491376954055127,9193734626.559164,292591139.6276599,5813674228.076814,236821552.08518067,659834475.4184676,13814847196.872759,275976028683.4041
10,2005-11-01,18.297060409932335,0.0,12.017810352320978,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,0.18405420493920086,2.13662024599918,57.09421941915168,26.4010867857717,5055406176.746249,0.0,3306735307.8117166,50854889.16105103,590366018.8668584,15386082318.298172,275976028683.4041
11,2005-12-01,32.901208118064204,0.0,9.03519467689216,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,1.9197037250641518,10.553082518227635,69.48145445344777,32.751514089163656,9090037721.654638,0.0,2486024277.8095217,530457116.48562866,2915944926.207161,18725028431.656483,275976028683.4041
12,2006-01-01,29.105026686102892,0.0,9.306829234030332,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,2.387421968362513,12.601816894694306,75.36935812562658,35.26807753013216,8040868220.503521,0.0,2560815643.31993,659665726.6837773,3481992752.47226,20311735445.746685,275976028683.4041
13,2006-02-01,20.18130226566051,0.0,18.488573776259074,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,1.0830459974163953,8.015362360204453,70.88016612971458,31.940498513934298,5575364579.366812,0.0,5087149688.014478,299266154.83894104,2214801741.14383,19101752357.788246,275976028683.4041
14,2006-03-01,65.18448709451073,0.0,35.05316850854405,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,4.678885397120729,18.64653736950142,80.50823840954617,38.89811179504712,18006728002.383827,0.0,9644446795.29893,1292720783.0747278,5151510391.453452,21696419533.9383,275976028683.4041
15,2006-04-01,36.297488147547625,1.075040686211604,69.3136640809533,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,1.8835740201260018,6.743900078968146,57.723616554839666,24.587454494497514,10027382919.26934,297034535.8687907,19071562189.465687,520503359.5979986,1863446154.767727,15556105799.6851,275976028683.4041
16,2006-05-01,11.615405367459202,2.795105786935931,66.2111389233859,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,0.21585911076879657,1.1795306946525974,37.8288233373083,14.187084388313227,3208620833.9481025,772289794.0302544,18219708359.472023,59629864.76979185,325925728.83380944,10193490454.698503,275976028683.4041
17,2006-06-01,11.06055011718713,4.300162744846416,70.36481348173865,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,0.5643340769834048,0.37560946205287893,28.933360182485444,10.078377823304296,3055547910.177378,1188138143.4751627,19362173038.386696,155900293.03323096,103774326.4957458,7796089775.705028,275976028683.4041
18,2006-07-01,28.71442656324463,5.590211573871862,70.05416594716337,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,1.2531331713665552,0.745322592605167,28.818128868373606,10.59462275605681,7931789077.49112,1544579588.0605087,19276527288.099323,346177837.2030021,205936436.088318,7765163081.327093,275976028683.4041
19,2006-08-01,20.738498586490714,4.515170821484167,56.690058217658176,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,1.217292282761504,0.7323152952807388,27.901818649357704,10.002447832186254,5729903338.119605,1247545033.902252,15600090402.220757,336299255.22292745,202340392.17100382,7518379765.168668,275976028683.4041
20,2006-09-01,33.49164096681671,2.150081372423208,37.958921907487884,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,0.8799813510829181,1.1982507250461072,34.44673685847661,13.788694778919638,9253166031.069395,594069071.7375814,10445215352.368408,243125130.12410197,331059505.0524636,9282601289.526188,275976028683.4041
21,2006-10-01,71.11127503469275,1.075040686211604,24.22235121310558,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,3.7210499843143414,10.592808529648682,69.89075357281766,39.0480469149469,19645793960.02021,297034535.8687907,6664986685.334565,1028118839.9067271,2926894492.230747,18835854631.88796,275976028683.4041
22,2006-11-01,17.704704296880276,0.0,14.578331903528193,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,0.4148214198419824,5.3710502791185535,67.64019228713163,33.85076812114538,4891822005.143612,0.0,4011510603.48674,114629953.67456041,1484179096.9148602,18229556643.281174,275976028683.4041
23,2006-12-01,30.107318824200878,0.0,7.088885521834926,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,1.1221344244037232,10.468586000051591,79.48233531840374,39.78652112806604,8316183952.171008,0.0,1950418286.2915845,309949610.6818526,2892240367.4925065,21420154648.847233,275976028683.4041
24,2007-01-01,17.966599072244577,0.0,7.880211057030369,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,0.44395908834953574,7.844296995565742,81.641450358948,39.907910717870564,4963333303.8995,0.0,2168256814.033414,122628919.71832599,2167223099.694102,22001974636.370705,275976028683.40356
25,2007-02-01,34.60541050726227,0.0,18.86881933877673,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,1.6227837719344076,13.656826918606935,82.95409353723916,39.597748156893466,9559763864.681665,0.0,5191757200.141692,448298490.2847721,3773198280.3129516,22355491062.586533,275976028683.40356
26,2007-03-01,29.837955684391932,0.0,41.27563381979427,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,0.7636827298757451,5.873797301143103,70.24657482220884,31.259609626368682,8242521085.14627,0.0,11357122323.908272,210940534.44298697,1622827931.7200806,18930492871.92773,275976028683.40356
27,2007-04-01,25.904035782971434,1.0562652532013184,58.28916487826009,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,0.33846364327558615,2.378181463542143,52.81971770018703,21.788980280219548,7155681580.929913,291851545.158219,16039017213.269363,93484065.353803,657018864.6993414,14233327074.367552,275976028683.40356
28,2007-05-01,17.82451213575048,2.7462896585424073,72.63407467478198,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,0.1730346304663933,0.4729391468845531,36.618287855348804,13.556651990110646,4924370466.301776,758814017.470408,19987090636.603363,47797546.91021672,130653596.86674775,9866632894.397186,275976028683.40356
29,2007-06-01,11.352112009708629,4.2250610128052735,62.238899431380275,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,0.6515907904860421,0.469749386039106,32.832898219168726,11.5152254369019,3135858930.0935354,1167406180.632876,17127103425.185623,179992596.7338306,129759277.92759153,8846262058.337587,275976028683.40356
30,2007-07-01,23.858700051042245,5.4925793170848145,67.89010201662339,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,1.1520362711538932,0.7510266048710589,31.46483036939553,11.371828906309519,6591100941.048343,1517628034.940816,18682269063.61225,318261238.26139146,207497443.20449772,8477736220.917025,275976028683.40356
31,2007-08-01,29.621766881100104,4.436314006303742,58.484791361420925,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,1.2761612283021397,1.0351205840603126,32.141727921303485,11.958614492899123,8183471573.154444,1225776473.8754594,16093666016.398546,352562233.1655989,285992641.1942424,8660363681.279888,275976028683.40356
32,2007-09-01,36.798553207703335,2.1125305064026367,42.414436973197105,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,0.8900774418094024,1.3450377413667227,36.87377225281754,15.134485545214908,10165852606.084135,583703090.316438,11671312771.704844,245882453.17643395,371565804.1053092,9935616573.262552,275976028683.40356
33,2007-10-01,24.19844559962804,1.0562652532013184,30.43907082396955,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,0.5615498136387455,1.3048656557947187,40.34354433101975,16.65174254602332,6685405739.177992,291851545.158219,8376046077.300302,155131200.52459058,360460897.1559458,10870982536.576363,275976028683.40356
34,2007-11-01,10.584827484935643,0.0,11.485390990111199,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,0.03383363699552741,0.867272826536527,42.53630952796376,17.86928970858866,2924265013.421989,0.0,3160548763.8292794,9342129.258288523,239598033.75808382,11462010457.324478,275976028683.40356
