,Date,precip_and_snowmelt_input_Utah_Statewide_mean,irrigation_Utah_Statewide_mean,AET_Utah_Statewide_mean,soil_thickness_Utah_Statewide_mean,soil_porosity_Utah_Statewide_mean,field_capacity_Utah_Statewide_mean,wilting_point_Utah_Statewide_mean,Geo_K_Utah_Statewide_mean,Runoff_Utah_Statewide_mean,Recharge_Utah_Statewide_mean,Soil_Water_End_Of_Previous_Timestep_Utah_Statewide_mean,Soil_Saturation_Percent_End_Of_Timestep_Utah_Statewide_mean,precip_and_snowmelt_input_m3_Utah_Statewide_sum,irrigation_m3_Utah_Statewide_sum,AET_m3_Utah_Statewide_sum,Runoff_m3_Utah_Statewide_sum,Recharge_m3_Utah_Statewide_sum,Soil_Water_End_Of_Previous_Timestep_m3_Utah_Statewide_sum,Utah_Statewide_area_m2
0,2005-01-01,66.10320528678186,0.0,15.457759609318158,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,6.760742632009837,27.936057867996062,93.7252977247926,50.35953394453028,18261809030.276516,0.0,4253180007.6596937,1867768923.2306578,7718090769.131221,25259205118.55902,275976028683.4041
1,2005-02-01,40.46563603166311,0.0,21.038964823112615,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,2.5244994196686155,19.262820395016774,91.66029127723168,47.972178481000604,11178438600.639988,0.0,5788629810.406484,697351479.5648341,5321842622.314386,24702469671.466446,275976028683.4041
2,2005-03-01,40.88357581932457,0.0,35.0300716088544,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,2.342295823344961,13.32446096097291,83.13163738486438,40.263834407888794,11294164631.569136,0.0,9638176076.334414,647238163.9163462,3681448044.39694,22403933494.35199,275976028683.4041
3,2005-04-01,48.85455459454303,1.058957370326473,51.76520932868885,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,1.7203835481250473,9.434101475660809,74.24585842001937,33.80181325924762,13494720245.389471,292591139.6276599,14242944952.385916,475330949.74894553,2606388329.7938333,20008463651.364433,275976028683.4041
4,2005-05-01,48.454407263624624,2.7532891673902506,67.64687268333998,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,1.4135621038532684,4.906432890937555,60.26388123277389,25.937826208002214,13385056593.254543,760736964.2881224,18612720522.55762,390596743.1554023,1355615833.0717556,16240763417.969522,275976028683.4041
5,2005-06-01,35.00843187212375,4.235829481305892,61.78532004682932,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,1.2385591510943579,1.6236637585861842,46.132039619824866,19.060203366246906,9671198957.455011,1170364558.5106397,17001098323.668955,342191160.89046186,448645006.35812926,12432080783.687643,275976028683.4041
6,2005-07-01,11.014481989850875,5.506578334780501,52.679926793158145,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,1.289481494743234,0.670369306881482,31.107968199151642,12.051010739012135,3042705294.1620646,1521473928.5762448,14496306089.365904,356239292.2982092,185225782.28674528,8382511150.746366,275976028683.4041
7,2005-08-01,26.397751180226557,4.4476209549287224,44.11658806061068,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,1.326932367558318,1.0057781865946192,32.56857965783535,14.892000312770927,7292310355.216517,1228882786.315931,12139847400.520704,366585491.54929507,277907109.82758677,8776187756.140997,275976028683.4041
8,2005-09-01,22.08345550332166,2.117914740652946,33.98557302572638,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,0.5330956624344798,1.1921859271933493,32.83757832651599,16.050213744548383,6101123191.40377,585182279.2553198,9351279535.186018,147293780.6854483,329421223.5726962,8849195375.212696,275976028683.4041
9,2005-10-01,33.28149111926129,1.058957370326473,33.01212139429161,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,0.4498933531409602,1.0820448042509023,36.45542429571886,17.70926112521184,9193734626.559164,292591139.6276599,9083550110.280231,124299809.02245726,298979299.59013987,9824151351.803448,275976028683.4041
