,Date,precip_and_snowmelt_input_Utah_Statewide_mean,irrigation_Utah_Statewide_mean,AET_Utah_Statewide_mean,soil_thickness_Utah_Statewide_mean,soil_porosity_Utah_Statewide_mean,field_capacity_Utah_Statewide_mean,wilting_point_Utah_Statewide_mean,Geo_K_Utah_Statewide_mean,Runoff_Utah_Statewide_mean,Recharge_Utah_Statewide_mean,Soil_Water_End_Of_Previous_Timestep_Utah_Statewide_mean,Soil_Saturation_Percent_End_Of_Timestep_Utah_Statewide_mean,precip_and_snowmelt_input_m3_Utah_Statewide_sum,irrigation_m3_Utah_Statewide_sum,AET_m3_Utah_Statewide_sum,Runoff_m3_Utah_Statewide_sum,Recharge_m3_Utah_Statewide_sum,Soil_Water_End_Of_Previous_Timestep_m3_Utah_Statewide_sum,Utah_Statewide_area_m2
0,2005-01-01,66.10320528678186,0.0,14.32848150398532,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,7.122859308943889,28.01249040978871,94.20913547457025,49.98702877425039,18261809030.276516,0.0,3942304035.1088037,1967818305.753414,7739239405.73537,25389703629.48736,275976028683.4041
1,2005-02-01,40.46563603166311,0.0,23.128588915733292,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,2.7804828202463745,18.808429161142858,90.26772792359746,46.511161769136315,11178438600.639988,0.0,6363440376.922397,768059534.8475218,5196355906.213093,24327361296.16452,275976028683.4041
2,2005-03-01,40.88357581932457,0.0,40.63437985664737,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,2.5935687291831147,11.614403139041238,78.89338916671508,37.16798146184865,11294164631.569136,0.0,11180168656.587719,716671492.048953,3209042718.7718387,21261868439.048607,275976028683.4041
3,2005-04-01,48.85455459454303,1.058957370326473,54.418139642020165,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,1.7678103782249723,7.523564750163297,70.62734701729933,31.09978716134619,13494720245.389471,292591139.6276599,14973250693.417547,488417401.4837891,2078647967.7799869,19033159639.313957,275976028683.4041
4,2005-05-01,48.454407263624624,2.7532891673902506,72.1968174592245,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,1.2743055523347981,3.803156219001201,57.97053638027073,23.689505895102926,13385056593.254543,760736964.2881224,19865466619.844223,352099730.419605,1050718028.0225632,15621998310.870735,275976028683.4041
5,2005-06-01,35.00843187212375,4.235829481305892,68.64859059653396,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,0.9442740776760118,1.08839402848296,45.09379080624278,17.603482214794834,9671198957.455011,1170364558.5106397,18889597296.608784,260866573.16732666,300727360.25081164,12151497286.339504,275976028683.4041
6,2005-07-01,11.014481989850875,5.506578334780501,68.14397253547244,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,0.9307816725322942,0.5512348894214641,32.78065836776913,11.800446355552022,3042705294.1620646,1521473928.5762448,18751403841.91578,257126917.4240318,152310087.95474222,8832898659.176455,275976028683.4041
7,2005-08-01,26.397751180226557,4.4476209549287224,56.367772365613426,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,1.0391636306557486,0.8066619288608865,31.740231357118088,12.049706363382674,7292310355.216517,1228882786.315931,15510459418.63869,287080416.5816931,222880785.05799195,8552656103.126987,275976028683.4041
8,2005-09-01,22.08345550332166,2.117914740652946,40.629978490046,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,0.405139588225834,0.7608507036143408,31.835075102120552,12.61414737776452,6101123191.40377,585182279.2553198,11180029704.46691,111934273.23944157,210219822.69445336,8578363764.769653,275976028683.4041
9,2005-10-01,33.28149111926129,1.058957370326473,31.370357363363656,403.9867797553996,0.48392987652129377,89.60391039313865,44.51157053545666,10337.660997336005,0.4896780238026691,1.1064655199750515,37.87638341567136,16.09355248084329,9193734626.559164,292591139.6276599,8631839416.58623,135278649.28982875,305688596.5500604,10206442384.886864,275976028683.4041
