,Date,precip_and_snowmelt_input_White Yampa_mean,irrigation_White Yampa_mean,AET_White Yampa_mean,soil_thickness_White Yampa_mean,soil_porosity_White Yampa_mean,field_capacity_White Yampa_mean,wilting_point_White Yampa_mean,Geo_K_White Yampa_mean,Runoff_White Yampa_mean,Recharge_White Yampa_mean,Soil_Water_End_Of_Previous_Timestep_White Yampa_mean,Soil_Saturation_Percent_End_Of_Timestep_White Yampa_mean,precip_and_snowmelt_input_m3_White Yampa_sum,irrigation_m3_White Yampa_sum,AET_m3_White Yampa_sum,Runoff_m3_White Yampa_sum,Recharge_m3_White Yampa_sum,Soil_Water_End_Of_Previous_Timestep_m3_White Yampa_sum,White Yampa_area_m2
0,2005-01-01,32.595221760954296,0,7.006044865312127,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.20373946563587592,19.07585955458011,84.03832447982693,47.13981445201237,121524740.79756323,0,25722917.27109804,759561.4687934712,71121371.89608485,308554957.22108996,3726250605.1066284
1,2005-02-01,18.467621540667228,0,8.60935919830836,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.1705148487927565,8.932040863990212,84.29116604127381,47.08503023078672,68851925.6291695,0,31609661.212737262,635705.4778034928,33300725.175968315,309483230.9477822,3726250605.1066284
2,2005-03-01,17.411962846697275,0,14.960490024823029,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.15273549501528863,4.916365162274657,81.81417647747499,45.31508289877492,64917878.32369801,0,54928154.436956845,569457.4005826968,18330308.90452092,300388912.05450296,3726250605.1066284
3,2005-04-01,20.459439649663945,0,20.40849958628299,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.19817418402831888,4.640155505182473,77.34474979003676,42.696789505231735,76280471.46261874,0,74930143.86952943,738889.2760713092,17301158.342799112,283979999.6471723,3726250605.1066284
4,2005-05-01,24.822867862753316,0,28.323894456191965,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.3621510880869046,5.446114116825505,69.91782061192046,38.65099022193886,92548245.57273267,0,103991369.93905097,1350288.6563047152,20305930.94292657,256712907.81499156,3726250605.1066284
5,2005-06-01,53.86068059136276,0,35.11935735956606,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.6674504675945243,18.422765384186885,71.59552522976506,40.05713847761796,200810620.9340683,0,128940814.5821176,2488561.6148579805,68688933.95945373,262872866.31625643,3726250605.1066284
6,2005-07-01,10.394512805605842,0,35.92684104072815,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.03377481679314505,0.6196201376000747,59.28887106282884,32.26508421478911,38753342.06671198,0,131905628.03389806,125928.69739281325,2309951.841179702,217688723.4390494,3726250605.1066284
7,2005-08-01,30.317109777559885,0,29.045991541785433,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.3906673820882893,5.316248472086984,61.2898109225631,33.51513274252734,113032363.84086151,0,106642685.99978821,1456572.263158865,19821732.36586338,225035954.7619814,3726250605.1066284
8,2005-09-01,43.947587254024626,0,23.736875976831854,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,1.0975067365961506,15.799198567715264,66.32538622694196,36.873225774474236,163853648.17884827,0,87150161.40098819,4092042.2480612905,58908119.88980679,243524536.2287765,3726250605.1066284
9,2005-10-01,35.856853475207046,0,18.167348533603025,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.9263541997332064,13.56898039231389,69.66835896087267,38.90425329996185,133686622.37629978,0,66702727.66176471,3453840.2768372605,50590665.09753482,255797837.61809063,3726250605.1066284
10,2005-11-01,9.531718795838708,0,11.610715270754806,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.1214667812730945,2.075953840138817,67.08296107385343,37.07366780689737,35538071.883970745,0,42629017.96849411,452923.3264633504,7740285.746083334,246305891.84373766,3726250605.1066284
11,2005-12-01,8.609381784387558,0,6.265905120897306,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.03812636653696139,1.5082108950617859,68.16270694963826,37.66889280454901,32097969.379984424,0,23005453.25396863,142148.40887366552,5623106.1699268045,250269907.56818628,3726250605.1066284
12,2006-01-01,7.192134960597888,0,6.786659924611565,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.030257308255643517,1.352747956910868,67.71857806277484,37.398012541803816,26814178.037278064,0,24917518.435239214,112804.12851164586,5043392.282025403,248638999.63353863,3726250605.1066284
