,Date,precip_and_snowmelt_input_Upper Green_mean,irrigation_Upper Green_mean,AET_Upper Green_mean,soil_thickness_Upper Green_mean,soil_porosity_Upper Green_mean,field_capacity_Upper Green_mean,wilting_point_Upper Green_mean,Geo_K_Upper Green_mean,Runoff_Upper Green_mean,Recharge_Upper Green_mean,Soil_Water_End_Of_Previous_Timestep_Upper Green_mean,Soil_Saturation_Percent_End_Of_Timestep_Upper Green_mean,precip_and_snowmelt_input_m3_Upper Green_sum,irrigation_m3_Upper Green_sum,AET_m3_Upper Green_sum,Runoff_m3_Upper Green_sum,Recharge_m3_Upper Green_sum,Soil_Water_End_Of_Previous_Timestep_m3_Upper Green_sum,Upper Green_area_m2
0,2005-01-01,41.27922311317463,0.0,10.35809993869306,448.2552837903781,0.4801498506282104,98.54507298628982,48.30498429076443,16673.742656045295,5.0355264100869785,14.433196260792089,80.64239856651747,41.90978159012563,635949674.5091038,0.0,159571400.65151197,77548052.95921709,222167708.82960778,1236176993.3473258,15464377139.676691
1,2005-02-01,24.024616087817222,0.0,9.758988901841917,448.2552837903781,0.4801498506282104,98.54507298628982,48.30498429076443,16673.742656045295,0.5708479230007115,11.650345910622914,82.72812763348945,41.836167402839855,370131047.32866484,0.0,150344689.3390531,8791320.408720467,179339130.79777247,1268154253.6857483,15464377139.676691
2,2005-03-01,24.247431945959235,0.0,16.776767400711176,448.2552837903781,0.4801498506282104,98.54507298628982,48.30498429076443,16673.742656045295,2.7964869956566396,9.662140540708487,78.14052126924328,38.524315015296686,373567492.35298073,0.0,258462170.4800446,43068024.882579096,148738670.25632262,1197826653.6102278,15464377139.676691
3,2005-04-01,31.456104236617133,0.1425251000754176,29.344114726218823,448.2552837903781,0.4801498506282104,98.54507298628982,48.30498429076443,16673.742656045295,0.9472246251400643,6.4120726472986425,73.91810583408878,36.07062113112951,484619429.9235833,2195626.2339967676,452059430.53072226,14588697.483447868,98713112.67003196,1133112640.2390862,15464377139.676691
4,2005-05-01,53.672127102529636,0.3705652412457357,40.34754658956985,448.2552837903781,0.4801498506282104,98.54507298628982,48.30498429076443,16673.742656045295,2.6265220183760873,12.535090326678638,76.02220742833256,36.488286531902745,826898123.2157681,5708627.916469621,621560375.6088405,40455274.25371075,192977486.16757002,1165397139.5720522,15464377139.676691
5,2005-06-01,22.83131734576426,0.5701004003016704,47.35907570450114,448.2552837903781,0.4801498506282104,98.54507298628982,48.30498429076443,16673.742656045295,0.325460463357717,2.4573164022046328,59.890953420861955,28.324964954725385,351732397.71305037,8782504.93598707,729599387.258104,5014801.948825779,37855884.91068444,918108110.6359637,15464377139.676691
6,2005-07-01,13.494315258478874,0.7411304824914714,57.102290617238644,448.2552837903781,0.4801498506282104,98.54507298628982,48.30498429076443,16673.742656045295,0.008100915408764947,0.5516334630120983,41.00920226759779,17.940417316506025,207904140.37734875,11417255.832939241,879732918.4468099,124799.6072975606,8499036.78796981,628647283.7307669,15464377139.676691
7,2005-08-01,15.05268989013862,0.5986053977520388,44.39065781286326,448.2552837903781,0.4801498506282104,98.54507298628982,48.30498429076443,16673.742656045295,0.005043417817551672,0.36486703955175875,35.13428942601581,15.274608268700504,231885241.92123103,9221629.835179407,683874819.2221531,77691.31065814526,5620924.833121424,538581999.4971942,15464377139.676691
8,2005-09-01,16.713880324610013,0.2850502001508352,27.213187381929362,448.2552837903781,0.4801498506282104,98.54507298628982,48.30498429076443,16673.742656045295,0.003402022401321212,0.8238980720523099,35.405004111539355,15.99192043534064,257478165.00214747,4391252.467993535,419249757.12350756,52403.817645253985,12692257.930845758,542722023.4890878,15464377139.676691
9,2005-10-01,20.824648382893674,0.1425251000754176,13.616388026225206,448.2552837903781,0.4801498506282104,98.54507298628982,48.30498429076443,16673.742656045295,0.02460042008997418,2.5189910187122737,43.65797955416452,21.059312532059625,320788645.6213644,2195626.2339967676,209763413.87462315,378917.99402438576,38797816.80757451,669217310.0037647,15464377139.676691
10,2005-11-01,18.523268260344196,0.0,9.011302429582988,448.2552837903781,0.4801498506282104,98.54507298628982,48.30498429076443,16673.742656045295,0.3807353246955662,1.9141392166355211,51.75437833182398,26.57803388849668,285393712.1628666,0.0,138821634.67672586,5864521.395987768,29475512.43128804,793354381.7711694,15464377139.676691
11,2005-12-01,28.937117135848958,0.0,13.235778487152917,448.2552837903781,0.4801498506282104,98.54507298628982,48.30498429076443,16673.742656045295,2.0954383963089382,5.943064844873987,60.1420163900481,31.14569389217352,445845984.9218464,0.0,203906500.38785407,32267090.588784233,91498068.53467095,921956344.8435694,15464377139.676691
12,2006-01-01,24.728818125543246,0.0,11.975404130308918,448.2552837903781,0.4801498506282104,98.54507298628982,48.30498429076443,16673.742656045295,1.8829424164896125,7.388966802359332,64.01425444643925,32.714221055616456,380998883.4677728,0.0,184489531.02530828,28994813.508168187,113759173.78488584,981323502.4031814,15464377139.671576
13,2006-02-01,19.15974270412988,0.0,18.325789126082114,448.2552837903781,0.4801498506282104,98.54507298628982,48.30498429076443,16673.742656045295,1.5154772036638067,6.359220941441024,58.2021129326161,29.560412789187172,295203561.5704294,0.0,282322837.2250438,23340135.345521376,97905013.77777267,892239761.278017,15464377139.671576
14,2006-03-01,33.7726680526218,0.0,12.861035259250336,448.2552837903781,0.4801498506282104,98.54507298628982,48.30498429076443,16673.742656045295,3.282798457443005,10.157147707852548,66.02960158198101,34.276835614961264,520291298.62387365,0.0,198126785.0347966,50558278.0692791,156369015.5320773,1012209028.1724212,15464377139.671576
15,2006-04-01,18.218341908731535,0.11753519998367673,22.146807799096635,448.2552837903781,0.4801498506282104,98.54507298628982,48.30498429076443,16673.742656045295,1.7472537613622803,3.8812562052999677,58.65089793394883,28.68389737554459,280675828.7791972,1810650.247757342,341178430.972625,26909878.059830286,59752317.93737216,899102149.5057732,15464377139.671576
16,2006-05-01,15.760371221957982,0.3055915260844711,32.4354128869856,448.2552837903781,0.4801498506282104,98.54507298628982,48.30498429076443,16673.742656045295,0.29699281946175704,1.5441394711510645,48.03291608163835,22.172311213017768,242807517.14750582,4707690.738541816,499695889.02023965,4576148.182842173,23784615.425393857,736326360.1784687,15464377139.671576
17,2006-06-01,15.796743727500807,0.4701407999347069,49.879394480135325,448.2552837903781,0.4801498506282104,98.54507298628982,48.30498429076443,16673.742656045295,0.008319086404610694,0.60920181723238,35.866343559337274,15.742747203855906,243372822.85548288,7242600.991029368,768456071.3750827,128143.28076890457,9385664.205895236,549809319.571115,15464377139.671576
18,2006-07-01,16.167427600471395,0.6111830521689422,52.04809269749702,448.2552837903781,0.4801498506282104,98.54507298628982,48.30498429076443,16673.742656045295,0.006231311143581284,0.37909866265825076,29.28555685334349,12.355009768027465,249080808.6661375,9415381.477083633,801870881.7539375,95989.85598863589,5840147.589064854,448926544.9025082,15464377139.671576
19,2006-08-01,20.822625125387464,0.4936478424967107,40.015526163437066,448.2552837903781,0.4801498506282104,98.54507298628982,48.30498429076443,16673.742656045295,0.004648146396613475,0.8087191702901136,30.61651836813066,12.988517763824351,320808625.80437064,7604731.080086298,616491771.75614,71601.63381443867,12459356.08124153,469331880.94987005,15464377139.671576
20,2006-09-01,37.856587365704264,0.23507039996735346,31.513937710432153,448.2552837903781,0.4801498506282104,98.54507298628982,48.30498429076443,16673.742656045295,0.027812256408387304,1.9122521004501325,39.502025862779135,18.822732035865595,583205425.3380196,3621300.495514684,485516428.4009622,428344.5521378373,29453420.05372503,605521045.0078247,15464377139.671576
21,2006-10-01,51.428328368909625,0.11753519998367673,22.62775871611532,448.2552837903781,0.4801498506282104,98.54507298628982,48.30498429076443,16673.742656045295,0.2447515045511255,9.127881050434386,59.690504907655644,30.846241219524217,792279648.6165342,1810650.247757342,348608208.1727295,3770051.538942848,140588528.61063182,914978973.5471556,15464377139.671576
