,Date,precip_and_snowmelt_input_Upper Green_mean,irrigation_Upper Green_mean,AET_Upper Green_mean,soil_thickness_Upper Green_mean,soil_porosity_Upper Green_mean,field_capacity_Upper Green_mean,wilting_point_Upper Green_mean,Geo_K_Upper Green_mean,Runoff_Upper Green_mean,Recharge_Upper Green_mean,Soil_Water_End_Of_Previous_Timestep_Upper Green_mean,Soil_Saturation_Percent_End_Of_Timestep_Upper Green_mean,precip_and_snowmelt_input_m3_Upper Green_sum,irrigation_m3_Upper Green_sum,AET_m3_Upper Green_sum,Runoff_m3_Upper Green_sum,Recharge_m3_Upper Green_sum,Soil_Water_End_Of_Previous_Timestep_m3_Upper Green_sum,Upper Green_area_m2
0,2005-01-01,40.156969058825545,0.0,13.265914095106634,445.544625772867,0.4801584123174225,97.5876623934374,47.927609041225544,16691.044463301365,3.635816095002531,11.000037717930546,57.04978567337474,29.685720087652363,621496349.8649188,0.0,204449821.71362343,56274823.40584416,170250088.5068524,878078503.6849815,15464377139.676691
1,2005-02-01,24.139463831381217,0.0,21.208693461281452,445.544625772867,0.4801584123174225,97.5876623934374,47.927609041225544,16691.044463301365,0.39965545069160446,10.539263672082283,52.208665014661264,26.490169843872962,373599256.2134936,0.0,326857185.00345093,6186093.125654889,163119705.9956993,803583472.1584238,15464377139.676691
2,2005-03-01,25.400492710956335,0.0,42.08989779486673,445.544625772867,0.4801584123174225,97.5876623934374,47.927609041225544,16691.044463301365,2.492951486968332,9.927072236366481,36.510173526120184,18.370485485542677,393123362.4360927,0.0,648697892.5804467,38586909.186620034,153650798.3263349,561963510.605466,15464377139.676691
3,2005-04-01,32.31768347435737,0.10625267109688116,52.581840787844904,445.544625772867,0.4801584123174225,97.5876623934374,47.927609041225544,16691.044463301365,1.262064166426397,3.9292464369595357,26.99632093079318,13.682227656567818,500154333.16846853,1644338.0859111648,810408752.086973,19534957.796958156,60817206.516121835,415527655.138655,15464377139.676691
4,2005-05-01,53.956826947157005,0.2762569251377459,71.24032447117331,445.544625772867,0.4801584123174225,97.5876623934374,47.927609041225544,16691.044463301365,1.8595576680958972,2.2114514988487577,22.291954625764117,11.09167411144622,835074931.4501876,4275278.7182906885,1097984803.1346047,28783704.740785398,34229295.615584634,343122993.681208,15464377139.676691
5,2005-06-01,26.725175558896638,0.42501068438752465,64.74390658034548,445.544625772867,0.4801584123174225,97.5876623934374,47.927609041225544,16691.044463301365,0.060967881348687275,0.8399701510950534,12.774311154202714,6.248559754148716,413598389.5527708,6577352.343644659,997874916.4115684,943716.4002354183,13001334.082596086,196616621.9776083,15464377139.676691
6,2005-07-01,14.711135072498795,0.5525138502754918,67.07073296307247,445.544625772867,0.4801584123174225,97.5876623934374,47.927609041225544,16691.044463301365,0.006342933909785718,0.1867894507195096,8.29907445184472,3.801161503168151,227677734.2383952,8550557.436581377,1033728666.187028,98181.99232010599,2891161.0514633832,127732037.54186015,15464377139.676691
7,2005-08-01,15.48813081588299,0.44626120463223107,50.26625916066911,445.544625772867,0.4801584123174225,97.5876623934374,47.927609041225544,16691.044463301365,0.0,0.12347271063210592,7.452998010092914,3.327540700632143,239680731.19657037,6906219.744563921,774729755.9102591,0.0,1911014.5814785599,114708253.20716865,15464377139.676691
8,2005-09-01,21.4339374665591,0.21250534219376233,35.85800825966458,445.544625772867,0.4801584123174225,97.5876623934374,47.927609041225544,16691.044463301365,0.01403917567829699,0.25270700096233206,8.939547379291081,4.21003956634511,331704335.60641783,3288676.1718223295,552649496.5685028,217312.10994273613,3911020.21172298,137586600.9723815,15464377139.676691
9,2005-10-01,17.800084857412095,0.10625267109688116,26.22804451893479,445.544625772867,0.4801584123174225,97.5876623934374,47.927609041225544,16691.044463301365,0.0,0.33743165851534535,10.452582197928013,4.917602867024694,275454096.3892352,1644338.0859111648,404230742.978149,0.0,5221774.450227823,160869269.37040368,15464377139.676691
