,Date,precip_and_snowmelt_input_Northern Great Salt Lake Desert_mean,irrigation_Northern Great Salt Lake Desert_mean,AET_Northern Great Salt Lake Desert_mean,soil_thickness_Northern Great Salt Lake Desert_mean,soil_porosity_Northern Great Salt Lake Desert_mean,field_capacity_Northern Great Salt Lake Desert_mean,wilting_point_Northern Great Salt Lake Desert_mean,Geo_K_Northern Great Salt Lake Desert_mean,Runoff_Northern Great Salt Lake Desert_mean,Recharge_Northern Great Salt Lake Desert_mean,Soil_Water_End_Of_Previous_Timestep_Northern Great Salt Lake Desert_mean,Soil_Saturation_Percent_End_Of_Timestep_Northern Great Salt Lake Desert_mean,precip_and_snowmelt_input_m3_Northern Great Salt Lake Desert_sum,irrigation_m3_Northern Great Salt Lake Desert_sum,AET_m3_Northern Great Salt Lake Desert_sum,Runoff_m3_Northern Great Salt Lake Desert_sum,Recharge_m3_Northern Great Salt Lake Desert_sum,Soil_Water_End_Of_Previous_Timestep_m3_Northern Great Salt Lake Desert_sum,Northern Great Salt Lake Desert_area_m2
0,2024-01-01,17.189375882337384,0.0,13.82526529152259,419.91822683868963,0.5030557857532086,93.99053822664713,43.09796175020441,2813.528162270595,0.7860027330696545,4.128523294179296,83.32434716223841,31.773846162905265,194546422.5003836,0.0,156484976.69029796,8895654.65429814,46721442.7434141,932848655.9016677,11051979718.487976
1,2024-01-01,17.189375882337384,0.0,13.82526529152259,419.91822683868963,0.5030557857532086,93.99053822664713,43.09796175020441,2813.528162270595,0.7860027330696545,4.128523294179296,83.32434716223841,31.773846162905265,194546422.5003836,0.0,156484976.69029796,8895654.65429814,46721442.7434141,932848655.9016677,11051979718.487976
2,2024-01-01,17.189375882337384,0.0,13.82526529152259,419.91822683868963,0.5030557857532086,93.99053822664713,43.09796175020441,2813.528162270595,0.7860027330696545,4.128523294179296,83.32434716223841,31.773846162905265,194546422.5003836,0.0,156484976.69029796,8895654.65429814,46721442.7434141,932848655.9016677,11051979718.487976
3,2024-01-01,17.189375882337384,0.0,13.82526529152259,419.91822683868963,0.5030557857532086,93.99053822664713,43.09796175020441,2813.528162270595,0.7860027330696545,4.128523294179296,83.32434716223841,31.773846162905265,194546422.5003836,0.0,156484976.69029796,8895654.65429814,46721442.7434141,932848655.9016677,11051979718.487976
4,2024-01-01,17.189375882337384,0.0,13.82526529152259,419.91822683868963,0.5030557857532086,93.99053822664713,43.09796175020441,2813.528162270595,0.7860027330696545,4.128523294179296,83.32434716223841,31.773846162905265,194546422.5003836,0.0,156484976.69029796,8895654.65429814,46721442.7434141,932848655.9016677,11051979718.487976
5,2024-01-01,17.189375882337384,0.0,13.82526529152259,419.91822683868963,0.5030557857532086,93.99053822664713,43.09796175020441,2813.528162270595,0.7860027330696545,4.128523294179296,83.32434716223841,31.773846162905265,194546422.5003836,0.0,156484976.69029796,8895654.65429814,46721442.7434141,932848655.9016677,11051979718.487976
6,2024-01-01,17.189375882337384,0.0,13.82526529152259,419.91822683868963,0.5030557857532086,93.99053822664713,43.09796175020441,2813.528162270595,0.7860027330696545,4.128523294179296,83.32434716223841,31.773846162905265,194546422.5003836,0.0,156484976.69029796,8895654.65429814,46721442.7434141,932848655.9016677,11051979718.487976
7,2024-01-01,17.189375882337384,0.0,13.82526529152259,419.91822683868963,0.5030557857532086,93.99053822664713,43.09796175020441,2813.528162270595,0.7860027330696545,4.128523294179296,83.32434716223841,31.773846162905265,194546422.5003836,0.0,156484976.69029796,8895654.65429814,46721442.7434141,932848655.9016677,11051979718.487976
8,2024-01-01,17.189375882337384,0.0,13.82526529152259,419.91822683868963,0.5030557857532086,93.99053822664713,43.09796175020441,2813.528162270595,0.7860027330696545,4.128523294179296,83.32434716223841,31.773846162905265,194546422.5003836,0.0,156484976.69029796,8895654.65429814,46721442.7434141,932848655.9016677,11051979718.487976
9,2024-01-01,17.189375882337384,0.0,13.82526529152259,419.91822683868963,0.5030557857532086,93.99053822664713,43.09796175020441,2813.528162270595,0.7860027330696545,4.128523294179296,83.32434716223841,31.773846162905265,194546422.5003836,0.0,156484976.69029796,8895654.65429814,46721442.7434141,932848655.9016677,11051979718.487976
