,Date,precip_and_snowmelt_input_Northern Great Salt Lake Desert_mean,irrigation_Northern Great Salt Lake Desert_mean,AET_Northern Great Salt Lake Desert_mean,soil_thickness_Northern Great Salt Lake Desert_mean,soil_porosity_Northern Great Salt Lake Desert_mean,field_capacity_Northern Great Salt Lake Desert_mean,wilting_point_Northern Great Salt Lake Desert_mean,Geo_K_Northern Great Salt Lake Desert_mean,Runoff_Northern Great Salt Lake Desert_mean,Recharge_Northern Great Salt Lake Desert_mean,Soil_Water_End_Of_Previous_Timestep_Northern Great Salt Lake Desert_mean,Soil_Saturation_Percent_End_Of_Timestep_Northern Great Salt Lake Desert_mean,precip_and_snowmelt_input_m3_Northern Great Salt Lake Desert_sum,irrigation_m3_Northern Great Salt Lake Desert_sum,AET_m3_Northern Great Salt Lake Desert_sum,Runoff_m3_Northern Great Salt Lake Desert_sum,Recharge_m3_Northern Great Salt Lake Desert_sum,Soil_Water_End_Of_Previous_Timestep_m3_Northern Great Salt Lake Desert_sum,Northern Great Salt Lake Desert_area_m2
0,2024-01-01,17.290192966890295,0.0,5.250797364969595,419.91822683868963,0.5030557857532086,93.99053822664713,43.09796175020441,2813.528162270595,2.62081723802592,6.001806122813802,139.68786220411997,58.88668821109106,195689477.0388677,0.0,59431422.12672154,29663048.00659929,67927716.82290825,1563955446.3982804,11051979718.487976
1,2024-01-01,17.290192966890295,0.0,5.250797364969595,419.91822683868963,0.5030557857532086,93.99053822664713,43.09796175020441,2813.528162270595,2.62081723802592,6.001806122813802,139.68786220411997,58.88668821109106,195689477.0388677,0.0,59431422.12672154,29663048.00659929,67927716.82290825,1563955446.3982804,11051979718.487976
2,2024-01-01,17.290192966890295,0.0,5.250797364969595,419.91822683868963,0.5030557857532086,93.99053822664713,43.09796175020441,2813.528162270595,2.62081723802592,6.001806122813802,139.68786220411997,58.88668821109106,195689477.0388677,0.0,59431422.12672154,29663048.00659929,67927716.82290825,1563955446.3982804,11051979718.487976
3,2024-01-01,17.290192966890295,0.0,5.250797364969595,419.91822683868963,0.5030557857532086,93.99053822664713,43.09796175020441,2813.528162270595,2.62081723802592,6.001806122813802,139.68786220411997,58.88668821109106,195689477.0388677,0.0,59431422.12672154,29663048.00659929,67927716.82290825,1563955446.3982804,11051979718.487976
4,2024-01-01,17.290192966890295,0.0,5.250797364969595,419.91822683868963,0.5030557857532086,93.99053822664713,43.09796175020441,2813.528162270595,2.62081723802592,6.001806122813802,139.68786220411997,58.88668821109106,195689477.0388677,0.0,59431422.12672154,29663048.00659929,67927716.82290825,1563955446.3982804,11051979718.501883
5,2024-01-01,17.290192966890295,0.0,5.250797364969595,419.91822683868963,0.5030557857532086,93.99053822664713,43.09796175020441,2813.528162270595,2.62081723802592,6.001806122813802,139.68786220411997,58.88668821109106,195689477.0388677,0.0,59431422.12672154,29663048.00659929,67927716.82290825,1563955446.3982804,11051979718.487976
6,2024-01-01,17.290192966890295,0.0,5.250797364969595,419.91822683868963,0.5030557857532086,93.99053822664713,43.09796175020441,2813.528162270595,2.62081723802592,6.001806122813802,139.68786220411997,58.88668821109106,195689477.0388677,0.0,59431422.12672154,29663048.00659929,67927716.82290825,1563955446.3982804,11051979718.487976
7,2024-01-01,17.290192966890295,0.0,5.250797364969595,419.91822683868963,0.5030557857532086,93.99053822664713,43.09796175020441,2813.528162270595,2.62081723802592,6.001806122813802,139.68786220411997,58.88668821109106,195689477.0388677,0.0,59431422.12672154,29663048.00659929,67927716.82290825,1563955446.3982804,11051979718.501883
8,2024-01-01,17.290192966890295,0.0,5.250797364969595,419.91822683868963,0.5030557857532086,93.99053822664713,43.09796175020441,2813.528162270595,2.62081723802592,6.001806122813802,139.68786220411997,58.88668821109106,195689477.0388677,0.0,59431422.12672154,29663048.00659929,67927716.82290825,1563955446.3982804,11051979718.487976
9,2024-01-01,17.290192966890295,0.0,5.250797364969595,419.91822683868963,0.5030557857532086,93.99053822664713,43.09796175020441,2813.528162270595,2.62081723802592,6.001806122813802,139.68786220411997,58.88668821109106,195689477.0388677,0.0,59431422.12672154,29663048.00659929,67927716.82290825,1563955446.3982804,11051979718.487976
10,2024-01-01,17.290192966890295,0.0,5.250797364969595,419.91822683868963,0.5030557857532086,93.99053822664713,43.09796175020441,2813.528162270595,2.62081723802592,6.001806122813802,139.68786220411997,58.88668821109106,195689477.0388677,0.0,59431422.12672154,29663048.00659929,67927716.82290825,1563955446.3982804,11051979718.487976
11,2024-01-01,17.290192966890295,0.0,5.250797364969595,419.91822683868963,0.5030557857532086,93.99053822664713,43.09796175020441,2813.528162270595,2.62081723802592,6.001806122813802,139.68786220411997,58.88668821109106,195689477.0388677,0.0,59431422.12672154,29663048.00659929,67927716.82290825,1563955446.3982804,11051979718.487976
12,2024-01-01,17.290192966890295,0.0,5.250797364969595,419.91822683868963,0.5030557857532086,93.99053822664713,43.09796175020441,2813.528162270595,2.62081723802592,6.001806122813802,139.68786220411997,58.88668821109106,195689477.0388677,0.0,59431422.12672154,29663048.00659929,67927716.82290825,1563955446.3982804,11051979718.487976
13,2024-01-01,17.290192966890295,0.0,5.250797364969595,419.91822683868963,0.5030557857532086,93.99053822664713,43.09796175020441,2813.528162270595,2.62081723802592,6.001806122813802,139.68786220411997,58.88668821109106,195689477.0388677,0.0,59431422.12672154,29663048.00659929,67927716.82290825,1563955446.3982804,11051979718.487976
