,Date,precip_and_snowmelt_input_San Pitch_mean,irrigation_San Pitch_mean,AET_San Pitch_mean,soil_thickness_San Pitch_mean,soil_porosity_San Pitch_mean,field_capacity_San Pitch_mean,wilting_point_San Pitch_mean,Geo_K_San Pitch_mean,Runoff_San Pitch_mean,Recharge_San Pitch_mean,Soil_Water_End_Of_Previous_Timestep_San Pitch_mean,Soil_Saturation_Percent_End_Of_Timestep_San Pitch_mean,precip_and_snowmelt_input_m3_San Pitch_sum,irrigation_m3_San Pitch_sum,AET_m3_San Pitch_sum,Runoff_m3_San Pitch_sum,Recharge_m3_San Pitch_sum,Soil_Water_End_Of_Previous_Timestep_m3_San Pitch_sum,San Pitch_area_m2
0,2024-01-01,53.78873864972161,0.0,13.872882319499716,468.630507449782,0.5266698599211845,110.75486627026388,65.32576035273178,11767.243643347565,0.26030075609601,19.95973744223195,98.92838276907887,39.81020974933769,119826638.30804527,0.0,30904567.029662743,579854.5508052014,44465284.237318374,220384029.34043202,2227751045.987718
1,2024-01-01,53.78873864972161,0.0,13.872882319499716,468.630507449782,0.5266698599211845,110.75486627026388,65.32576035273178,11767.243643347565,0.26030075609601,19.95973744223195,98.92838276907887,39.81020974933769,119826638.30804527,0.0,30904567.029662743,579854.5508052014,44465284.237318374,220384029.34043202,2227751045.987718
2,2024-01-01,53.78873864972161,0.0,13.872882319499716,468.630507449782,0.5266698599211845,110.75486627026388,65.32576035273178,11767.243643347565,0.26030075609601,19.95973744223195,98.92838276907887,39.81020974933769,119826638.30804527,0.0,30904567.029662743,579854.5508052014,44465284.237318374,220384029.34043202,2227751045.987718
3,2024-01-01,53.78873864972161,0.0,13.872882319499716,468.630507449782,0.5266698599211845,110.75486627026388,65.32576035273178,11767.243643347565,0.26030075609601,19.95973744223195,98.92838276907887,39.81020974933769,119826638.30804527,0.0,30904567.029662743,579854.5508052014,44465284.237318374,220384029.34043202,2227751045.987718
4,2024-01-01,53.78873864972161,0.0,13.872882319499716,468.630507449782,0.5266698599211845,110.75486627026388,65.32576035273178,11767.243643347565,0.26030075609601,19.95973744223195,98.92838276907887,39.81020974933769,119826638.30804527,0.0,30904567.029662743,579854.5508052014,44465284.237318374,220384029.34043202,2227751045.987718
5,2024-01-01,53.78873864972161,0.0,13.872882319499716,468.630507449782,0.5266698599211845,110.75486627026388,65.32576035273178,11767.243643347565,0.26030075609601,19.95973744223195,98.92838276907887,39.81020974933769,119826638.30804527,0.0,30904567.029662743,579854.5508052014,44465284.237318374,220384029.34043202,2227751045.987718
6,2024-01-01,53.78873864972161,0.0,13.872882319499716,468.630507449782,0.5266698599211845,110.75486627026388,65.32576035273178,11767.243643347565,0.26030075609601,19.95973744223195,98.92838276907887,39.81020974933769,119826638.30804527,0.0,30904567.029662743,579854.5508052014,44465284.237318374,220384029.34043202,2227751045.987718
7,2024-01-01,53.78873864972161,0.0,13.872882319499716,468.630507449782,0.5266698599211845,110.75486627026388,65.32576035273178,11767.243643347565,0.26030075609601,19.95973744223195,98.92838276907887,39.81020974933769,119826638.30804527,0.0,30904567.029662743,579854.5508052014,44465284.237318374,220384029.34043202,2227751045.987718
8,2024-01-01,53.78873864972161,0.0,13.872882319499716,468.630507449782,0.5266698599211845,110.75486627026388,65.32576035273178,11767.243643347565,0.26030075609601,19.95973744223195,98.92838276907887,39.81020974933769,119826638.30804527,0.0,30904567.029662743,579854.5508052014,44465284.237318374,220384029.34043202,2227751045.987718
9,2024-01-01,53.78873864972161,0.0,13.872882319499716,468.630507449782,0.5266698599211845,110.75486627026388,65.32576035273178,11767.243643347565,0.26030075609601,19.95973744223195,98.92838276907887,39.81020974933769,119826638.30804527,0.0,30904567.029662743,579854.5508052014,44465284.237318374,220384029.34043202,2227751045.987718
