,Date,precip_and_snowmelt_input_San Rafael_mean,irrigation_San Rafael_mean,AET_San Rafael_mean,soil_thickness_San Rafael_mean,soil_porosity_San Rafael_mean,field_capacity_San Rafael_mean,wilting_point_San Rafael_mean,Geo_K_San Rafael_mean,Runoff_San Rafael_mean,Recharge_San Rafael_mean,Soil_Water_End_Of_Previous_Timestep_San Rafael_mean,Soil_Saturation_Percent_End_Of_Timestep_San Rafael_mean,precip_and_snowmelt_input_m3_San Rafael_sum,irrigation_m3_San Rafael_sum,AET_m3_San Rafael_sum,Runoff_m3_San Rafael_sum,Recharge_m3_San Rafael_sum,Soil_Water_End_Of_Previous_Timestep_m3_San Rafael_sum,San Rafael_area_m2
0,2024-01-01,23.90520279779391,0.0,11.679679854137905,315.3521140871553,0.4721881522746494,58.3442628002445,33.31401631259088,9705.336989294046,2.196114972993967,10.217397361476149,26.09175174198166,16.83358633416392,150555951.0700482,0.0,73558359.09349799,13831376.350439176,64349619.77002152,164327830.1302113,6296461988.296348
1,2024-01-01,23.90520279779391,0.0,11.679679854137905,315.3521140871553,0.4721881522746494,58.3442628002445,33.31401631259088,9705.336989294046,2.196114972993967,10.217397361476149,26.09175174198166,16.83358633416392,150555951.0700482,0.0,73558359.09349799,13831376.350439176,64349619.77002152,164327830.1302113,6296461988.296348
2,2024-01-01,23.90520279779391,0.0,11.679679854137905,315.3521140871553,0.4721881522746494,58.3442628002445,33.31401631259088,9705.336989294046,2.196114972993967,10.217397361476149,26.09175174198166,16.83358633416392,150555951.0700482,0.0,73558359.09349799,13831376.350439176,64349619.77002152,164327830.1302113,6296461988.296348
3,2024-01-01,23.90520279779391,0.0,11.679679854137905,315.3521140871553,0.4721881522746494,58.3442628002445,33.31401631259088,9705.336989294046,2.196114972993967,10.217397361476149,26.09175174198166,16.83358633416392,150555951.0700482,0.0,73558359.09349799,13831376.350439176,64349619.77002152,164327830.1302113,6296461988.296348
4,2024-01-01,23.90520279779391,0.0,11.679679854137905,315.3521140871553,0.4721881522746494,58.3442628002445,33.31401631259088,9705.336989294046,2.196114972993967,10.217397361476149,26.09175174198166,16.83358633416392,150555951.0700482,0.0,73558359.09349799,13831376.350439176,64349619.77002152,164327830.1302113,6296461988.296348
5,2024-01-01,23.90520279779391,0.0,11.679679854137905,315.3521140871553,0.4721881522746494,58.3442628002445,33.31401631259088,9705.336989294046,2.196114972993967,10.217397361476149,26.09175174198166,16.83358633416392,150555951.0700482,0.0,73558359.09349799,13831376.350439176,64349619.77002152,164327830.1302113,6296461988.296348
6,2024-01-01,23.90520279779391,0.0,11.679679854137905,315.3521140871553,0.4721881522746494,58.3442628002445,33.31401631259088,9705.336989294046,2.196114972993967,10.217397361476149,26.09175174198166,16.83358633416392,150555951.0700482,0.0,73558359.09349799,13831376.350439176,64349619.77002152,164327830.1302113,6296461988.296348
7,2024-01-01,23.90520279779391,0.0,11.679679854137905,315.3521140871553,0.4721881522746494,58.3442628002445,33.31401631259088,9705.336989294046,2.196114972993967,10.217397361476149,26.09175174198166,16.83358633416392,150555951.0700482,0.0,73558359.09349799,13831376.350439176,64349619.77002152,164327830.1302113,6296461988.305915
8,2024-01-01,23.90520279779391,0.0,11.679679854137905,315.3521140871553,0.4721881522746494,58.3442628002445,33.31401631259088,9705.336989294046,2.196114972993967,10.217397361476149,26.09175174198166,16.83358633416392,150555951.0700482,0.0,73558359.09349799,13831376.350439176,64349619.77002152,164327830.1302113,6296461988.296348
9,2024-01-01,23.90520279779391,0.0,11.679679854137905,315.3521140871553,0.4721881522746494,58.3442628002445,33.31401631259088,9705.336989294046,2.196114972993967,10.217397361476149,26.09175174198166,16.83358633416392,150555951.0700482,0.0,73558359.09349799,13831376.350439176,64349619.77002152,164327830.1302113,6296461988.296348
10,2024-01-01,23.90520279779391,0.0,11.679679854137905,315.3521140871553,0.4721881522746494,58.3442628002445,33.31401631259088,9705.336989294046,2.196114972993967,10.217397361476149,26.09175174198166,16.83358633416392,150555951.0700482,0.0,73558359.09349799,13831376.350439176,64349619.77002152,164327830.1302113,6296461988.296348
