,Date,precip_and_snowmelt_input_Lower Green_mean,irrigation_Lower Green_mean,AET_Lower Green_mean,soil_thickness_Lower Green_mean,soil_porosity_Lower Green_mean,field_capacity_Lower Green_mean,wilting_point_Lower Green_mean,Geo_K_Lower Green_mean,Runoff_Lower Green_mean,Recharge_Lower Green_mean,Soil_Water_End_Of_Previous_Timestep_Lower Green_mean,Soil_Saturation_Percent_End_Of_Timestep_Lower Green_mean,precip_and_snowmelt_input_m3_Lower Green_sum,irrigation_m3_Lower Green_sum,AET_m3_Lower Green_sum,Runoff_m3_Lower Green_sum,Recharge_m3_Lower Green_sum,Soil_Water_End_Of_Previous_Timestep_m3_Lower Green_sum,Lower Green_area_m2
0,2005-01-01,80.97520757717089,0.0,12.040526578424762,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,14.269378976548118,39.31799467646858,87.61757518548434,59.72040236648599,3052815537.729311,0.0,453920008.6316786,537984514.2969987,1482312210.8093274,3298811420.7677827,37664117295.21703
1,2005-02-01,35.311500781949825,0.0,17.50325457959224,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,2.6253815772717464,24.479060674629782,78.32486258217128,51.33152961433158,1331281700.8371444,0.0,659860235.6446124,98985967.76195887,922896697.1537607,2948941186.20958,37664117295.21703
2,2005-03-01,33.64002422645768,0.0,42.213075921731864,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,3.6753043128227585,11.976874154459741,58.420343022267204,32.52618111304839,1268242550.1027737,0.0,1591426243.9869113,138566605.6204433,451545615.7354013,2199527552.5229344,37664117295.21703
3,2005-04-01,30.646235585564995,1.8213502432973503,53.36301672579318,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,2.2408294651386833,6.211418423770091,42.943353098856974,22.873806169621545,1155374703.6784286,68662811.68166491,2011744873.7996387,84485450.5325832,234187749.04646996,1616841608.048615,37664117295.21703
4,2005-05-01,31.22017512922271,4.735510692494557,61.87627247327434,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,1.8586778494949103,4.360828003957021,32.598550697636014,16.767981146088037,1177012549.3007617,178523312.6314132,2332672315.3720007,70076185.2735268,164417103.22727668,1227379819.54518,37664117295.21703
5,2005-06-01,35.9004438695707,7.285400973189401,69.0954932394636,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,1.2883021168301951,2.3573332046061317,25.733949205876144,12.829156910607754,1353448399.8304296,274651246.72665966,2604847215.134185,48567383.534153,88876497.02268656,968917020.0679672,37664117295.21703
6,2005-07-01,9.374496227789034,9.471021384989115,68.573827026282,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,1.8411836387173002,1.534019407892315,17.578206882419426,6.807377381919699,353411360.83240134,357046625.2628264,2585227980.0413265,69408891.99240226,57833514.03100294,661826938.6589509,37664117295.21703
7,2005-08-01,26.17529528904739,7.649671063599633,65.12482661221216,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,1.6265199736212876,1.5134462732982017,16.66990642402072,7.123838530290671,986797368.8645082,288383810.63728344,2455218554.056084,61315591.11665041,57056887.715780236,627619842.4443781,37664117295.21703
8,2005-09-01,39.3287164281833,3.6427004865947006,34.11764534440118,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,1.008694831219174,2.3659435649526848,26.854413881707636,15.906011296447709,1482656693.609363,137325623.36332983,1286226462.2318337,38025302.4160633,89196425.2653484,1011049585.522137,37664117295.21703
9,2005-10-01,30.48259117048974,1.8213502432973503,20.812636891258677,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,0.7463591614541069,3.869999852300189,37.34995807534168,25.661564170891033,1149178034.2810318,68662811.68166491,784638372.7114993,28136914.23102198,145900321.2788257,1406197792.30983,37664117295.21703
10,2005-11-01,19.794331467821557,0.0,11.3414429444624,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,0.05306671121649317,2.858049557954032,43.27346590666382,27.4918214765302,746280714.5148361,0.0,427568092.1020266,2000837.8382160002,107756047.28843679,1629250925.0998611,37664117295.21703
11,2005-12-01,33.07098638727367,0.0,8.187532046684735,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,3.36022187119867,11.60184879984207,53.52884757642665,34.54548223872175,1246867659.2786276,0.0,308666998.5642296,126695565.23042107,437434652.6070358,2015404527.13125,37664117295.21703
12,2006-01-01,21.697835565567534,0.0,8.88584812156203,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,2.060680082530021,11.007347319395128,54.02944096645231,33.84582087095507,818055422.9961118,0.0,334997489.11950207,77696407.4606045,415017690.928425,2034247811.9710107,37664117295.12642
13,2006-02-01,17.00476761876995,0.0,16.228299176919325,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,1.5051345645721281,8.640706275842847,47.89576532138823,27.87337948586013,641128723.7443041,0.0,611809893.2486368,56749834.00428826,325787012.0720135,1803317932.6217754,37664117295.12642
14,2006-03-01,60.20054329743977,0.0,26.132571735131116,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,6.198893140503191,18.18097505423347,58.585170095818235,38.34957425487422,2269589927.1276712,0.0,985176617.50192,233719547.98561883,685465996.5207742,2205764726.3118405,37664117295.12642
15,2006-04-01,29.146880446680154,1.7089866098246596,56.93468315756356,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,2.6766748978808126,7.575693170791335,36.91242426380989,21.045071288578075,1098877590.8249023,64426787.15523053,2146372442.9827237,100920188.2931633,285629436.3884861,1389811326.727092,37664117295.12642
16,2006-05-01,7.015331531772642,4.443365268961284,68.39098339786544,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,0.2513881797292541,1.095500424602283,17.692794346052068,7.7666005281503185,264472265.1979444,167509649.74808234,2578325545.092401,9476807.444515271,41303221.6654148,666148069.9322244,37664117295.12642
17,2006-06-01,11.413876574091535,6.835946439298638,64.01871182892438,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,0.8235795782435016,0.9142707182018242,15.000374608159007,5.872046923571883,430309866.9579482,257707148.62092212,2413518842.7247167,31046939.579477325,34468743.56176621,564764047.3591181,37664117295.12642
18,2006-07-01,26.75888912088258,8.886730537922569,76.54347117822934,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,1.7657558139879717,1.4501964750499297,15.784210817920673,6.299628271654559,1008795600.8963797,335019299.4961647,2885663390.5605636,66566089.13307409,54673718.05483465,594277526.9345694,37664117295.12642
19,2006-08-01,20.614635037244533,7.1777438312940305,69.62775362081985,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,1.5179791104561706,1.3214546954104958,14.595184389601943,5.516783383047712,777192703.9106109,270592508.6917348,2624949022.4443517,57224157.0222864,49819499.67955529,549511230.7617307,37664117295.12642
20,2006-09-01,38.958732683260074,3.417973219649319,41.41550136264112,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,0.7131340631158932,1.5021718209558483,21.349383179624798,11.22408344682034,1468704645.1076844,128853574.31046106,1561364334.835049,26882885.75533433,56631514.70211837,803782531.4716309,37664117295.12642
21,2006-10-01,114.0814192660476,1.7089866098246596,27.54409561367145,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,13.020700858068407,23.96109380563386,72.67769248452701,53.666549524813796,4300794380.629347,64426787.15523053,1038397446.9615073,490881717.60577476,903303172.9754562,2736286313.8029604,37664117295.12642
22,2006-11-01,18.13254366999091,0.0,14.805710331486829,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,1.3602471448835811,8.427910014749504,66.27690138938375,42.05867056797053,683636456.0250587,0.0,558159379.8795303,51285780.9819309,317751067.3793626,2495325543.5024347,37664117295.12642
23,2006-12-01,19.713203994177697,0.0,5.358455505409652,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,0.7261011754243862,10.731252136899483,69.2118085307717,43.509139516790384,743213202.9507504,0.0,202008742.9343429,27377131.121503007,404594063.29662275,2605827657.766258,37664117295.12642
24,2007-01-01,19.203881194358548,0.0,7.796434566264583,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,0.3714820923542895,10.263217860302527,70.04130941204413,42.52276328604907,723986116.9810194,0.0,293929537.7751861,14006201.500812938,386930610.4670804,2637046083.40323,37664117295.12642
25,2007-02-01,24.50951636742632,0.0,18.044386232733782,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,1.937431536693787,12.185340457937768,63.908341256356614,37.79974102073885,924041896.8743389,0.0,680266577.795379,73048916.1709682,459420432.62629366,2406139005.4098268,37664117295.12642
26,2007-03-01,21.387127200179975,0.0,32.25378965383641,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,1.2493716514912319,6.78050610621505,50.607594140497696,28.01262970658474,806310523.0420508,0.0,1215963320.9095888,47105120.76870616,255640990.9018517,1905368659.6780913,37664117295.12642
27,2007-04-01,22.184190602977058,1.4310402980425956,52.667223998805746,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,0.3715477936404466,2.412997288457438,33.56830585914104,17.083957997794975,836357178.0716393,53948903.36380132,1985531096.6685336,14008488.137676787,90976626.38987459,1263853458.8961582,37664117295.12642
28,2007-05-01,20.58024346743992,3.720704680112756,66.15469636032927,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,0.09798335743368529,0.8703904174939812,22.811688692826838,10.297609947008821,775839487.6113654,140267145.1721144,2494000582.278516,3693672.067080277,32814575.86229246,858849267.5398077,37664117295.12642
29,2007-06-01,3.4043070721562185,5.724161192170382,64.41102081194722,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,0.37808665584103734,0.5370842947186489,15.926568445450096,6.120833255560137,128352338.70872514,215795613.4552053,2428275530.1341405,14253223.94061168,20248785.0977659,599626896.4442658,37664117295.12642
30,2007-07-01,14.04391166944035,7.441409360225512,68.29028524594058,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,1.0140212865142169,0.9385361499898022,14.299422821577533,5.78617640935855,529450738.4063818,280534290.3442288,2574542414.147902,38227998.78377046,35384027.66028849,538363923.0978324,37664117295.12642
31,2007-08-01,32.94285337722698,6.010368903724673,63.695003309018475,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,1.0858447439661567,1.3807050228462745,15.538748598357676,6.969205640644705,1241961785.9158542,226585381.00686157,2401297581.134715,40935913.7008259,52055153.89929858,585028994.161795,37664117295.12642
32,2007-09-01,45.71968047926543,2.862080596085191,46.98418020546928,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,0.7309682986002397,1.991750208053861,22.515596094020076,13.137299590787215,1723608490.1123073,107897806.72760265,1771291166.408848,27556565.66761348,75091172.50585651,847698657.526327,37664117295.12642
33,2007-10-01,22.04864798601544,1.4310402980425956,26.449302691203258,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,0.3666642034750776,2.2611990043567363,24.329858974953183,13.712081139518599,831243930.6336365,53948903.36380132,997130663.8015836,13823112.602762803,85250448.13795282,916014510.6379085,37664117295.12642
34,2007-11-01,9.10329709543059,0.0,13.361794293748822,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,0.0007792483404606752,0.8045800924272272,23.305353907085692,12.149589115492507,343193408.7033956,0.0,503742066.1502565,29369.812360392087,30334259.967079833,877439087.9493086,37664117295.12642
35,2007-12-01,60.83192391113385,0.0,3.5697072512578765,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,5.018268775028891,14.585777953500154,61.01146115196377,42.79210828924925,2293382159.0452294,0.0,134576124.38878116,189201692.84022477,549908201.7676265,2297076493.8125286,37664117295.12642
36,2008-01-01,51.47812263222703,0.0,4.553425609743144,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,8.67294501180391,27.023026851283973,72.29948166240654,47.798141395323356,1940784834.534774,0.0,171666275.68674716,326999116.139007,1018799029.8713988,2722073866.646026,37664117295.12642
37,2008-02-01,50.37752242031737,0.0,14.947542322441812,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,6.273328952732992,28.2054776033927,74.68030689562623,45.818685319446,1899285104.9092226,0.0,563523677.3403656,236526148.38496742,1063384940.1655989,2811707445.2747345,37664117295.12642
38,2008-03-01,27.54475293056694,0.0,32.94778787056783,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,2.3733578492824807,14.148989861286344,58.5804546793834,32.415740140676746,1038456795.989202,0.0,1242098109.5249214,89483275.65957253,533450615.2125935,2205561173.977423,37664117295.12642
39,2008-04-01,14.154241514611718,1.5845121004515625,59.778268793071014,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,0.10909032880019234,4.849830333489562,33.857642363390404,16.901896605495583,533602802.7342103,59734903.55764109,2253568337.4686036,4112887.2342265686,182855693.94372255,1274762667.9932618,37664117295.12642
40,2008-05-01,31.765529111591356,4.119731521980152,64.56216531186686,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,0.5629966857267066,3.308634737481732,28.605490517719453,14.110246581623434,1197593005.709427,155310751.5420884,2433949159.8296046,21226021.85385797,124747127.09421396,1077028898.4328644,37664117295.12642
41,2008-06-01,18.101162499207355,6.33804840180625,68.41338573497573,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,0.8254324756044903,0.8919997749437805,19.018785443474755,7.674225709549373,682376897.7862754,238939614.23056436,2579163593.646215,31117484.603529595,33628692.59593927,716051435.3625946,37664117295.12642
42,2008-07-01,6.342907052516338,8.239463043960304,74.4014031113308,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,1.3629811221135377,1.075036850187046,14.573833902603265,5.225516162069606,239127551.5801948,310621503.0841768,2804953444.057583,51383279.27423672,40529762.0054022,548691976.289536,37664117295.12642
43,2008-08-01,32.37142145019097,6.654950764970063,57.54029945421489,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,1.4123538840610332,1.5621738393037736,17.417093553745907,8.344830004822487,1220393891.650998,250886592.7960746,2169234807.451782,53245344.8040757,58896284.39887887,655747831.0513258,37664117295.12642
44,2008-09-01,26.71788972100075,3.169024200903125,38.080488260842635,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,0.5851097751143645,1.7319058851302718,19.608282946809684,10.628342593758898,1007234730.8402572,119469807.11528218,1435607078.9455693,22059032.5463141,65296408.00932046,738241737.7220185,37664117295.12642
45,2008-10-01,23.380565377451067,1.5845121004515625,20.870192268658524,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,0.401649712264132,1.7783043589010783,24.62519545710611,14.697190597977098,881437198.9292943,59734903.55764109,786780324.9936779,15142249.534394458,67045424.58095168,927135740.083047,37664117295.12642
46,2008-11-01,19.040987937935586,0.0,13.394700553071388,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,0.05241046019591898,1.877263448625677,29.978528113862108,20.066915710889305,717843209.5790286,0.0,504965583.20079213,1976006.1485978032,70776677.9803003,1128696702.5058618,37664117295.12642
47,2008-12-01,51.203102917717054,0.0,7.755240875529463,345.9664385873931,0.4784893283679335,73.01585432599592,37.504556072087745,12279.259650908198,2.876976723950947,12.504440332877541,58.101995544667375,42.01305586449394,1930381259.206189,0.0,292371522.0654478,108470212.5719724,471429621.88218075,2187564601.3829107,37664117295.12642
