,Date,precip_and_snowmelt_input_Weber_mean,irrigation_Weber_mean,AET_Weber_mean,soil_thickness_Weber_mean,soil_porosity_Weber_mean,field_capacity_Weber_mean,wilting_point_Weber_mean,Geo_K_Weber_mean,Runoff_Weber_mean,Recharge_Weber_mean,Soil_Water_End_Of_Previous_Timestep_Weber_mean,Soil_Saturation_Percent_End_Of_Timestep_Weber_mean,precip_and_snowmelt_input_m3_Weber_sum,irrigation_m3_Weber_sum,AET_m3_Weber_sum,Runoff_m3_Weber_sum,Recharge_m3_Weber_sum,Soil_Water_End_Of_Previous_Timestep_m3_Weber_sum,Weber_area_m2
0,2005-01-01,95.87592577269848,0.0,12.823252813051564,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,10.812252843939554,68.84825762121757,151.08901437582549,66.75784156075318,617586301.4464738,0.0,82598031.26741101,69646758.19258995,443490228.80797124,955031037.0312221,6433707809.892397
1,2005-02-01,72.30318738476845,0.0,17.734266011196762,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,7.482931648296791,50.1748983733567,147.70756389203189,64.50699415365513,465733272.93645227,0.0,114232725.67206809,48198363.57032793,323201549.6178282,933654493.3945254,6433707809.892397
2,2005-03-01,108.57543784247984,0.0,33.095477123641444,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,15.19693868741848,55.23254429138148,152.4770425506795,66.23557111904688,699374968.2163146,0.0,213179298.97858787,97886419.12460096,355779935.4769213,963800169.1542621,6433707809.892397
3,2005-04-01,83.99280665036912,2.961791120548165,70.72936339039336,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,5.8641710131594005,28.141032381112954,135.30574434898125,56.389350739056674,541022950.1080011,19077049.47488954,455589061.9252119,37771812.444020495,181268060.76657408,855257618.0552535,6433707809.892397
4,2005-05-01,123.55121463260792,7.700656770240155,100.22157811141567,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,10.993741605076295,23.492254075307073,132.26889183106732,54.6334601812419,795834778.0699651,49600327.71241035,645562765.7304804,70809466.08083563,151323075.8390346,836060624.7136762,6433707809.892397
5,2005-06-01,66.03580008340107,11.84716448219266,103.53469394717928,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,6.649287536387754,6.644304555875725,98.09676642943829,36.76547377453335,425357357.8090412,76308197.89955816,666905697.4091735,42826130.98392004,42798114.76755138,620053602.6404804,6433707809.892397
6,2005-07-01,0.6571165755530358,15.40131354048031,137.80616461766337,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,1.581178818356107,1.189410927823006,42.35565636316414,12.267539163520386,4232846.626710818,99200655.4248207,887661987.7776369,10184193.898981784,7661499.581155263,267714616.96400964,6433707809.892397
7,2005-08-01,12.801755435884564,12.43952283542228,97.11188600721223,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,1.8593810154367856,1.3390114102227149,34.27291866628689,9.591330714940673,82461326.46103843,80123608.6260634,625532219.9822288,11976051.366281671,8625233.386010462,216626039.74311617,6433707809.892397
8,2005-09-01,16.305762648154083,5.92358224109633,44.50693354990075,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,0.934611788787066,0.9252918576381075,33.04772045097307,9.423277189760269,105034177.67119926,38154098.94977908,286684918.40258294,6019701.572761617,5960252.100069675,208882738.3279042,6433707809.892397
9,2005-10-01,39.702864115815586,2.961791120548165,24.012540766324637,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,2.4414892236244774,1.0887973585290591,50.65335977711404,18.209732416948547,255735260.77878535,19077049.47488954,154674425.07543415,15724762.108956156,7013312.965402755,320164507.9619571,6433707809.892397
10,2005-11-01,70.31619972017238,0.0,10.502283157879983,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,1.2938965755689882,8.838605847765868,101.4879425717166,44.50215130271438,452943878.2913882,0.0,67648489.54871684,8334272.945620634,56934531.52559675,641501325.9695204,6433707809.892397
11,2005-12-01,123.48494964633814,0.0,7.580353449289515,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,16.280249200580258,55.409011422479935,145.34178926206874,64.27682904322518,795417801.1790718,0.0,48827424.27425408,104866176.03434877,356918474.2185655,918702233.4668816,6433707809.892397
12,2006-01-01,106.85066479300644,0.0,7.792317623054435,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,20.721464125069648,66.68608579678487,156.30734912305758,68.3929179557684,688268145.3136547,0.0,50192233.46240143,133471049.96835266,429560784.30424,988013704.2184135,6433707809.892397
13,2006-02-01,54.0242683600779,0.0,10.979955122772664,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,6.226185983791025,43.84964021688504,149.08874043261383,64.5938238812914,347994099.2737049,0.0,70726220.40505154,40103965.867012374,282457916.4839947,942383335.6358852,6433707809.892397
14,2006-03-01,185.15687054801214,0.0,25.627666451195864,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,45.25989956282295,83.65774573886979,179.8440437980287,78.94970832036364,1192675481.7050352,0.0,165076832.1233814,291530366.9931247,538885665.0664299,1136791140.9152517,6433707809.892397
15,2006-04-01,119.59374777642896,2.59505585899639,81.12476673406974,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,16.288017443739303,51.062871093732475,154.24159080582422,65.43280476707997,770348901.2476131,16714816.914700203,522555716.86243576,104914172.74285693,328920602.9462818,974952877.8170096,6433707809.892397
16,2006-05-01,40.311640298161485,6.747145342207958,111.86399324465518,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,0.7096459945757578,7.60404415840739,87.23751278788934,31.990407701821162,259662142.1397979,43458524.67915526,720561559.2476739,4570562.657307933,48980190.72010837,551411378.7351071,6433707809.892397
17,2006-06-01,30.431011455416417,10.38022343598556,145.31210631138543,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,0.6070929937960934,0.4466547666427194,36.718229668388084,10.432371164134251,196019962.93691272,66859267.65880081,936013592.0178957,3910113.489209935,2877013.5881271134,232079912.18956056,6433707809.892397
18,2006-07-01,13.308174667738175,13.494290684415915,129.71146794105155,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,1.121421769832659,0.7514803077446778,27.77578109371818,7.585796656235698,85725416.87731424,86917049.35831052,835522042.0018736,7222763.121126693,4840528.562648406,175557814.82225895,6433707809.892397
