,Date,precip_and_snowmelt_input_Weber_mean,irrigation_Weber_mean,AET_Weber_mean,soil_thickness_Weber_mean,soil_porosity_Weber_mean,field_capacity_Weber_mean,wilting_point_Weber_mean,Geo_K_Weber_mean,Runoff_Weber_mean,Recharge_Weber_mean,Soil_Water_End_Of_Previous_Timestep_Weber_mean,Soil_Saturation_Percent_End_Of_Timestep_Weber_mean,precip_and_snowmelt_input_m3_Weber_sum,irrigation_m3_Weber_sum,AET_m3_Weber_sum,Runoff_m3_Weber_sum,Recharge_m3_Weber_sum,Soil_Water_End_Of_Previous_Timestep_m3_Weber_sum,Weber_area_m2
0,2005-01-01,95.87592577269848,0.0,4.829736433107279,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,14.292921900335173,71.67339008033053,156.958097878945,69.46729737045341,617586301.4464738,0.0,31109190.061472308,92067178.46579869,461688454.3708931,992129170.8665985,6433707809.892397
1,2005-02-01,72.30318738476845,0.0,7.634993880101159,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,9.64194768662602,56.87969216554132,154.32344694197255,67.8225499767464,465733272.93645227,0.0,49177710.489354745,62105472.262593016,366391503.24257684,975473530.6542124,6433707809.892397
2,2005-03-01,108.57543784247984,0.0,12.551743150678675,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,22.518985756821984,65.33429130779821,161.0153494189947,70.45787868094591,699374968.2163146,0.0,80847596.04649459,145050230.15334538,420852043.3783175,1017771194.7049825,6433707809.892397
3,2005-04-01,83.99280665036912,2.961791120548165,29.945541734420143,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,13.066141956374508,47.911663033713246,155.17666975590916,66.91583988198609,541022950.1080011,19077049.47488954,192885016.5847502,84159742.8056732,308622504.4078055,980863374.9080302,6433707809.892397
4,2005-05-01,123.55121463260792,7.700656770240155,50.128034132524895,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,22.82547583184061,54.9216265302102,156.00182003889648,67.31110067270053,795834778.0699651,49600327.71241035,322888037.03339005,147020341.09886438,353779181.34291464,986078519.8022081,6433707809.892397
5,2005-06-01,66.03580008340107,11.84716448219266,65.8205044941198,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,6.200210296861084,36.376174327778145,126.25090249439158,53.480049754574566,425357357.8090412,76308197.89955816,423969375.4606199,39934602.46153679,234317603.10124704,798019772.8603506,6433707809.892397
6,2005-07-01,0.6571165755530358,15.40131354048031,60.540060205913655,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,1.8278276836294856,14.484661838259255,91.61985247291803,36.38512781529918,4232846.626710818,99200655.4248207,389958017.95500433,11772676.786325796,93300934.75424023,579120746.339169,6433707809.892397
7,2005-08-01,12.801755435884564,12.43952283542228,49.16177917552867,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,1.8189891787691959,7.688748005161139,85.13811992192983,34.04793420912117,82461326.46103843,80123608.6260634,316665822.07614297,11715778.041533064,49527232.81620063,538152265.7095492,6433707809.892397
8,2005-09-01,16.305762648154083,5.92358224109633,33.92858269966434,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,0.29198284355116855,9.803989237402934,81.37391638981077,32.89034789640751,105034177.67119926,38154098.94977908,218544327.7594869,1880616.0814022003,63153275.87816225,514360311.84513885,6433707809.892397
9,2005-10-01,39.702864115815586,2.961791120548165,18.113715579757603,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,2.4114428154777574,18.068666602755517,86.8618573510568,35.72263808183593,255735260.77878535,19077049.47488954,116675732.77404915,15531073.780465338,116388359.17291167,549047151.2361002,6433707809.892397
10,2005-11-01,70.31619972017238,0.0,13.897764485334484,467.3207122910223,0.5087340841563485,117.38491588224721,58.85133922806033,15226.613517968311,2.041073157593186,38.27899529573639,103.01214518407897,45.73341503456514,452943878.2913882,0.0,89520353.85129927,13147339.151105784,246577339.25817013,651137115.1356391,6433707809.892397
