,Date,precip_and_snowmelt_input_West Desert_mean,irrigation_West Desert_mean,AET_West Desert_mean,soil_thickness_West Desert_mean,soil_porosity_West Desert_mean,field_capacity_West Desert_mean,wilting_point_West Desert_mean,Geo_K_West Desert_mean,Runoff_West Desert_mean,Recharge_West Desert_mean,Soil_Water_End_Of_Previous_Timestep_West Desert_mean,Soil_Saturation_Percent_End_Of_Timestep_West Desert_mean,precip_and_snowmelt_input_m3_West Desert_sum,irrigation_m3_West Desert_sum,AET_m3_West Desert_sum,Runoff_m3_West Desert_sum,Recharge_m3_West Desert_sum,Soil_Water_End_Of_Previous_Timestep_m3_West Desert_sum,West Desert_area_m2
0,2005-01-01,28.397143034293954,0.0,6.591459868321688,442.8429368921502,0.4978265347017087,101.4620455879071,49.68759830374168,3900.7147842918544,3.1856861169956185,9.190535638463217,143.19507713571437,60.36440719571977,1491370271.6412137,0.0,346071175.9859057,167280773.83324078,482622007.89593756,6894817046.380964,52468342745.01062
1,2005-02-01,26.158119450919152,0.0,9.94489947399369,442.8429368921502,0.4978265347017087,101.4620455879071,49.68759830374168,3900.7147842918544,3.769171909603177,7.430906846296825,148.28491856462628,62.98410028876106,1373774442.3947496,0.0,522176137.0039449,197917579.3978785,390236030.3457887,7139919084.764021,52468342745.01062
2,2005-03-01,37.01830753698177,0.0,21.716538190885345,442.8429368921502,0.4978265347017087,101.4620455879071,49.68759830374168,3900.7147842918544,5.797539857113046,8.182335531902993,151.08193591147042,64.11226332040722,1944287289.2988305,0.0,1140332195.6234982,304445828.8194476,429715845.6239595,7274633210.89661,52468342745.01062
3,2005-04-01,58.17197666635537,0.2477232546879471,32.01468608316494,442.8429368921502,0.4978265347017087,101.4620455879071,49.68759830374168,3900.7147842918544,11.58387225970568,14.007805136548237,157.11870698106245,66.89110658609088,3055063349.8166723,13011489.724191912,1681161187.8219197,608258590.1977612,735583974.2200054,7565282490.907405,52468342745.01062
4,2005-05-01,71.93106462036883,0.6440804755786109,48.9397084954677,442.8429368921502,0.4978265347017087,101.4620455879071,49.68759830374168,3900.7147842918544,12.369727959202562,14.175937448274523,160.9794309055124,68.19577093001419,3778126720.1251025,33829873.98644082,2569884496.173279,649656069.1569852,744547378.2136366,7751254094.732879,52468342745.01062
5,2005-06-01,30.45469275152839,0.9908930187517884,63.718911163736685,442.8429368921502,0.4978265347017087,101.4620455879071,49.68759830374168,3900.7147842918544,1.7309871358091444,2.4056010492788142,145.04259297382322,58.65308808296647,1599541732.0981476,52045958.896767646,3345991106.836397,90889332.58583897,126334117.69815128,6983796064.251847,52468342745.01062
6,2005-07-01,6.324072933996921,1.2881609511572218,71.44917950085625,442.8429368921502,0.4978265347017087,101.4620455879071,49.68759830374168,3900.7147842918544,0.710106157846232,0.8237162214110634,119.3534183082227,43.56307632061157,332024725.6943787,67659747.97288164,3751824262.640629,37279617.09662349,43254987.39188345,5746696370.836855,52468342745.01062
7,2005-08-01,14.59517354858553,1.040437693308477,50.47763910890609,442.8429368921502,0.4978265347017087,101.4620455879071,49.68759830374168,3900.7147842918544,1.1636959101860371,1.1467876894682891,114.39937366148409,41.33516158766045,766389604.218072,54648258.08245172,2650647318.7028785,61096614.78420827,60215364.604255795,5508083103.649848,52468342745.01062
8,2005-09-01,11.074810347846096,0.4954465093758942,36.071266303142906,442.8429368921502,0.4978265347017087,101.4620455879071,49.68759830374168,3900.7147842918544,0.7689986700663604,1.03395572607825,111.31801311000532,39.94599519505386,581574886.3398466,26022979.448383823,1894144831.0906315,40372442.38711314,54291932.86398763,5359700320.742047,52468342745.01062
9,2005-10-01,26.566049383157672,0.2477232546879471,19.410172454235504,442.8429368921502,0.4978265347017087,101.4620455879071,49.68759830374168,3900.7147842918544,2.7278446392324316,2.6137337412839208,119.34814474410899,44.129712238575486,1395179329.7158685,13011489.724191912,1019228736.5301014,143219394.4897716,137236838.47236538,5746389956.976422,52468342745.01062
10,2005-11-01,11.28695872402383,0.0,13.140991860879854,442.8429368921502,0.4978265347017087,101.4620455879071,49.68759830374168,3900.7147842918544,0.57653693262237,1.0868818780578837,119.47304342671556,44.071802067182404,592868248.5636698,0.0,689985654.0802835,30279363.819268383,57082964.19271936,5752468409.95257,52468342745.01062
11,2005-12-01,29.36342924480699,0.0,7.624618830190257,442.8429368921502,0.4978265347017087,101.4620455879071,49.68759830374168,3900.7147842918544,3.5449492047046736,3.564656691320517,132.9014203840721,51.9118497430461,1542326320.0965672,0.0,400323525.4692227,186176991.826738,187213272.94609892,6399210013.323077,52468342745.01062
12,2006-01-01,27.84415886610029,0.0,7.585197276463375,442.8429368921502,0.4978265347017087,101.4620455879071,49.68759830374168,3900.7147842918544,4.746460661031283,5.060523504167969,142.75755275700004,57.69167630786068,1462538490.786189,0.0,398255578.90436894,249308884.5979749,265802271.73338866,6873905721.837813,52468342745.01062
13,2006-02-01,17.458937032386867,0.0,11.314938643308606,442.8429368921502,0.4978265347017087,101.4620455879071,49.68759830374168,3900.7147842918544,2.8514138563439477,3.4934090089218772,144.89934039523718,59.15299268380511,916883248.2321491,0.0,594111304.3886205,149730909.75235584,183459924.89574006,6977026055.596338,52468342745.01062
14,2006-03-01,53.80837923120467,0.0,16.203678830897164,442.8429368921502,0.4978265347017087,101.4620455879071,49.68759830374168,3900.7147842918544,11.275936637671705,13.849969789018928,158.10283963202687,67.09871952673991,2825904772.7378025,0.0,850893929.0800848,592127295.9843277,727353072.3731095,7612750443.23651,52468342745.01062
15,2006-04-01,41.97596149599331,0.28021124450062396,29.652294409295216,442.8429368921502,0.4978265347017087,101.4620455879071,49.68759830374168,3900.7147842918544,7.8489985198288625,8.507997992671045,158.63976363766437,67.23948799789883,2204741021.8685064,14717789.921879888,1557143261.9002695,412219504.35024697,446848290.3239179,7638626489.266595,52468342745.01062
16,2006-05-01,18.14974267162648,0.7285492283337823,48.10819438776654,442.8429368921502,0.4978265347017087,101.4620455879071,49.68759830374168,3900.7147842918544,1.5192001653398037,1.9355095608924593,143.83151959552293,58.12973570321398,953218229.1043425,38266253.409927435,2526311530.11681,79764269.9070277,101635954.10302201,6925507132.344467,52468342745.01062
17,2006-06-01,13.302399480233829,1.1208449780024958,59.09245436405294,442.8429368921502,0.4978265347017087,101.4620455879071,49.68759830374168,3900.7147842918544,1.0597112685343995,1.2021445752580797,128.47843926003438,48.73845157234495,698623805.7713357,58871159.68751955,3103090344.4084225,55641599.95436267,63125010.312783554,6186172142.294033,52468342745.01062
18,2006-07-01,22.201825273172382,1.4570984566675647,52.4990745887864,442.8429368921502,0.4978265347017087,101.4620455879071,49.68759830374168,3900.7147842918544,3.4894076138913928,3.092784760894002,126.15309809742863,47.658755074384395,1165703525.9474552,76532506.81985487,2756934652.981255,183188228.02244103,162367250.96495795,6074086751.738495,52468342745.01062
