,Date,precip_and_snowmelt_input_West Desert_mean,irrigation_West Desert_mean,AET_West Desert_mean,soil_thickness_West Desert_mean,soil_porosity_West Desert_mean,field_capacity_West Desert_mean,wilting_point_West Desert_mean,Geo_K_West Desert_mean,Runoff_West Desert_mean,Recharge_West Desert_mean,Soil_Water_End_Of_Previous_Timestep_West Desert_mean,Soil_Saturation_Percent_End_Of_Timestep_West Desert_mean,precip_and_snowmelt_input_m3_West Desert_sum,irrigation_m3_West Desert_sum,AET_m3_West Desert_sum,Runoff_m3_West Desert_sum,Recharge_m3_West Desert_sum,Soil_Water_End_Of_Previous_Timestep_m3_West Desert_sum,West Desert_area_m2
0,2005-01-01,26.50794089787693,0.0,5.569756586422031,450.86981734667165,0.49773037830910694,101.65940112594429,49.732457552917076,3994.2367227050604,2.8271061736160803,8.707408613638258,143.7328290077569,56.90421022885848,1392383353.5586045,0.0,292553943.431248,148521110.76544684,457367522.74099743,6941768776.683218,52468342745.01062
1,2005-02-01,25.17488117388494,0.0,6.4892167219912675,450.86981734667165,0.49773037830910694,101.65940112594429,49.732457552917076,3994.2367227050604,3.3883527765646404,8.962024122632759,149.81484464962472,60.022733211564436,1322364342.3353162,0.0,340867890.5361662,177996276.6477726,470732459.94791627,7235479277.50639,52468342745.01062
2,2005-03-01,34.099001156743405,0.0,24.410599602463034,450.86981734667165,0.49773037830910694,101.65940112594429,49.732457552917076,3994.2367227050604,4.312324543155992,9.373607996696657,147.94454423663268,56.77557754985371,1791228472.0060575,0.0,1282313557.9186623,226521226.55328307,492372609.4501372,7145143916.933723,52468342745.01062
3,2005-04-01,60.909373407864656,0.24518249984455665,23.492197614793074,450.86981734667165,0.49773037830910694,101.65940112594429,49.732457552917076,3994.2367227050604,11.344818198401827,18.11984329387704,156.53110636915298,61.905490193746665,3199270693.7878127,12880995.839023279,1233967145.767746,595871970.5653529,951696235.8198131,7559805506.070985,52468342745.01062
4,2005-05-01,70.8957600652649,0.6374745104760694,27.343654131938354,450.86981734667165,0.49773037830910694,101.65940112594429,49.732457552917076,3994.2367227050604,15.771771108216143,18.50774251350456,162.95601614518685,66.35336994725897,3724480448.7287188,33490589.753279585,1436331098.4197583,828583631.741611,972256440.317631,7870189899.0201645,52468342745.01062
5,2005-06-01,30.604256333780473,0.9807299993782266,41.69709068296142,450.86981734667165,0.49773037830910694,101.65940112594429,49.732457552917076,3994.2367227050604,4.791985347517037,5.782472748003186,153.65046638491955,60.388253613508546,1607666320.179939,51523983.356093116,2190579323.927496,251692398.134583,303742114.97951585,7420700372.728968,52468342745.01062
6,2005-07-01,5.698340353697736,1.2749490209521388,32.931759761313586,450.86981734667165,0.49773037830910694,101.65940112594429,49.732457552917076,3994.2367227050604,1.3988088236842968,1.6871017624362576,139.81273878498234,51.98582879108517,299180864.9830436,66981179.50655917,1729918145.6395617,73449151.41997363,88605382.20117249,6752304180.550057,52468342745.01062
7,2005-08-01,12.1691779986431,1.0297665288914128,35.02763732130043,450.86981734667165,0.49773037830910694,101.65940112594429,49.732457552917076,3994.2367227050604,1.506965038372191,1.5243546976003888,133.72816049132464,48.5891227910635,639179421.9443363,54100184.076189294,1839982116.735139,79151084.09759627,80070595.07771087,6458489015.619519,52468342745.01062
8,2005-09-01,10.669457874172295,0.4903649996891133,34.53928877920589,450.86981734667165,0.49773037830910694,101.65940112594429,49.732457552917076,3994.2367227050604,1.1634630389171836,1.4528919944079903,130.3026282947016,46.50268639524436,560424606.3562081,25761991.678046558,1814469325.310429,61101838.77939339,76312790.38356626,6293043911.575893,52468342745.01062
9,2005-10-01,25.469564033115898,0.24518249984455665,18.58285519743125,450.86981734667165,0.49773037830910694,101.65940112594429,49.732457552917076,3994.2367227050604,3.0936720604268064,3.6807578368721146,136.50674770698748,49.85592326590896,1337821650.6567636,12880995.839023279,976183340.8674351,162493779.38679147,193334644.87102926,6592652610.704614,52468342745.01062
10,2005-11-01,7.687146288322983,0.0,9.518066255614222,450.86981734667165,0.49773037830910694,101.65940112594429,49.732457552917076,3994.2367227050604,0.4485715234924339,1.3361894374464978,135.65082722432325,49.4847698052401,403837410.869114,0.0,499986193.71559376,23567803.00211707,70193368.0694066,6551345410.276619,52468342745.01062
11,2005-12-01,24.21442623576328,0.0,8.62765741536177,450.86981734667165,0.49773037830910694,101.65940112594429,49.732457552917076,3994.2367227050604,3.3343887721244263,4.379425960207016,142.86278074102418,53.62969653199308,1272089879.6614811,0.0,453178379.7492739,175172102.94409502,230078806.68552667,6899742829.01116,52468342745.01062
