,Date,precip_and_snowmelt_input_McElmo_mean,irrigation_McElmo_mean,AET_McElmo_mean,soil_thickness_McElmo_mean,soil_porosity_McElmo_mean,field_capacity_McElmo_mean,wilting_point_McElmo_mean,Geo_K_McElmo_mean,Runoff_McElmo_mean,Recharge_McElmo_mean,Soil_Water_End_Of_Previous_Timestep_McElmo_mean,Soil_Saturation_Percent_End_Of_Timestep_McElmo_mean,precip_and_snowmelt_input_m3_McElmo_sum,irrigation_m3_McElmo_sum,AET_m3_McElmo_sum,Runoff_m3_McElmo_sum,Recharge_m3_McElmo_sum,Soil_Water_End_Of_Previous_Timestep_m3_McElmo_sum,McElmo_area_m2
0,2024-01-01,17.421881454288418,0.0,19.42499398025524,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.024304435081238036,0.023762625357679597,6866093.379750909,0.0,6806637.416180393,0,0.0,8516.566426623045,408361142.9415456
1,2024-01-01,17.421881454288418,0.0,19.42499398025524,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.024304435081238036,0.023762625357679597,6866093.379750909,0.0,6806637.416180393,0,0.0,8516.566426623045,408361142.9415456
2,2024-01-01,17.421881454288418,0.0,19.42499398025524,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.024304435081238036,0.023762625357679597,6866093.379750909,0.0,6806637.416180393,0,0.0,8516.566426623045,408361142.9415456
3,2024-01-01,17.421881454288418,0.0,19.42499398025524,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.024304435081238036,0.023762625357679597,6866093.379750909,0.0,6806637.416180393,0,0.0,8516.566426623045,408361142.9415456
4,2024-01-01,17.421881454288418,0.0,19.42499398025524,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.024304435081238036,0.023762625357679597,6866093.379750909,0.0,6806637.416180393,0,0.0,8516.566426623045,408361142.9415456
5,2024-01-01,17.421881454288418,0.0,19.42499398025524,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.024304435081238036,0.023762625357679597,6866093.379750909,0.0,6806637.416180393,0,0.0,8516.566426623045,408361142.9415456
6,2024-01-01,17.421881454288418,0.0,19.42499398025524,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.024304435081238036,0.023762625357679597,6866093.379750909,0.0,6806637.416180393,0,0.0,8516.566426623045,408361142.9415456
7,2024-01-01,17.421881454288418,0.0,19.42499398025524,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.024304435081238036,0.023762625357679597,6866093.379750909,0.0,6806637.416180393,0,0.0,8516.566426623045,408361142.9415456
8,2024-01-01,17.421881454288418,0.0,19.42499398025524,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.024304435081238036,0.023762625357679597,6866093.379750909,0.0,6806637.416180393,0,0.0,8516.566426623045,408361142.94479996
9,2024-01-01,17.421881454288418,0.0,19.42499398025524,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.024304435081238036,0.023762625357679597,6866093.379750909,0.0,6806637.416180393,0,0.0,8516.566426623045,408361142.9415456
10,2024-01-01,17.421881454288418,0.0,19.42499398025524,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.024304435081238036,0.023762625357679597,6866093.379750909,0.0,6806637.416180393,0,0.0,8516.566426623045,408361142.9415456
11,2024-01-01,17.421881454288418,0.0,19.42499398025524,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.024304435081238036,0.023762625357679597,6866093.379750909,0.0,6806637.416180393,0,0.0,8516.566426623045,408361142.9415456
12,2024-01-01,17.421881454288418,0.0,19.42499398025524,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.024304435081238036,0.023762625357679597,6866093.379750909,0.0,6806637.416180393,0,0.0,8516.566426623045,408361142.9415456
13,2024-01-01,17.421881454288418,0.0,19.42499398025524,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.024304435081238036,0.023762625357679597,6866093.379750909,0.0,6806637.416180393,0,0.0,8516.566426623045,408361142.9415456
14,2024-01-01,17.421881454288418,0.0,19.42499398025524,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.024304435081238036,0.023762625357679597,6866093.379750909,0.0,6806637.416180393,0,0.0,8516.566426623045,408361142.9415456
15,2024-01-01,17.421881454288418,0.0,19.42499398025524,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.024304435081238036,0.023762625357679597,6866093.379750909,0.0,6806637.416180393,0,0.0,8516.566426623045,408361142.9415456
16,2024-01-01,17.421881454288418,0.0,19.42499398025524,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.024304435081238036,0.023762625357679597,6866093.379750909,0.0,6806637.416180393,0,0.0,8516.566426623045,408361142.9415456
17,2024-01-01,17.421881454288418,0.0,19.42499398025524,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.024304435081238036,0.023762625357679597,6866093.379750909,0.0,6806637.416180393,0,0.0,8516.566426623045,408361142.9415456
18,2024-01-01,17.421881454288418,0.0,19.42499398025524,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.024304435081238036,0.023762625357679597,6866093.379750909,0.0,6806637.416180393,0,0.0,8516.566426623045,408361142.94479996
19,2024-01-01,17.421881454288418,0.0,19.42499398025524,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.024304435081238036,0.023762625357679597,6866093.379750909,0.0,6806637.416180393,0,0.0,8516.566426623045,408361142.9415456
20,2024-02-01,23.487236447639898,0.0,28.144955453888755,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.09903564164341556,0.3393697248814188,9256473.201234134,0.0,9862161.518596075,0,0.0,34703.280197221524,408361142.9415456
21,2024-02-01,23.487236447639898,0.0,28.144955453888755,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.09903564164341556,0.3393697248814188,9256473.201234134,0.0,9862161.518596075,0,0.0,34703.280197221524,408361142.9415456
22,2024-02-01,23.487236447639898,0.0,28.144955453888755,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.09903564164341556,0.3393697248814188,9256473.201234134,0.0,9862161.518596075,0,0.0,34703.280197221524,408361142.9415456
23,2024-02-01,23.487236447639898,0.0,28.144955453888755,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.09903564164341556,0.3393697248814188,9256473.201234134,0.0,9862161.518596075,0,0.0,34703.280197221524,408361142.9415456
24,2024-02-01,23.487236447639898,0.0,28.144955453888755,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.09903564164341556,0.3393697248814188,9256473.201234134,0.0,9862161.518596075,0,0.0,34703.280197221524,408361142.9415456
25,2024-02-01,23.487236447639898,0.0,28.144955453888755,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.09903564164341556,0.3393697248814188,9256473.201234134,0.0,9862161.518596075,0,0.0,34703.280197221524,408361142.9415456
26,2024-02-01,23.487236447639898,0.0,28.144955453888755,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.09903564164341556,0.3393697248814188,9256473.201234134,0.0,9862161.518596075,0,0.0,34703.280197221524,408361142.94479996
27,2024-02-01,23.487236447639898,0.0,28.144955453888755,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.09903564164341556,0.3393697248814188,9256473.201234134,0.0,9862161.518596075,0,0.0,34703.280197221524,408361142.9415456
28,2024-02-01,23.487236447639898,0.0,28.144955453888755,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.0,0.09903564164341556,0.3393697248814188,9256473.201234134,0.0,9862161.518596075,0,0.0,34703.280197221524,408361142.9415456
