,Date,precip_and_snowmelt_input_McElmo_mean,irrigation_McElmo_mean,AET_McElmo_mean,soil_thickness_McElmo_mean,soil_porosity_McElmo_mean,field_capacity_McElmo_mean,wilting_point_McElmo_mean,Geo_K_McElmo_mean,Runoff_McElmo_mean,Recharge_McElmo_mean,Soil_Water_End_Of_Previous_Timestep_McElmo_mean,Soil_Saturation_Percent_End_Of_Timestep_McElmo_mean,precip_and_snowmelt_input_m3_McElmo_sum,irrigation_m3_McElmo_sum,AET_m3_McElmo_sum,Runoff_m3_McElmo_sum,Recharge_m3_McElmo_sum,Soil_Water_End_Of_Previous_Timestep_m3_McElmo_sum,McElmo_area_m2
0,2024-01-01,17.421881454288418,0.0,20.812665542980977,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.4403975394589695,2.873417057252514,6.557898403032777,6866093.379750909,0.0,7292862.332352942,0,173568.86644094493,1006896.1623516548,408361142.9415456
1,2024-01-01,17.421881454288418,0.0,20.812665542980977,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.4403975394589695,2.873417057252514,6.557898403032777,6866093.379750909,0.0,7292862.332352942,0,173568.86644094493,1006896.1623516548,408361142.94479996
2,2024-01-01,17.421881454288418,0.0,20.812665542980977,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.4403975394589695,2.873417057252514,6.557898403032777,6866093.379750909,0.0,7292862.332352942,0,173568.86644094493,1006896.1623516548,408361142.9415456
3,2024-01-01,17.421881454288418,0.0,20.812665542980977,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.4403975394589695,2.873417057252514,6.557898403032777,6866093.379750909,0.0,7292862.332352942,0,173568.86644094493,1006896.1623516548,408361142.9415456
4,2024-01-01,17.421881454288418,0.0,20.812665542980977,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.4403975394589695,2.873417057252514,6.557898403032777,6866093.379750909,0.0,7292862.332352942,0,173568.86644094493,1006896.1623516548,408361142.9415456
5,2024-01-01,17.421881454288418,0.0,20.812665542980977,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.4403975394589695,2.873417057252514,6.557898403032777,6866093.379750909,0.0,7292862.332352942,0,173568.86644094493,1006896.1623516548,408361142.9415456
6,2024-01-01,17.421881454288418,0.0,20.812665542980977,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.4403975394589695,2.873417057252514,6.557898403032777,6866093.379750909,0.0,7292862.332352942,0,173568.86644094493,1006896.1623516548,408361142.9415456
7,2024-01-01,17.421881454288418,0.0,20.812665542980977,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.4403975394589695,2.873417057252514,6.557898403032777,6866093.379750909,0.0,7292862.332352942,0,173568.86644094493,1006896.1623516548,408361142.94479996
8,2024-01-01,17.421881454288418,0.0,20.812665542980977,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.4403975394589695,2.873417057252514,6.557898403032777,6866093.379750909,0.0,7292862.332352942,0,173568.86644094493,1006896.1623516548,408361142.9415456
9,2024-01-01,17.421881454288418,0.0,20.812665542980977,183.69569266105827,0.4623361976453974,32.022965273669975,16.505489598069335,9696.007721213913,0,0.4403975394589695,2.873417057252514,6.557898403032777,6866093.379750909,0.0,7292862.332352942,0,173568.86644094493,1006896.1623516548,408361142.9415456
