,Date,precip_and_snowmelt_input_Upper Snake_mean,irrigation_Upper Snake_mean,AET_Upper Snake_mean,soil_thickness_Upper Snake_mean,soil_porosity_Upper Snake_mean,field_capacity_Upper Snake_mean,wilting_point_Upper Snake_mean,Geo_K_Upper Snake_mean,Runoff_Upper Snake_mean,Recharge_Upper Snake_mean,Soil_Water_End_Of_Previous_Timestep_Upper Snake_mean,Soil_Saturation_Percent_End_Of_Timestep_Upper Snake_mean,precip_and_snowmelt_input_m3_Upper Snake_sum,irrigation_m3_Upper Snake_sum,AET_m3_Upper Snake_sum,Runoff_m3_Upper Snake_sum,Recharge_m3_Upper Snake_sum,Soil_Water_End_Of_Previous_Timestep_m3_Upper Snake_sum,Upper Snake_area_m2
0,2005-01-01,28.072272828797523,0.0,3.492471927008692,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,3.815935214630001,12.341176912917202,156.9802413918482,57.55178158589889,71717281.66317958,0.0,8921729.01771692,9750138.025508778,31524899.957649358,401062934.9009999,2550114889.2902493
1,2005-02-01,13.127479423924337,0.0,6.684433184899661,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,1.571428986213614,3.18102955136014,158.67082909329906,58.12720988263726,33538290.159253992,0.0,17076277.837367903,4015434.3701898973,8126601.586991387,405382911.26570415,2550114889.2902493
2,2005-03-01,24.769607058432356,0.0,22.159291016949705,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,1.2179416702104027,3.7244273420033345,156.3387761225677,57.19319294131281,63278335.94823482,0.0,56607765.323031634,3112305.779008865,9514331.353595102,399426844.75830173,2550114889.2902493
3,2005-04-01,62.228615602412,0.5138854872592483,28.173702688685193,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,5.118919940491991,21.807930392977834,163.98242210826874,60.19173060954367,158969443.08475557,1312837.6029743117,71974664.65577681,13080055.646387314,55704253.91550804,418954488.81407404,2550114889.2902493
4,2005-05-01,127.29877377105709,1.3361022820647288,39.79034025171323,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,18.55950399625699,52.87061791557742,181.39683599784252,70.44685122878539,325209071.1020808,3413377.806551835,101654339.18498406,47420986.10795192,135057682.26497534,463443930.1647956,2550114889.2902493
5,2005-06-01,42.974469599087435,2.0555419490369933,70.53847357809045,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,0.23762377033017193,6.679226593145535,149.2616425669517,54.49129653263057,109784598.88809192,5251350.411897247,180205186.6291621,607133.1261358871,17062460.621958625,381346457.4756927,2550114889.2902493
6,2005-07-01,4.401147125741861,2.6722045641294576,59.08589460697814,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,0.034058563274574336,0.5236683397191038,106.4560731276639,34.82297856569808,11244430.948194219,6826755.61310367,150948521.81943113,87007.11087371148,1337842.728255536,271992047.71839553,2550114889.2902493
7,2005-08-01,17.829939929813474,2.158318979778496,43.497767357072505,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,0.09994512721588522,0.5698441868952628,95.6346929815838,30.617114947321067,45548079.14114376,5513917.762079449,111123643.38250707,255343.70767590596,1455758.9776832925,244346429.28673226,2550114889.2902493
8,2005-09-01,14.096450127177759,1.0277709745184966,30.11437576531318,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,0.10672821972106726,0.44081902383524607,90.05628858601312,28.53249693251547,36014340.58973305,2625675.2059486234,76934934.37096326,272694.03765181295,1126218.623969967,230095713.95425412,2550114889.2902493
9,2005-10-01,32.65494862170434,0.5138854872592483,19.320449474753513,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,0.44943620629202835,1.3738475230533889,102.85081014691492,35.32415015254434,83421770.83087195,1312837.6029743117,49358615.32286512,1148456.787296974,3509470.354499552,262779744.99715286,2550114889.2902493
10,2005-11-01,21.93806865096126,0.0,10.199991100117554,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,0.4752781418614554,1.8698437984660807,112.4015133434369,40.146263921497,56043275.91588748,0.0,26057848.193070754,1214495.977674167,4776383.175793088,287177357.13181126,2550114889.2902493
11,2005-12-01,56.77607123746399,0.0,5.0867799918366625,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,5.699225005156533,12.382797440640111,146.00878214326696,54.23005147142895,145045897.07299158,0.0,12995173.469632592,14563122.414406134,31630010.210557345,373034948.1102067,2550114889.2902493
12,2006-01-01,44.05310587722998,0.0,7.638285759881174,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,5.997532705284908,18.01007113720249,158.41599841812814,58.7829621555501,112538029.12432316,0.0,19513743.444551185,15324557.396425627,46002497.555973604,404732178.8375802,2550114889.2894907
13,2006-02-01,22.882928277224316,0.0,10.835095919250453,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,2.0253316420618845,7.664855795517278,160.77364333852321,59.507759915211096,58457714.756552696,0.0,27679958.74850113,5175186.945535933,19578993.673275784,410755754.2268197,2550114889.2894907
14,2006-03-01,77.23919222904831,0.0,21.490091975681846,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,6.675377753168099,38.76514342528909,171.08222241343242,65.03656338710358,197314888.17526543,0.0,54900761.22103885,17056008.460170195,99022190.24506743,437091682.4758091,2550114889.2894907
15,2006-04-01,64.57781082876983,0.48788149857217533,34.83509438478799,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,6.403375782663705,23.91267274969443,170.99677182362808,64.0883188533516,164976410.23669773,1246398.4626438473,88992480.9150148,16361909.146747675,61085062.784425445,436875038.3289629,2550114889.2894907
16,2006-05-01,34.252716020038164,1.2684918735370603,53.65159108415913,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,0.29013421380911314,3.5871601634462964,149.16179983587526,53.74763675954981,87502648.58386174,3240635.9447587584,137064313.4133421,741287.0349617495,9163168.515274912,381090848.03901774,2550114889.2894907
17,2006-06-01,24.953838301931686,1.9515259942887013,52.72258759479141,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,0.5020097240396252,1.1627074039855319,126.13128450153981,43.0084337442303,63749485.198783174,4985593.850575389,134689518.11218458,1282759.9782911586,2970174.1627721796,322256480.57061005,2550114889.2894907
18,2006-07-01,10.874097979215295,2.5369837470741206,54.148916516033644,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,0.0693040611723339,0.6440517724571694,101.1766734773678,32.87139520466954,27775856.0646565,6481271.889517517,138335955.78882304,177042.96174282438,1645185.0629077486,258502136.4844747,2550114889.2894907
19,2006-08-01,5.70957566380514,2.049102195602917,36.75650688820214,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,0.08879782626429404,0.34145733745283136,89.73849807814806,28.202447185527127,14588123.072842823,5234873.2917173365,93903018.59934127,226860.74621733348,872347.9731574042,229283167.2676205,2550114889.2894907
20,2006-09-01,23.97602355830703,0.9757629971443507,26.055539869938993,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,0.15224354216167854,0.5497974981104367,92.960670154694,29.90586678434259,61251170.15876105,2492796.9252876947,66561561.60685545,388994.540281239,1404513.6666057047,237516674.27924955,2550114889.2894907
21,2006-10-01,48.93727261852149,0.48788149857217533,17.51426436333617,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,2.4588336478089303,3.1264770626314675,119.34102487246614,42.461800969919985,125020965.53368278,1246398.4626438473,44742513.148779124,6283092.65692416,7986610.634406724,304911742.5598845,2550114889.2894907
22,2006-11-01,43.94530738408916,0.0,9.988500738076471,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,6.0175300365278925,7.609031071570879,139.67136403796312,51.32699268716229,112268079.06359847,0.0,25516525.612912904,15376185.716718087,19437736.09225177,356849613.2801452,2550114889.2894907
23,2006-12-01,61.24091929076298,0.0,6.090985953530343,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,12.397159507965908,21.85860807099963,160.5655297962298,59.78018494096432,156452569.85447162,0.0,15560557.364009062,31677400.61921191,55837695.71018909,410226529.4412054,2550114889.2894907
24,2007-01-01,9.574015617435283,0.0,6.6696900692656484,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,0.27026756987230593,4.6158393506032365,158.58374842392374,58.417925911639145,24455550.985965855,0.0,17040002.67401881,690449.5168829458,11789658.867598737,405161969.36867136,2550114889.2902493
25,2007-02-01,55.02708985842829,0.0,8.313967905182501,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,10.817346584757576,26.03240265935631,168.44712113305582,62.01509210292834,140576932.64881033,0.0,21239070.589513183,27640266.96011863,66497941.425149605,430361623.0427002,2550114889.2902493
26,2007-03-01,46.460209736592425,0.0,18.53066930185025,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,6.275290637480161,19.552170849391675,170.549200080926,62.60459589828765,118690276.34455903,0.0,47339277.56210475,16034102.429987527,49946243.64151331,435732275.75365376,2550114889.2902493
27,2007-04-01,50.08519405110309,0.4516053180068823,37.151736858095994,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,2.912383612383337,11.653770517246603,169.36810846231,62.06976780900223,127949611.04438446,1153718.2396439994,94909570.83836903,7441100.023228039,29769972.533629734,432714961.6424549,2550114889.2902493
28,2007-05-01,8.291305567280308,1.1741737848095746,39.05972895254521,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,0.1109098964439167,0.5685903216743643,139.6940550661321,47.55804659750001,21180259.8664238,2999667.3157422952,99785348.59453273,283359.3969509445,1452527.5335750976,356905867.6289967,2550114889.2902493
29,2007-06-01,39.26972938705903,1.8064212720275292,41.77796174278119,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,2.998600615177021,3.0483808399507812,136.71250992963303,46.510309465584044,100323253.63092841,4614872.9585759975,106731845.12574872,7661833.074570718,7786874.9099686975,349288848.4232555,2550114889.2902493
30,2007-07-01,20.22248754446898,2.348347569619149,53.76589626419769,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,0.4417269858120845,0.8545546506975531,118.36456677981998,38.76566419468717,51660381.011033945,5999334.6314845905,137354771.52222872,1128638.6639714635,2182965.2909379946,302416865.36425275,2550114889.2902493
31,2007-08-01,9.594469390688978,1.8967423415978444,38.82571421556748,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,0.19204247930911658,0.5783438387236617,107.23739137618303,34.35532819876131,24510150.660193805,4845616.621744274,99188948.08696832,490664.3795784292,1477401.659746155,273990341.5780599,2550114889.2902493
32,2007-09-01,22.726055899219325,0.9032106360137646,20.635057250795633,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,0.9226238474934829,1.472632387805215,112.18315651692915,36.74352920969483,58057801.64538724,2307436.4792879988,52716633.714456595,2357527.993939698,3761680.8152562357,286625370.8369335,2550114889.2902493
33,2007-10-01,36.639753791408836,0.4516053180068823,14.10055025825004,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,2.981801340315315,5.6342281783089225,126.89662689234912,44.22897601672711,93597332.04674944,1153718.2396439994,36021342.881359376,7619022.419720441,14390935.388523087,324210575.0260237,2550114889.2902493
34,2007-11-01,7.535521412870689,0.0,8.198267898737756,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,0.4399463309125561,0.7848414416328604,125.5559920968138,43.74539087581401,19250479.08351296,0.0,20943978.01365467,1124160.7349248081,2004924.9742577323,320785404.49740666,2550114889.2902493
35,2007-12-01,68.78821575078867,0.0,3.9844420847821196,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,11.561709503073198,22.661114018766785,156.13694224098026,58.20162087194315,175731201.38630956,0.0,10179420.07163011,29542020.00353007,57884851.22945889,398910314.57909936,2550114889.2902493
36,2008-01-01,55.564929453694646,0.0,6.0192866590762,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,10.222484380794759,28.888089611650962,166.5720110431531,62.1884836130367,141949229.791036,0.0,15378041.514582556,26120010.515465915,73791643.56985109,425569848.770236,2550114889.2902493
37,2008-02-01,60.60092346154681,0.0,9.096887496278942,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,9.99041755968326,35.83429156456986,172.2513378841676,64.87717748697025,154811611.75212067,0.0,23239065.722776253,25525972.313291468,91536655.86468256,440079766.62160623,2550114889.2902493
38,2008-03-01,22.07750613508945,0.0,14.938998978048005,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,1.8645843422170307,8.615055949459473,168.91020474953268,62.283588680219566,56398957.13971961,0.0,38161509.32916731,4764201.568846443,22007904.515518222,431545108.347793,2550114889.2902493
39,2008-04-01,18.676449392583024,0.4921765848772565,23.24079245780997,522.8796280616359,0.49980687835311305,130.82777363272555,57.47232087972411,9660.097479717571,0.6033094451680692,3.69198567716266,160.54555934948706,58.39533657305957,47709409.3889672,1257370.0287381879,59371025.202995576,1541642.1376332676,9431221.216734521,410175194.3814849,2550114889.2902493
