,Date,precip_and_snowmelt_input_Upper Snake_mean,irrigation_Upper Snake_mean,AET_Upper Snake_mean,soil_thickness_Upper Snake_mean,soil_porosity_Upper Snake_mean,field_capacity_Upper Snake_mean,wilting_point_Upper Snake_mean,Geo_K_Upper Snake_mean,Runoff_Upper Snake_mean,Recharge_Upper Snake_mean,Soil_Water_End_Of_Previous_Timestep_Upper Snake_mean,Soil_Saturation_Percent_End_Of_Timestep_Upper Snake_mean,precip_and_snowmelt_input_m3_Upper Snake_sum,irrigation_m3_Upper Snake_sum,AET_m3_Upper Snake_sum,Runoff_m3_Upper Snake_sum,Recharge_m3_Upper Snake_sum,Soil_Water_End_Of_Previous_Timestep_m3_Upper Snake_sum,Upper Snake_area_m2
0,2005-01-01,28.837239420596465,0.0,4.383803624684562,520.0376110694622,0.5003379194941121,130.44448595370352,57.3876821145274,9390.32558443017,0.3221977746330152,3.53169907144602,110.77764999847692,42.16962608097448,74209675.77698636,0.0,11280468.238886274,829132.2775590366,9087788.553431505,285091061.49589455,2550114889.2894907
1,2005-02-01,18.649828747730762,0.0,24.650607937600377,520.0376110694622,0.5003379194941121,130.44448595370352,57.3876821145274,9390.32558443017,0.0,0.7179063887691474,104.21739682441894,39.67135828358443,47993790.816580966,0.0,63436171.45547454,0.0,1847565.3981544443,268208855.04555455,2550114889.2894907
2,2005-03-01,29.3000063339238,0.0,42.314947727198245,520.0376110694622,0.5003379194941121,130.44448595370352,57.3876821145274,9390.32558443017,0.0,2.098686959560622,91.89251192713633,35.147403493197324,75400381.53689256,0.0,108892298.96625099,0.0,5401202.822077848,236492759.29017863,2550114889.2894907
3,2005-04-01,75.93702139405495,0.45443099935683473,60.08055582866321,520.0376110694622,0.5003379194941121,130.44448595370352,57.3876821145274,9390.32558443017,0.5000389952224702,6.2726334053558945,101.9225848491762,39.374616423018736,195412942.52342057,1169425.0730341426,154609790.66450986,1287111.958765172,16141033.193830093,262302991.32052055,2550114889.2894907
4,2005-05-01,117.07836875416456,1.1815206171248283,78.72808311211611,520.0376110694622,0.5003379194941121,130.44448595370352,57.3876821145274,9390.32558443017,2.402254561806754,15.357195580718173,123.74267392009827,48.05000485626475,301286137.9558422,3040505.238276102,202597242.50222751,6183099.373004993,39516683.38390581,318455477.0944545,2550114889.2894907
5,2005-06-01,39.379965089030925,1.817723997427339,90.52099105299385,520.0376110694622,0.5003379194941121,130.44448595370352,57.3876821145274,9390.32558443017,0.0,0.10526184819342115,79.0044380015846,27.58091833813684,101339346.9689927,4677700.29213657,232944613.46758422,0.0,270921.3146461509,203328488.63225645,2550114889.2894907
6,2005-07-01,9.03174602389972,2.3630412342496565,78.79202307213316,520.0376110694622,0.5003379194941121,130.44448595370352,57.3876821145274,9390.32558443017,0.0,0.048425798693098626,48.62845747918296,15.24267066795216,23242174.082659382,6081010.476552204,202761740.62225103,0.0,124645.45521324818,125158609.25805975,2550114889.2894907
7,2005-08-01,18.475161913784273,1.9086101152542692,53.008127683282524,520.0376110694622,0.5003379194941121,130.44448595370352,57.3876821145274,9390.32558443017,0.05427009108409396,0.03963408263768686,45.415078132016724,14.137156967701253,47542763.652404286,4911585.095643653,136409771.20679215,139662.47780769577,102020.34175891275,116888504.90784739,2550114889.2894907
8,2005-09-01,11.944713424132377,0.9088619987136695,33.40772785370171,520.0376110694622,0.5003379194941121,130.44448595370352,57.3876821145274,9390.32558443017,0.03461352892103065,0.06942676151223112,44.98293462256391,13.999652100631895,30740192.11891126,2338850.146068285,85971788.31687063,89076.89517765227,178648.7623732897,115776662.94010179,2550114889.2894907
9,2005-10-01,29.55100060911997,0.45443099935683473,28.52236751548521,520.0376110694622,0.5003379194941121,130.44448595370352,57.3876821145274,9390.32558443017,0.29864961298191045,0.29305477397042246,50.157530583191935,16.2246675913651,76046262.44958822,1169425.0730341426,73399486.02289414,768737.5391064876,754055.1392344681,129093062.63927269,2550114889.2894907
