,Date,precip_and_snowmelt_input_Montezuma_mean,irrigation_Montezuma_mean,AET_Montezuma_mean,soil_thickness_Montezuma_mean,soil_porosity_Montezuma_mean,field_capacity_Montezuma_mean,wilting_point_Montezuma_mean,Geo_K_Montezuma_mean,Runoff_Montezuma_mean,Recharge_Montezuma_mean,Soil_Water_End_Of_Previous_Timestep_Montezuma_mean,Soil_Saturation_Percent_End_Of_Timestep_Montezuma_mean,precip_and_snowmelt_input_m3_Montezuma_sum,irrigation_m3_Montezuma_sum,AET_m3_Montezuma_sum,Runoff_m3_Montezuma_sum,Recharge_m3_Montezuma_sum,Soil_Water_End_Of_Previous_Timestep_m3_Montezuma_sum,Montezuma_area_m2
0,2024-01-01,20.896155066262164,0.0,6.918819069699486,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.056369292984395136,3.3568435267955063,33.06965116623614,26.696095789522793,51048313.81606789,0.0,16901639.546016403,137727.2582587866,8200006.377869925,80585483.26151897,2457681185.295
1,2024-01-01,20.896155066262164,0.0,6.918819069699486,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.056369292984395136,3.3568435267955063,33.06965116623614,26.696095789522793,51048313.81606789,0.0,16901639.546016403,137727.2582587866,8200006.377869925,80585483.26151897,2457681185.295
2,2024-01-01,20.896155066262164,0.0,6.918819069699486,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.056369292984395136,3.3568435267955063,33.06965116623614,26.696095789522793,51048313.81606789,0.0,16901639.546016403,137727.2582587866,8200006.377869925,80585483.26151897,2457681185.295
3,2024-01-01,20.896155066262164,0.0,6.918819069699486,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.056369292984395136,3.3568435267955063,33.06965116623614,26.696095789522793,51048313.81606789,0.0,16901639.546016403,137727.2582587866,8200006.377869925,80585483.26151897,2457681185.295
4,2024-01-01,20.896155066262164,0.0,6.918819069699486,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.056369292984395136,3.3568435267955063,33.06965116623614,26.696095789522793,51048313.81606789,0.0,16901639.546016403,137727.2582587866,8200006.377869925,80585483.26151897,2457681185.295
5,2024-01-01,20.896155066262164,0.0,6.918819069699486,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.056369292984395136,3.3568435267955063,33.06965116623614,26.696095789522793,51048313.81606789,0.0,16901639.546016403,137727.2582587866,8200006.377869925,80585483.26151897,2457681185.295
6,2024-01-01,20.896155066262164,0.0,6.918819069699486,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.056369292984395136,3.3568435267955063,33.06965116623614,26.696095789522793,51048313.81606789,0.0,16901639.546016403,137727.2582587866,8200006.377869925,80585483.26151897,2457681185.295
7,2024-01-01,20.896155066262164,0.0,6.918819069699486,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.056369292984395136,3.3568435267955063,33.06965116623614,26.696095789522793,51048313.81606789,0.0,16901639.546016403,137727.2582587866,8200006.377869925,80585483.26151897,2457681185.295022
8,2024-01-01,20.896155066262164,0.0,6.918819069699486,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.056369292984395136,3.3568435267955063,33.06965116623614,26.696095789522793,51048313.81606789,0.0,16901639.546016403,137727.2582587866,8200006.377869925,80585483.26151897,2457681185.295
9,2024-01-01,20.896155066262164,0.0,6.918819069699486,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.056369292984395136,3.3568435267955063,33.06965116623614,26.696095789522793,51048313.81606789,0.0,16901639.546016403,137727.2582587866,8200006.377869925,80585483.26151897,2457681185.295
10,2024-01-01,20.896155066262164,0.0,6.918819069699486,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.056369292984395136,3.3568435267955063,33.06965116623614,26.696095789522793,51048313.81606789,0.0,16901639.546016403,137727.2582587866,8200006.377869925,80585483.26151897,2457681185.295
11,2024-01-01,20.896155066262164,0.0,6.918819069699486,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.056369292984395136,3.3568435267955063,33.06965116623614,26.696095789522793,51048313.81606789,0.0,16901639.546016403,137727.2582587866,8200006.377869925,80585483.26151897,2457681185.295
12,2024-01-01,20.896155066262164,0.0,6.918819069699486,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.056369292984395136,3.3568435267955063,33.06965116623614,26.696095789522793,51048313.81606789,0.0,16901639.546016403,137727.2582587866,8200006.377869925,80585483.26151897,2457681185.295
13,2024-01-01,20.896155066262164,0.0,6.918819069699486,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.056369292984395136,3.3568435267955063,33.06965116623614,26.696095789522793,51048313.81606789,0.0,16901639.546016403,137727.2582587866,8200006.377869925,80585483.26151897,2457681185.295
14,2024-01-01,20.896155066262164,0.0,6.918819069699486,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.056369292984395136,3.3568435267955063,33.06965116623614,26.696095789522793,51048313.81606789,0.0,16901639.546016403,137727.2582587866,8200006.377869925,80585483.26151897,2457681185.295022
15,2024-01-01,20.896155066262164,0.0,6.918819069699486,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.056369292984395136,3.3568435267955063,33.06965116623614,26.696095789522793,51048313.81606789,0.0,16901639.546016403,137727.2582587866,8200006.377869925,80585483.26151897,2457681185.295
16,2024-01-01,20.896155066262164,0.0,6.918819069699486,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.056369292984395136,3.3568435267955063,33.06965116623614,26.696095789522793,51048313.81606789,0.0,16901639.546016403,137727.2582587866,8200006.377869925,80585483.26151897,2457681185.295
17,2024-01-01,20.896155066262164,0.0,6.918819069699486,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.056369292984395136,3.3568435267955063,33.06965116623614,26.696095789522793,51048313.81606789,0.0,16901639.546016403,137727.2582587866,8200006.377869925,80585483.26151897,2457681185.295
18,2024-01-01,20.896155066262164,0.0,6.918819069699486,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.056369292984395136,3.3568435267955063,33.06965116623614,26.696095789522793,51048313.81606789,0.0,16901639.546016403,137727.2582587866,8200006.377869925,80585483.26151897,2457681185.295
19,2024-01-01,20.896155066262164,0.0,6.918819069699486,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.056369292984395136,3.3568435267955063,33.06965116623614,26.696095789522793,51048313.81606789,0.0,16901639.546016403,137727.2582587866,8200006.377869925,80585483.26151897,2457681185.295
20,2024-02-01,38.894904197405495,0.0,21.60398246073175,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.08079917660293966,5.257943264813656,45.100605179933176,32.09072677043959,95016217.94677208,0.0,52776012.84824155,197394.80545491446,12843275.164331568,109902792.8728516,2457681185.295
21,2024-02-01,38.894904197405495,0.0,21.60398246073175,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.08079917660293966,5.257943264813656,45.100605179933176,32.09072677043959,95016217.94677208,0.0,52776012.84824155,197394.80545491446,12843275.164331568,109902792.8728516,2457681185.295
22,2024-02-01,38.894904197405495,0.0,21.60398246073175,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.08079917660293966,5.257943264813656,45.100605179933176,32.09072677043959,95016217.94677208,0.0,52776012.84824155,197394.80545491446,12843275.164331568,109902792.8728516,2457681185.295
23,2024-02-01,38.894904197405495,0.0,21.60398246073175,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.08079917660293966,5.257943264813656,45.100605179933176,32.09072677043959,95016217.94677208,0.0,52776012.84824155,197394.80545491446,12843275.164331568,109902792.8728516,2457681185.295
24,2024-02-01,38.894904197405495,0.0,21.60398246073175,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.08079917660293966,5.257943264813656,45.100605179933176,32.09072677043959,95016217.94677208,0.0,52776012.84824155,197394.80545491446,12843275.164331568,109902792.8728516,2457681185.295
25,2024-02-01,38.894904197405495,0.0,21.60398246073175,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.08079917660293966,5.257943264813656,45.100605179933176,32.09072677043959,95016217.94677208,0.0,52776012.84824155,197394.80545491446,12843275.164331568,109902792.8728516,2457681185.295
26,2024-02-01,38.894904197405495,0.0,21.60398246073175,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.08079917660293966,5.257943264813656,45.100605179933176,32.09072677043959,95016217.94677208,0.0,52776012.84824155,197394.80545491446,12843275.164331568,109902792.8728516,2457681185.295
27,2024-02-01,38.894904197405495,0.0,21.60398246073175,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.08079917660293966,5.257943264813656,45.100605179933176,32.09072677043959,95016217.94677208,0.0,52776012.84824155,197394.80545491446,12843275.164331568,109902792.8728516,2457681185.295
28,2024-02-01,38.894904197405495,0.0,21.60398246073175,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.08079917660293966,5.257943264813656,45.100605179933176,32.09072677043959,95016217.94677208,0.0,52776012.84824155,197394.80545491446,12843275.164331568,109902792.8728516,2457681185.295
29,2024-02-01,38.894904197405495,0.0,21.60398246073175,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.08079917660293966,5.257943264813656,45.100605179933176,32.09072677043959,95016217.94677208,0.0,52776012.84824155,197394.80545491446,12843275.164331568,109902792.8728516,2457681185.295
30,2024-02-01,38.894904197405495,0.0,21.60398246073175,352.1302776397805,0.47136965965644617,76.51292811609187,38.47307208770791,23407.28983577667,0.08079917660293966,5.257943264813656,45.100605179933176,32.09072677043959,95016217.94677208,0.0,52776012.84824155,197394.80545491446,12843275.164331568,109902792.8728516,2457681185.295022
