,Date,precip_and_snowmelt_input_Upper Weber_mean,irrigation_Upper Weber_mean,AET_Upper Weber_mean,soil_thickness_Upper Weber_mean,soil_porosity_Upper Weber_mean,field_capacity_Upper Weber_mean,wilting_point_Upper Weber_mean,Geo_K_Upper Weber_mean,Runoff_Upper Weber_mean,Recharge_Upper Weber_mean,Soil_Water_End_Of_Previous_Timestep_Upper Weber_mean,Soil_Saturation_Percent_End_Of_Timestep_Upper Weber_mean,precip_and_snowmelt_input_m3_Upper Weber_sum,irrigation_m3_Upper Weber_sum,AET_m3_Upper Weber_sum,Runoff_m3_Upper Weber_sum,Recharge_m3_Upper Weber_sum,Soil_Water_End_Of_Previous_Timestep_m3_Upper Weber_sum,Upper Weber_area_m2
0,2024-01-01,107.3499200569099,0.0,0.960524476501999,423.61482089938215,0.5085531329534743,101.4197172894,52.10628843179555,16503.17444222092,6.198710585500729,62.45613669641226,112.1248129384529,54.4377300302263,324211528.45433354,0.0,2900884.6329333335,18721148.738911457,188625871.3624309,338632198.7003308,3016627290.2777414
1,2024-01-01,107.3499200569099,0.0,0.960524476501999,423.61482089938215,0.5085531329534743,101.4197172894,52.10628843179555,16503.17444222092,6.198710585500729,62.45613669641226,112.1248129384529,54.4377300302263,324211528.45433354,0.0,2900884.6329333335,18721148.738911457,188625871.3624309,338632198.7003308,3016627290.2777414
2,2024-01-01,107.3499200569099,0.0,0.960524476501999,423.61482089938215,0.5085531329534743,101.4197172894,52.10628843179555,16503.17444222092,6.198710585500729,62.45613669641226,112.1248129384529,54.4377300302263,324211528.45433354,0.0,2900884.6329333335,18721148.738911457,188625871.3624309,338632198.7003308,3016627290.2777414
3,2024-01-01,107.3499200569099,0.0,0.960524476501999,423.61482089938215,0.5085531329534743,101.4197172894,52.10628843179555,16503.17444222092,6.198710585500729,62.45613669641226,112.1248129384529,54.4377300302263,324211528.45433354,0.0,2900884.6329333335,18721148.738911457,188625871.3624309,338632198.7003308,3016627290.2777324
4,2024-01-01,107.3499200569099,0.0,0.960524476501999,423.61482089938215,0.5085531329534743,101.4197172894,52.10628843179555,16503.17444222092,6.198710585500729,62.45613669641226,112.1248129384529,54.4377300302263,324211528.45433354,0.0,2900884.6329333335,18721148.738911457,188625871.3624309,338632198.7003308,3016627290.2777414
5,2024-01-01,107.3499200569099,0.0,0.960524476501999,423.61482089938215,0.5085531329534743,101.4197172894,52.10628843179555,16503.17444222092,6.198710585500729,62.45613669641226,112.1248129384529,54.4377300302263,324211528.45433354,0.0,2900884.6329333335,18721148.738911457,188625871.3624309,338632198.7003308,3016627290.2777324
6,2024-01-01,107.3499200569099,0.0,0.960524476501999,423.61482089938215,0.5085531329534743,101.4197172894,52.10628843179555,16503.17444222092,6.198710585500729,62.45613669641226,112.1248129384529,54.4377300302263,324211528.45433354,0.0,2900884.6329333335,18721148.738911457,188625871.3624309,338632198.7003308,3016627290.2777414
7,2024-01-01,107.3499200569099,0.0,0.960524476501999,423.61482089938215,0.5085531329534743,101.4197172894,52.10628843179555,16503.17444222092,6.198710585500729,62.45613669641226,112.1248129384529,54.4377300302263,324211528.45433354,0.0,2900884.6329333335,18721148.738911457,188625871.3624309,338632198.7003308,3016627290.2777414
8,2024-01-01,107.3499200569099,0.0,0.960524476501999,423.61482089938215,0.5085531329534743,101.4197172894,52.10628843179555,16503.17444222092,6.198710585500729,62.45613669641226,112.1248129384529,54.4377300302263,324211528.45433354,0.0,2900884.6329333335,18721148.738911457,188625871.3624309,338632198.7003308,3016627290.2777414
9,2024-01-01,107.3499200569099,0.0,0.960524476501999,423.61482089938215,0.5085531329534743,101.4197172894,52.10628843179555,16503.17444222092,6.198710585500729,62.45613669641226,112.1248129384529,54.4377300302263,324211528.45433354,0.0,2900884.6329333335,18721148.738911457,188625871.3624309,338632198.7003308,3016627290.2777324
