,Date,precip_and_snowmelt_input_Jordan_mean,irrigation_Jordan_mean,AET_Jordan_mean,soil_thickness_Jordan_mean,soil_porosity_Jordan_mean,field_capacity_Jordan_mean,wilting_point_Jordan_mean,Geo_K_Jordan_mean,Runoff_Jordan_mean,Recharge_Jordan_mean,Soil_Water_End_Of_Previous_Timestep_Jordan_mean,Soil_Saturation_Percent_End_Of_Timestep_Jordan_mean,precip_and_snowmelt_input_m3_Jordan_sum,irrigation_m3_Jordan_sum,AET_m3_Jordan_sum,Runoff_m3_Jordan_sum,Recharge_m3_Jordan_sum,Soil_Water_End_Of_Previous_Timestep_m3_Jordan_sum,Jordan_area_m2
0,2024-01-01,72.09895802644729,0.0,9.018111876903347,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,15.382184412776178,28.357523874897343,163.07687846991257,69.50916670035254,151905351.567162,0.0,19000199.580556866,32409378.515763745,59746610.67683985,341899484.15664965,2105389470.1910067
1,2024-01-01,72.09895802644729,0.0,9.018111876903347,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,15.382184412776178,28.357523874897343,163.07687846991257,69.50916670035254,151905351.567162,0.0,19000199.580556866,32409378.515763745,59746610.67683985,341899484.15664965,2105389470.1910067
2,2024-01-01,72.09895802644729,0.0,9.018111876903347,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,15.382184412776178,28.357523874897343,163.07687846991257,69.50916670035254,151905351.567162,0.0,19000199.580556866,32409378.515763745,59746610.67683985,341899484.15664965,2105389470.1910067
3,2024-01-01,72.09895802644729,0.0,9.018111876903347,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,15.382184412776178,28.357523874897343,163.07687846991257,69.50916670035254,151905351.567162,0.0,19000199.580556866,32409378.515763745,59746610.67683985,341899484.15664965,2105389470.1908684
4,2024-01-01,72.09895802644729,0.0,9.018111876903347,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,15.382184412776178,28.357523874897343,163.07687846991257,69.50916670035254,151905351.567162,0.0,19000199.580556866,32409378.515763745,59746610.67683985,341899484.15664965,2105389470.1908684
5,2024-01-01,72.09895802644729,0.0,9.018111876903347,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,15.382184412776178,28.357523874897343,163.07687846991257,69.50916670035254,151905351.567162,0.0,19000199.580556866,32409378.515763745,59746610.67683985,341899484.15664965,2105389470.1910067
6,2024-01-01,72.09895802644729,0.0,9.018111876903347,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,15.382184412776178,28.357523874897343,163.07687846991257,69.50916670035254,151905351.567162,0.0,19000199.580556866,32409378.515763745,59746610.67683985,341899484.15664965,2105389470.1910067
7,2024-01-01,72.09895802644729,0.0,9.018111876903347,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,15.382184412776178,28.357523874897343,163.07687846991257,69.50916670035254,151905351.567162,0.0,19000199.580556866,32409378.515763745,59746610.67683985,341899484.15664965,2105389470.1910067
8,2024-01-01,72.09895802644729,0.0,9.018111876903347,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,15.382184412776178,28.357523874897343,163.07687846991257,69.50916670035254,151905351.567162,0.0,19000199.580556866,32409378.515763745,59746610.67683985,341899484.15664965,2105389470.1910067
9,2024-01-01,72.09895802644729,0.0,9.018111876903347,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,15.382184412776178,28.357523874897343,163.07687846991257,69.50916670035254,151905351.567162,0.0,19000199.580556866,32409378.515763745,59746610.67683985,341899484.15664965,2105389470.1910067
10,2024-01-01,72.09895802644729,0.0,9.018111876903347,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,15.382184412776178,28.357523874897343,163.07687846991257,69.50916670035254,151905351.567162,0.0,19000199.580556866,32409378.515763745,59746610.67683985,341899484.15664965,2105389470.1910067
11,2024-01-01,72.09895802644729,0.0,9.018111876903347,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,15.382184412776178,28.357523874897343,163.07687846991257,69.50916670035254,151905351.567162,0.0,19000199.580556866,32409378.515763745,59746610.67683985,341899484.15664965,2105389470.1910067
12,2024-01-01,72.09895802644729,0.0,9.018111876903347,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,15.382184412776178,28.357523874897343,163.07687846991257,69.50916670035254,151905351.567162,0.0,19000199.580556866,32409378.515763745,59746610.67683985,341899484.15664965,2105389470.1910067
13,2024-01-01,72.09895802644729,0.0,9.018111876903347,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,15.382184412776178,28.357523874897343,163.07687846991257,69.50916670035254,151905351.567162,0.0,19000199.580556866,32409378.515763745,59746610.67683985,341899484.15664965,2105389470.1910067
14,2024-01-01,72.09895802644729,0.0,9.018111876903347,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,15.382184412776178,28.357523874897343,163.07687846991257,69.50916670035254,151905351.567162,0.0,19000199.580556866,32409378.515763745,59746610.67683985,341899484.15664965,2105389470.1910067
15,2024-01-01,72.09895802644729,0.0,9.018111876903347,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,15.382184412776178,28.357523874897343,163.07687846991257,69.50916670035254,151905351.567162,0.0,19000199.580556866,32409378.515763745,59746610.67683985,341899484.15664965,2105389470.1908684
16,2024-01-01,72.09895802644729,0.0,9.018111876903347,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,15.382184412776178,28.357523874897343,163.07687846991257,69.50916670035254,151905351.567162,0.0,19000199.580556866,32409378.515763745,59746610.67683985,341899484.15664965,2105389470.1910067
17,2024-01-01,72.09895802644729,0.0,9.018111876903347,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,15.382184412776178,28.357523874897343,163.07687846991257,69.50916670035254,151905351.567162,0.0,19000199.580556866,32409378.515763745,59746610.67683985,341899484.15664965,2105389470.1910067
18,2024-01-01,72.09895802644729,0.0,9.018111876903347,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,15.382184412776178,28.357523874897343,163.07687846991257,69.50916670035254,151905351.567162,0.0,19000199.580556866,32409378.515763745,59746610.67683985,341899484.15664965,2105389470.1910067
19,2024-01-01,72.09895802644729,0.0,9.018111876903347,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,15.382184412776178,28.357523874897343,163.07687846991257,69.50916670035254,151905351.567162,0.0,19000199.580556866,32409378.515763745,59746610.67683985,341899484.15664965,2105389470.1910067
20,2024-02-01,114.74450397482177,0.0,16.46137201474595,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,38.45378738683095,39.48351037084215,183.29821434207645,77.28447267567867,241755052.95097566,0.0,34682354.84366274,81019332.74146682,83187269.28095531,384295047.4858434,2105389470.1910067
21,2024-02-01,114.74450397482177,0.0,16.46137201474595,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,38.45378738683095,39.48351037084215,183.29821434207645,77.28447267567867,241755052.95097566,0.0,34682354.84366274,81019332.74146682,83187269.28095531,384295047.4858434,2105389470.1910067
22,2024-02-01,114.74450397482177,0.0,16.46137201474595,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,38.45378738683095,39.48351037084215,183.29821434207645,77.28447267567867,241755052.95097566,0.0,34682354.84366274,81019332.74146682,83187269.28095531,384295047.4858434,2105389470.1910067
23,2024-02-01,114.74450397482177,0.0,16.46137201474595,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,38.45378738683095,39.48351037084215,183.29821434207645,77.28447267567867,241755052.95097566,0.0,34682354.84366274,81019332.74146682,83187269.28095531,384295047.4858434,2105389470.1910067
24,2024-02-01,114.74450397482177,0.0,16.46137201474595,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,38.45378738683095,39.48351037084215,183.29821434207645,77.28447267567867,241755052.95097566,0.0,34682354.84366274,81019332.74146682,83187269.28095531,384295047.4858434,2105389470.1908684
25,2024-02-01,114.74450397482177,0.0,16.46137201474595,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,38.45378738683095,39.48351037084215,183.29821434207645,77.28447267567867,241755052.95097566,0.0,34682354.84366274,81019332.74146682,83187269.28095531,384295047.4858434,2105389470.1908684
26,2024-02-01,114.74450397482177,0.0,16.46137201474595,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,38.45378738683095,39.48351037084215,183.29821434207645,77.28447267567867,241755052.95097566,0.0,34682354.84366274,81019332.74146682,83187269.28095531,384295047.4858434,2105389470.1910067
27,2024-02-01,114.74450397482177,0.0,16.46137201474595,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,38.45378738683095,39.48351037084215,183.29821434207645,77.28447267567867,241755052.95097566,0.0,34682354.84366274,81019332.74146682,83187269.28095531,384295047.4858434,2105389470.1910067
28,2024-02-01,114.74450397482177,0.0,16.46137201474595,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,38.45378738683095,39.48351037084215,183.29821434207645,77.28447267567867,241755052.95097566,0.0,34682354.84366274,81019332.74146682,83187269.28095531,384295047.4858434,2105389470.1910067
29,2024-02-01,114.74450397482177,0.0,16.46137201474595,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,38.45378738683095,39.48351037084215,183.29821434207645,77.28447267567867,241755052.95097566,0.0,34682354.84366274,81019332.74146682,83187269.28095531,384295047.4858434,2105389470.1910067
30,2024-02-01,114.74450397482177,0.0,16.46137201474595,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,38.45378738683095,39.48351037084215,183.29821434207645,77.28447267567867,241755052.95097566,0.0,34682354.84366274,81019332.74146682,83187269.28095531,384295047.4858434,2105389470.1910067
31,2024-02-01,114.74450397482177,0.0,16.46137201474595,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,38.45378738683095,39.48351037084215,183.29821434207645,77.28447267567867,241755052.95097566,0.0,34682354.84366274,81019332.74146682,83187269.28095531,384295047.4858434,2105389470.1910067
32,2024-02-01,114.74450397482177,0.0,16.46137201474595,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,38.45378738683095,39.48351037084215,183.29821434207645,77.28447267567867,241755052.95097566,0.0,34682354.84366274,81019332.74146682,83187269.28095531,384295047.4858434,2105389470.1910067
33,2024-02-01,114.74450397482177,0.0,16.46137201474595,477.1386993859193,0.507608913762922,128.09969315685734,63.51643855128957,7202.082168856505,38.45378738683095,39.48351037084215,183.29821434207645,77.28447267567867,241755052.95097566,0.0,34682354.84366274,81019332.74146682,83187269.28095531,384295047.4858434,2105389470.1910067
