,Date,precip_and_snowmelt_input_Upper Lake Powell_mean,irrigation_Upper Lake Powell_mean,AET_Upper Lake Powell_mean,soil_thickness_Upper Lake Powell_mean,soil_porosity_Upper Lake Powell_mean,field_capacity_Upper Lake Powell_mean,wilting_point_Upper Lake Powell_mean,Geo_K_Upper Lake Powell_mean,Runoff_Upper Lake Powell_mean,Recharge_Upper Lake Powell_mean,Soil_Water_End_Of_Previous_Timestep_Upper Lake Powell_mean,Soil_Saturation_Percent_End_Of_Timestep_Upper Lake Powell_mean,precip_and_snowmelt_input_m3_Upper Lake Powell_sum,irrigation_m3_Upper Lake Powell_sum,AET_m3_Upper Lake Powell_sum,Runoff_m3_Upper Lake Powell_sum,Recharge_m3_Upper Lake Powell_sum,Soil_Water_End_Of_Previous_Timestep_m3_Upper Lake Powell_sum,Upper Lake Powell_area_m2
0,2024-01-01,11.821410098784606,0,16.192239556091838,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0,0.0076527295781767335,2.9801332931428397,2.034491268933109,87541385.72068718,0,119913227.20049255,0.0,56661.50312952334,21871858.291008607,7402242815.990761
1,2024-01-01,11.821410098784606,0,16.192239556091838,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0,0.0076527295781767335,2.9801332931428397,2.034491268933109,87541385.72068718,0,119913227.20049255,0.0,56661.50312952334,21871858.291008607,7402242815.993721
2,2024-01-01,11.821410098784606,0,16.192239556091838,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0,0.0076527295781767335,2.9801332931428397,2.034491268933109,87541385.72068718,0,119913227.20049255,0.0,56661.50312952334,21871858.291008607,7402242815.990761
3,2024-01-01,11.821410098784606,0,16.192239556091838,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0,0.0076527295781767335,2.9801332931428397,2.034491268933109,87541385.72068718,0,119913227.20049255,0.0,56661.50312952334,21871858.291008607,7402242815.990761
4,2024-01-01,11.821410098784606,0,16.192239556091838,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0,0.0076527295781767335,2.9801332931428397,2.034491268933109,87541385.72068718,0,119913227.20049255,0.0,56661.50312952334,21871858.291008607,7402242815.990761
5,2024-01-01,11.821410098784606,0,16.192239556091838,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0,0.0076527295781767335,2.9801332931428397,2.034491268933109,87541385.72068718,0,119913227.20049255,0.0,56661.50312952334,21871858.291008607,7402242815.990761
6,2024-01-01,11.821410098784606,0,16.192239556091838,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0,0.0076527295781767335,2.9801332931428397,2.034491268933109,87541385.72068718,0,119913227.20049255,0.0,56661.50312952334,21871858.291008607,7402242815.990761
7,2024-01-01,11.821410098784606,0,16.192239556091838,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0,0.0076527295781767335,2.9801332931428397,2.034491268933109,87541385.72068718,0,119913227.20049255,0.0,56661.50312952334,21871858.291008607,7402242815.990761
8,2024-01-01,11.821410098784606,0,16.192239556091838,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0,0.0076527295781767335,2.9801332931428397,2.034491268933109,87541385.72068718,0,119913227.20049255,0.0,56661.50312952334,21871858.291008607,7402242815.990761
9,2024-01-01,11.821410098784606,0,16.192239556091838,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0,0.0076527295781767335,2.9801332931428397,2.034491268933109,87541385.72068718,0,119913227.20049255,0.0,56661.50312952334,21871858.291008607,7402242815.990761
10,2024-01-01,11.821410098784606,0,16.192239556091838,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0,0.0076527295781767335,2.9801332931428397,2.034491268933109,87541385.72068718,0,119913227.20049255,0.0,56661.50312952334,21871858.291008607,7402242815.990761
11,2024-01-01,11.821410098784606,0,16.192239556091838,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0,0.0076527295781767335,2.9801332931428397,2.034491268933109,87541385.72068718,0,119913227.20049255,0.0,56661.50312952334,21871858.291008607,7402242815.990761
12,2024-01-01,11.821410098784606,0,16.192239556091838,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0,0.0076527295781767335,2.9801332931428397,2.034491268933109,87541385.72068718,0,119913227.20049255,0.0,56661.50312952334,21871858.291008607,7402242815.993721
13,2024-01-01,11.821410098784606,0,16.192239556091838,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0,0.0076527295781767335,2.9801332931428397,2.034491268933109,87541385.72068718,0,119913227.20049255,0.0,56661.50312952334,21871858.291008607,7402242815.990761
14,2024-01-01,11.821410098784606,0,16.192239556091838,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0,0.0076527295781767335,2.9801332931428397,2.034491268933109,87541385.72068718,0,119913227.20049255,0.0,56661.50312952334,21871858.291008607,7402242815.990761
15,2024-01-01,11.821410098784606,0,16.192239556091838,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0,0.0076527295781767335,2.9801332931428397,2.034491268933109,87541385.72068718,0,119913227.20049255,0.0,56661.50312952334,21871858.291008607,7402242815.990761
16,2024-01-01,11.821410098784606,0,16.192239556091838,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0,0.0076527295781767335,2.9801332931428397,2.034491268933109,87541385.72068718,0,119913227.20049255,0.0,56661.50312952334,21871858.291008607,7402242815.990761
17,2024-01-01,11.821410098784606,0,16.192239556091838,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0,0.0076527295781767335,2.9801332931428397,2.034491268933109,87541385.72068718,0,119913227.20049255,0.0,56661.50312952334,21871858.291008607,7402242815.993721
18,2024-01-01,11.821410098784606,0,16.192239556091838,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0,0.0076527295781767335,2.9801332931428397,2.034491268933109,87541385.72068718,0,119913227.20049255,0.0,56661.50312952334,21871858.291008607,7402242815.993721
19,2024-01-01,11.821410098784606,0,16.192239556091838,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0,0.0076527295781767335,2.9801332931428397,2.034491268933109,87541385.72068718,0,119913227.20049255,0.0,56661.50312952334,21871858.291008607,7402242815.990761
20,2024-02-01,27.347184825124206,0,24.49845235199571,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0009440885119519944,0.8945424968296988,9.883587592622932,9.824239452941502,202520210.30516964,0,181425781.9937802,6992.053374063104,6624979.94885326,72542116.46119702,7402242815.990761
21,2024-02-01,27.347184825124206,0,24.49845235199571,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0009440885119519944,0.8945424968296988,9.883587592622932,9.824239452941502,202520210.30516964,0,181425781.9937802,6992.053374063104,6624979.94885326,72542116.46119702,7402242815.990761
22,2024-02-01,27.347184825124206,0,24.49845235199571,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0009440885119519944,0.8945424968296988,9.883587592622932,9.824239452941502,202520210.30516964,0,181425781.9937802,6992.053374063104,6624979.94885326,72542116.46119702,7402242815.993721
23,2024-02-01,27.347184825124206,0,24.49845235199571,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0009440885119519944,0.8945424968296988,9.883587592622932,9.824239452941502,202520210.30516964,0,181425781.9937802,6992.053374063104,6624979.94885326,72542116.46119702,7402242815.993721
24,2024-02-01,27.347184825124206,0,24.49845235199571,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0009440885119519944,0.8945424968296988,9.883587592622932,9.824239452941502,202520210.30516964,0,181425781.9937802,6992.053374063104,6624979.94885326,72542116.46119702,7402242815.990761
25,2024-02-01,27.347184825124206,0,24.49845235199571,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0009440885119519944,0.8945424968296988,9.883587592622932,9.824239452941502,202520210.30516964,0,181425781.9937802,6992.053374063104,6624979.94885326,72542116.46119702,7402242815.990761
26,2024-02-01,27.347184825124206,0,24.49845235199571,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0009440885119519944,0.8945424968296988,9.883587592622932,9.824239452941502,202520210.30516964,0,181425781.9937802,6992.053374063104,6624979.94885326,72542116.46119702,7402242815.990761
27,2024-02-01,27.347184825124206,0,24.49845235199571,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0009440885119519944,0.8945424968296988,9.883587592622932,9.824239452941502,202520210.30516964,0,181425781.9937802,6992.053374063104,6624979.94885326,72542116.46119702,7402242815.990761
28,2024-02-01,27.347184825124206,0,24.49845235199571,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0009440885119519944,0.8945424968296988,9.883587592622932,9.824239452941502,202520210.30516964,0,181425781.9937802,6992.053374063104,6624979.94885326,72542116.46119702,7402242815.990761
29,2024-02-01,27.347184825124206,0,24.49845235199571,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0009440885119519944,0.8945424968296988,9.883587592622932,9.824239452941502,202520210.30516964,0,181425781.9937802,6992.053374063104,6624979.94885326,72542116.46119702,7402242815.990761
30,2024-02-01,27.347184825124206,0,24.49845235199571,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0009440885119519944,0.8945424968296988,9.883587592622932,9.824239452941502,202520210.30516964,0,181425781.9937802,6992.053374063104,6624979.94885326,72542116.46119702,7402242815.990761
31,2024-02-01,27.347184825124206,0,24.49845235199571,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0009440885119519944,0.8945424968296988,9.883587592622932,9.824239452941502,202520210.30516964,0,181425781.9937802,6992.053374063104,6624979.94885326,72542116.46119702,7402242815.990761
32,2024-02-01,27.347184825124206,0,24.49845235199571,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0009440885119519944,0.8945424968296988,9.883587592622932,9.824239452941502,202520210.30516964,0,181425781.9937802,6992.053374063104,6624979.94885326,72542116.46119702,7402242815.990761
33,2024-02-01,27.347184825124206,0,24.49845235199571,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0009440885119519944,0.8945424968296988,9.883587592622932,9.824239452941502,202520210.30516964,0,181425781.9937802,6992.053374063104,6624979.94885326,72542116.46119702,7402242815.993721
34,2024-02-01,27.347184825124206,0,24.49845235199571,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0009440885119519944,0.8945424968296988,9.883587592622932,9.824239452941502,202520210.30516964,0,181425781.9937802,6992.053374063104,6624979.94885326,72542116.46119702,7402242815.990761
35,2024-02-01,27.347184825124206,0,24.49845235199571,263.45485748229845,0.44749015131291714,48.20375039595737,22.85916200829087,11023.739345119027,0.0009440885119519944,0.8945424968296988,9.883587592622932,9.824239452941502,202520210.30516964,0,181425781.9937802,6992.053374063104,6624979.94885326,72542116.46119702,7402242815.990761
