,Date,precip_and_snowmelt_input_Upper Virgin_mean,irrigation_Upper Virgin_mean,AET_Upper Virgin_mean,soil_thickness_Upper Virgin_mean,soil_porosity_Upper Virgin_mean,field_capacity_Upper Virgin_mean,wilting_point_Upper Virgin_mean,Geo_K_Upper Virgin_mean,Runoff_Upper Virgin_mean,Recharge_Upper Virgin_mean,Soil_Water_End_Of_Previous_Timestep_Upper Virgin_mean,Soil_Saturation_Percent_End_Of_Timestep_Upper Virgin_mean,precip_and_snowmelt_input_m3_Upper Virgin_sum,irrigation_m3_Upper Virgin_sum,AET_m3_Upper Virgin_sum,Runoff_m3_Upper Virgin_sum,Recharge_m3_Upper Virgin_sum,Soil_Water_End_Of_Previous_Timestep_m3_Upper Virgin_sum,Upper Virgin_area_m2
0,2024-01-01,46.3464054787306,0.0,15.017252701331273,268.0988968662319,0.4697536018267689,57.90239771684571,24.839245586296215,12052.362886479263,3.9298215466124087,18.493803481224056,45.5123646405997,42.7688189500559,261955674.23006478,0.0,84867242.50690973,22213529.88668821,104540292.71974692,257250595.83529255,5651799584.983792
1,2024-01-01,46.3464054787306,0.0,15.017252701331273,268.0988968662319,0.4697536018267689,57.90239771684571,24.839245586296215,12052.362886479263,3.9298215466124087,18.493803481224056,45.5123646405997,42.7688189500559,261955674.23006478,0.0,84867242.50690973,22213529.88668821,104540292.71974692,257250595.83529255,5651799584.983792
2,2024-01-01,46.3464054787306,0.0,15.017252701331273,268.0988968662319,0.4697536018267689,57.90239771684571,24.839245586296215,12052.362886479263,3.9298215466124087,18.493803481224056,45.5123646405997,42.7688189500559,261955674.23006478,0.0,84867242.50690973,22213529.88668821,104540292.71974692,257250595.83529255,5651799584.945543
3,2024-01-01,46.3464054787306,0.0,15.017252701331273,268.0988968662319,0.4697536018267689,57.90239771684571,24.839245586296215,12052.362886479263,3.9298215466124087,18.493803481224056,45.5123646405997,42.7688189500559,261955674.23006478,0.0,84867242.50690973,22213529.88668821,104540292.71974692,257250595.83529255,5651799584.983792
4,2024-01-01,46.3464054787306,0.0,15.017252701331273,268.0988968662319,0.4697536018267689,57.90239771684571,24.839245586296215,12052.362886479263,3.9298215466124087,18.493803481224056,45.5123646405997,42.7688189500559,261955674.23006478,0.0,84867242.50690973,22213529.88668821,104540292.71974692,257250595.83529255,5651799584.945543
5,2024-01-01,46.3464054787306,0.0,15.017252701331273,268.0988968662319,0.4697536018267689,57.90239771684571,24.839245586296215,12052.362886479263,3.9298215466124087,18.493803481224056,45.5123646405997,42.7688189500559,261955674.23006478,0.0,84867242.50690973,22213529.88668821,104540292.71974692,257250595.83529255,5651799584.983792
6,2024-01-01,46.3464054787306,0.0,15.017252701331273,268.0988968662319,0.4697536018267689,57.90239771684571,24.839245586296215,12052.362886479263,3.9298215466124087,18.493803481224056,45.5123646405997,42.7688189500559,261955674.23006478,0.0,84867242.50690973,22213529.88668821,104540292.71974692,257250595.83529255,5651799584.945543
7,2024-01-01,46.3464054787306,0.0,15.017252701331273,268.0988968662319,0.4697536018267689,57.90239771684571,24.839245586296215,12052.362886479263,3.9298215466124087,18.493803481224056,45.5123646405997,42.7688189500559,261955674.23006478,0.0,84867242.50690973,22213529.88668821,104540292.71974692,257250595.83529255,5651799584.983792
8,2024-01-01,46.3464054787306,0.0,15.017252701331273,268.0988968662319,0.4697536018267689,57.90239771684571,24.839245586296215,12052.362886479263,3.9298215466124087,18.493803481224056,45.5123646405997,42.7688189500559,261955674.23006478,0.0,84867242.50690973,22213529.88668821,104540292.71974692,257250595.83529255,5651799584.983792
9,2024-01-01,46.3464054787306,0.0,15.017252701331273,268.0988968662319,0.4697536018267689,57.90239771684571,24.839245586296215,12052.362886479263,3.9298215466124087,18.493803481224056,45.5123646405997,42.7688189500559,261955674.23006478,0.0,84867242.50690973,22213529.88668821,104540292.71974692,257250595.83529255,5651799584.983792
