,Date,precip_and_snowmelt_input_Provo_mean,irrigation_Provo_mean,AET_Provo_mean,soil_thickness_Provo_mean,soil_porosity_Provo_mean,field_capacity_Provo_mean,wilting_point_Provo_mean,Geo_K_Provo_mean,Runoff_Provo_mean,Recharge_Provo_mean,Soil_Water_End_Of_Previous_Timestep_Provo_mean,Soil_Saturation_Percent_End_Of_Timestep_Provo_mean,precip_and_snowmelt_input_m3_Provo_sum,irrigation_m3_Provo_sum,AET_m3_Provo_sum,Runoff_m3_Provo_sum,Recharge_m3_Provo_sum,Soil_Water_End_Of_Previous_Timestep_m3_Provo_sum,Provo_area_m2
0,2024-01-01,113.53876962925257,0.0,8.430484744770839,433.29388879031313,0.5066978863191176,105.74241701469984,54.75155577471049,18427.989127469547,14.898182785742282,67.99041511241327,126.62497174013235,62.39650850529248,201018765.29355302,0.0,14926021.567863693,26377080.8437766,120376159.32971153,223173184.44079134,1768697543.1989698
1,2024-01-01,113.53876962925257,0.0,8.430484744770839,433.29388879031313,0.5066978863191176,105.74241701469984,54.75155577471049,18427.989127469547,14.898182785742282,67.99041511241327,126.62497174013235,62.39650850529248,201018765.29355302,0.0,14926021.567863693,26377080.8437766,120376159.32971153,223173184.44079134,1768697543.1987317
2,2024-01-01,113.53876962925257,0.0,8.430484744770839,433.29388879031313,0.5066978863191176,105.74241701469984,54.75155577471049,18427.989127469547,14.898182785742282,67.99041511241327,126.62497174013235,62.39650850529248,201018765.29355302,0.0,14926021.567863693,26377080.8437766,120376159.32971153,223173184.44079134,1768697543.1987317
3,2024-01-01,113.53876962925257,0.0,8.430484744770839,433.29388879031313,0.5066978863191176,105.74241701469984,54.75155577471049,18427.989127469547,14.898182785742282,67.99041511241327,126.62497174013235,62.39650850529248,201018765.29355302,0.0,14926021.567863693,26377080.8437766,120376159.32971153,223173184.44079134,1768697543.1987317
4,2024-01-01,113.53876962925257,0.0,8.430484744770839,433.29388879031313,0.5066978863191176,105.74241701469984,54.75155577471049,18427.989127469547,14.898182785742282,67.99041511241327,126.62497174013235,62.39650850529248,201018765.29355302,0.0,14926021.567863693,26377080.8437766,120376159.32971153,223173184.44079134,1768697543.1987317
5,2024-01-01,113.53876962925257,0.0,8.430484744770839,433.29388879031313,0.5066978863191176,105.74241701469984,54.75155577471049,18427.989127469547,14.898182785742282,67.99041511241327,126.62497174013235,62.39650850529248,201018765.29355302,0.0,14926021.567863693,26377080.8437766,120376159.32971153,223173184.44079134,1768697543.1987317
6,2024-01-01,113.53876962925257,0.0,8.430484744770839,433.29388879031313,0.5066978863191176,105.74241701469984,54.75155577471049,18427.989127469547,14.898182785742282,67.99041511241327,126.62497174013235,62.39650850529248,201018765.29355302,0.0,14926021.567863693,26377080.8437766,120376159.32971153,223173184.44079134,1768697543.1987317
7,2024-01-01,113.53876962925257,0.0,8.430484744770839,433.29388879031313,0.5066978863191176,105.74241701469984,54.75155577471049,18427.989127469547,14.898182785742282,67.99041511241327,126.62497174013235,62.39650850529248,201018765.29355302,0.0,14926021.567863693,26377080.8437766,120376159.32971153,223173184.44079134,1768697543.1987317
8,2024-01-01,113.53876962925257,0.0,8.430484744770839,433.29388879031313,0.5066978863191176,105.74241701469984,54.75155577471049,18427.989127469547,14.898182785742282,67.99041511241327,126.62497174013235,62.39650850529248,201018765.29355302,0.0,14926021.567863693,26377080.8437766,120376159.32971153,223173184.44079134,1768697543.1987317
9,2024-01-01,113.53876962925257,0.0,8.430484744770839,433.29388879031313,0.5066978863191176,105.74241701469984,54.75155577471049,18427.989127469547,14.898182785742282,67.99041511241327,126.62497174013235,62.39650850529248,201018765.29355302,0.0,14926021.567863693,26377080.8437766,120376159.32971153,223173184.44079134,1768697543.1987317
10,2024-01-01,113.53876962925257,0.0,8.430484744770839,433.29388879031313,0.5066978863191176,105.74241701469984,54.75155577471049,18427.989127469547,14.898182785742282,67.99041511241327,126.62497174013235,62.39650850529248,201018765.29355302,0.0,14926021.567863693,26377080.8437766,120376159.32971153,223173184.44079134,1768697543.1987317
11,2024-01-01,113.53876962925257,0.0,8.430484744770839,433.29388879031313,0.5066978863191176,105.74241701469984,54.75155577471049,18427.989127469547,14.898182785742282,67.99041511241327,126.62497174013235,62.39650850529248,201018765.29355302,0.0,14926021.567863693,26377080.8437766,120376159.32971153,223173184.44079134,1768697543.1987317
12,2024-01-01,113.53876962925257,0.0,8.430484744770839,433.29388879031313,0.5066978863191176,105.74241701469984,54.75155577471049,18427.989127469547,14.898182785742282,67.99041511241327,126.62497174013235,62.39650850529248,201018765.29355302,0.0,14926021.567863693,26377080.8437766,120376159.32971153,223173184.44079134,1768697543.1989698
13,2024-01-01,113.53876962925257,0.0,8.430484744770839,433.29388879031313,0.5066978863191176,105.74241701469984,54.75155577471049,18427.989127469547,14.898182785742282,67.99041511241327,126.62497174013235,62.39650850529248,201018765.29355302,0.0,14926021.567863693,26377080.8437766,120376159.32971153,223173184.44079134,1768697543.1989698
14,2024-01-01,113.53876962925257,0.0,8.430484744770839,433.29388879031313,0.5066978863191176,105.74241701469984,54.75155577471049,18427.989127469547,14.898182785742282,67.99041511241327,126.62497174013235,62.39650850529248,201018765.29355302,0.0,14926021.567863693,26377080.8437766,120376159.32971153,223173184.44079134,1768697543.1987317
15,2024-01-01,113.53876962925257,0.0,8.430484744770839,433.29388879031313,0.5066978863191176,105.74241701469984,54.75155577471049,18427.989127469547,14.898182785742282,67.99041511241327,126.62497174013235,62.39650850529248,201018765.29355302,0.0,14926021.567863693,26377080.8437766,120376159.32971153,223173184.44079134,1768697543.1987317
16,2024-01-01,113.53876962925257,0.0,8.430484744770839,433.29388879031313,0.5066978863191176,105.74241701469984,54.75155577471049,18427.989127469547,14.898182785742282,67.99041511241327,126.62497174013235,62.39650850529248,201018765.29355302,0.0,14926021.567863693,26377080.8437766,120376159.32971153,223173184.44079134,1768697543.1987317
17,2024-01-01,113.53876962925257,0.0,8.430484744770839,433.29388879031313,0.5066978863191176,105.74241701469984,54.75155577471049,18427.989127469547,14.898182785742282,67.99041511241327,126.62497174013235,62.39650850529248,201018765.29355302,0.0,14926021.567863693,26377080.8437766,120376159.32971153,223173184.44079134,1768697543.1987317
18,2024-01-01,113.53876962925257,0.0,8.430484744770839,433.29388879031313,0.5066978863191176,105.74241701469984,54.75155577471049,18427.989127469547,14.898182785742282,67.99041511241327,126.62497174013235,62.39650850529248,201018765.29355302,0.0,14926021.567863693,26377080.8437766,120376159.32971153,223173184.44079134,1768697543.1987317
19,2024-01-01,113.53876962925257,0.0,8.430484744770839,433.29388879031313,0.5066978863191176,105.74241701469984,54.75155577471049,18427.989127469547,14.898182785742282,67.99041511241327,126.62497174013235,62.39650850529248,201018765.29355302,0.0,14926021.567863693,26377080.8437766,120376159.32971153,223173184.44079134,1768697543.1987317
20,2024-02-01,158.94985391407155,0.0,10.264417322066656,433.29388879031313,0.5066978863191176,105.74241701469984,54.75155577471049,18427.989127469547,34.82889118641806,86.72781267899344,153.73313864629637,75.9595848720584,281418118.38625747,0.0,18172848.862424552,61664012.445002094,153550315.1717486,270950683.3152855,1768697543.1989698
21,2024-02-01,158.94985391407155,0.0,10.264417322066656,433.29388879031313,0.5066978863191176,105.74241701469984,54.75155577471049,18427.989127469547,34.82889118641806,86.72781267899344,153.73313864629637,75.9595848720584,281418118.38625747,0.0,18172848.862424552,61664012.445002094,153550315.1717486,270950683.3152855,1768697543.1987317
22,2024-02-01,158.94985391407155,0.0,10.264417322066656,433.29388879031313,0.5066978863191176,105.74241701469984,54.75155577471049,18427.989127469547,34.82889118641806,86.72781267899344,153.73313864629637,75.9595848720584,281418118.38625747,0.0,18172848.862424552,61664012.445002094,153550315.1717486,270950683.3152855,1768697543.1987317
23,2024-02-01,158.94985391407155,0.0,10.264417322066656,433.29388879031313,0.5066978863191176,105.74241701469984,54.75155577471049,18427.989127469547,34.82889118641806,86.72781267899344,153.73313864629637,75.9595848720584,281418118.38625747,0.0,18172848.862424552,61664012.445002094,153550315.1717486,270950683.3152855,1768697543.1987317
24,2024-02-01,158.94985391407155,0.0,10.264417322066656,433.29388879031313,0.5066978863191176,105.74241701469984,54.75155577471049,18427.989127469547,34.82889118641806,86.72781267899344,153.73313864629637,75.9595848720584,281418118.38625747,0.0,18172848.862424552,61664012.445002094,153550315.1717486,270950683.3152855,1768697543.1987317
25,2024-02-01,158.94985391407155,0.0,10.264417322066656,433.29388879031313,0.5066978863191176,105.74241701469984,54.75155577471049,18427.989127469547,34.82889118641806,86.72781267899344,153.73313864629637,75.9595848720584,281418118.38625747,0.0,18172848.862424552,61664012.445002094,153550315.1717486,270950683.3152855,1768697543.1987317
26,2024-02-01,158.94985391407155,0.0,10.264417322066656,433.29388879031313,0.5066978863191176,105.74241701469984,54.75155577471049,18427.989127469547,34.82889118641806,86.72781267899344,153.73313864629637,75.9595848720584,281418118.38625747,0.0,18172848.862424552,61664012.445002094,153550315.1717486,270950683.3152855,1768697543.1987317
27,2024-02-01,158.94985391407155,0.0,10.264417322066656,433.29388879031313,0.5066978863191176,105.74241701469984,54.75155577471049,18427.989127469547,34.82889118641806,86.72781267899344,153.73313864629637,75.9595848720584,281418118.38625747,0.0,18172848.862424552,61664012.445002094,153550315.1717486,270950683.3152855,1768697543.1987317
