,Date,precip_and_snowmelt_input_Little Bear-Logan_mean,irrigation_Little Bear-Logan_mean,AET_Little Bear-Logan_mean,soil_thickness_Little Bear-Logan_mean,soil_porosity_Little Bear-Logan_mean,field_capacity_Little Bear-Logan_mean,wilting_point_Little Bear-Logan_mean,Geo_K_Little Bear-Logan_mean,Runoff_Little Bear-Logan_mean,Recharge_Little Bear-Logan_mean,Soil_Water_End_Of_Previous_Timestep_Little Bear-Logan_mean,Soil_Saturation_Percent_End_Of_Timestep_Little Bear-Logan_mean,precip_and_snowmelt_input_m3_Little Bear-Logan_sum,irrigation_m3_Little Bear-Logan_sum,AET_m3_Little Bear-Logan_sum,Runoff_m3_Little Bear-Logan_sum,Recharge_m3_Little Bear-Logan_sum,Soil_Water_End_Of_Previous_Timestep_m3_Little Bear-Logan_sum,Little Bear-Logan_area_m2
0,2024-01-01,112.64237273968905,0.0,2.6756576533953185,456.66032845814385,0.5129025542991709,118.55163540576265,59.40132882102664,14015.903144213453,17.992027337748794,72.75145105674353,158.11868532380515,71.47339898931548,257877903.9772453,0.0,6125193.773655389,41189958.783078,166554634.98323792,361537897.532454,2286464595.5050893
1,2024-01-01,112.64237273968905,0.0,2.6756576533953185,456.66032845814385,0.5129025542991709,118.55163540576265,59.40132882102664,14015.903144213453,17.992027337748794,72.75145105674353,158.11868532380515,71.47339898931548,257877903.9772453,0.0,6125193.773655389,41189958.783078,166554634.98323792,361537897.532454,2286464595.5050893
2,2024-01-01,112.64237273968905,0.0,2.6756576533953185,456.66032845814385,0.5129025542991709,118.55163540576265,59.40132882102664,14015.903144213453,17.992027337748794,72.75145105674353,158.11868532380515,71.47339898931548,257877903.9772453,0.0,6125193.773655389,41189958.783078,166554634.98323792,361537897.532454,2286464595.5050893
3,2024-01-01,112.64237273968905,0.0,2.6756576533953185,456.66032845814385,0.5129025542991709,118.55163540576265,59.40132882102664,14015.903144213453,17.992027337748794,72.75145105674353,158.11868532380515,71.47339898931548,257877903.9772453,0.0,6125193.773655389,41189958.783078,166554634.98323792,361537897.532454,2286464595.5050893
4,2024-01-01,112.64237273968905,0.0,2.6756576533953185,456.66032845814385,0.5129025542991709,118.55163540576265,59.40132882102664,14015.903144213453,17.992027337748794,72.75145105674353,158.11868532380515,71.47339898931548,257877903.9772453,0.0,6125193.773655389,41189958.783078,166554634.98323792,361537897.532454,2286464595.5050893
5,2024-01-01,112.64237273968905,0.0,2.6756576533953185,456.66032845814385,0.5129025542991709,118.55163540576265,59.40132882102664,14015.903144213453,17.992027337748794,72.75145105674353,158.11868532380515,71.47339898931548,257877903.9772453,0.0,6125193.773655389,41189958.783078,166554634.98323792,361537897.532454,2286464595.5050893
6,2024-01-01,112.64237273968905,0.0,2.6756576533953185,456.66032845814385,0.5129025542991709,118.55163540576265,59.40132882102664,14015.903144213453,17.992027337748794,72.75145105674353,158.11868532380515,71.47339898931548,257877903.9772453,0.0,6125193.773655389,41189958.783078,166554634.98323792,361537897.532454,2286464595.5050893
7,2024-01-01,112.64237273968905,0.0,2.6756576533953185,456.66032845814385,0.5129025542991709,118.55163540576265,59.40132882102664,14015.903144213453,17.992027337748794,72.75145105674353,158.11868532380515,71.47339898931548,257877903.9772453,0.0,6125193.773655389,41189958.783078,166554634.98323792,361537897.532454,2286464595.5050893
8,2024-01-01,112.64237273968905,0.0,2.6756576533953185,456.66032845814385,0.5129025542991709,118.55163540576265,59.40132882102664,14015.903144213453,17.992027337748794,72.75145105674353,158.11868532380515,71.47339898931548,257877903.9772453,0.0,6125193.773655389,41189958.783078,166554634.98323792,361537897.532454,2286464595.5150714
9,2024-01-01,112.64237273968905,0.0,2.6756576533953185,456.66032845814385,0.5129025542991709,118.55163540576265,59.40132882102664,14015.903144213453,17.992027337748794,72.75145105674353,158.11868532380515,71.47339898931548,257877903.9772453,0.0,6125193.773655389,41189958.783078,166554634.98323792,361537897.532454,2286464595.5050893
10,2024-01-01,112.64237273968905,0.0,2.6756576533953185,456.66032845814385,0.5129025542991709,118.55163540576265,59.40132882102664,14015.903144213453,17.992027337748794,72.75145105674353,158.11868532380515,71.47339898931548,257877903.9772453,0.0,6125193.773655389,41189958.783078,166554634.98323792,361537897.532454,2286464595.5150714
11,2024-01-01,112.64237273968905,0.0,2.6756576533953185,456.66032845814385,0.5129025542991709,118.55163540576265,59.40132882102664,14015.903144213453,17.992027337748794,72.75145105674353,158.11868532380515,71.47339898931548,257877903.9772453,0.0,6125193.773655389,41189958.783078,166554634.98323792,361537897.532454,2286464595.5050893
12,2024-01-01,112.64237273968905,0.0,2.6756576533953185,456.66032845814385,0.5129025542991709,118.55163540576265,59.40132882102664,14015.903144213453,17.992027337748794,72.75145105674353,158.11868532380515,71.47339898931548,257877903.9772453,0.0,6125193.773655389,41189958.783078,166554634.98323792,361537897.532454,2286464595.5050893
13,2024-01-01,112.64237273968905,0.0,2.6756576533953185,456.66032845814385,0.5129025542991709,118.55163540576265,59.40132882102664,14015.903144213453,17.992027337748794,72.75145105674353,158.11868532380515,71.47339898931548,257877903.9772453,0.0,6125193.773655389,41189958.783078,166554634.98323792,361537897.532454,2286464595.5150714
14,2024-01-01,112.64237273968905,0.0,2.6756576533953185,456.66032845814385,0.5129025542991709,118.55163540576265,59.40132882102664,14015.903144213453,17.992027337748794,72.75145105674353,158.11868532380515,71.47339898931548,257877903.9772453,0.0,6125193.773655389,41189958.783078,166554634.98323792,361537897.532454,2286464595.5050893
15,2024-01-01,112.64237273968905,0.0,2.6756576533953185,456.66032845814385,0.5129025542991709,118.55163540576265,59.40132882102664,14015.903144213453,17.992027337748794,72.75145105674353,158.11868532380515,71.47339898931548,257877903.9772453,0.0,6125193.773655389,41189958.783078,166554634.98323792,361537897.532454,2286464595.5050893
