,Date,precip_and_snowmelt_input_Goose_mean,irrigation_Goose_mean,AET_Goose_mean,soil_thickness_Goose_mean,soil_porosity_Goose_mean,field_capacity_Goose_mean,wilting_point_Goose_mean,Geo_K_Goose_mean,Runoff_Goose_mean,Recharge_Goose_mean,Soil_Water_End_Of_Previous_Timestep_Goose_mean,Soil_Saturation_Percent_End_Of_Timestep_Goose_mean,precip_and_snowmelt_input_m3_Goose_sum,irrigation_m3_Goose_sum,AET_m3_Goose_sum,Runoff_m3_Goose_sum,Recharge_m3_Goose_sum,Soil_Water_End_Of_Previous_Timestep_m3_Goose_sum,Goose_area_m2
0,2024-01-01,48.0418355338053,0.0,3.9596950759550347,377.75149141097944,0.5256332699418151,97.04964746579769,35.981998765717925,6857.112290729243,0.10081077552444011,33.98508578551671,95.14555241979586,48.49652554990933,30697399.843751054,0.0,2530090.9089742615,64412.87063266556,21715600.154448345,60795037.71065878,638199980.715298
1,2024-01-01,48.0418355338053,0.0,3.9596950759550347,377.75149141097944,0.5256332699418151,97.04964746579769,35.981998765717925,6857.112290729243,0.10081077552444011,33.98508578551671,95.14555241979586,48.49652554990933,30697399.843751054,0.0,2530090.9089742615,64412.87063266556,21715600.154448345,60795037.71065878,638199980.7154206
2,2024-01-01,48.0418355338053,0.0,3.9596950759550347,377.75149141097944,0.5256332699418151,97.04964746579769,35.981998765717925,6857.112290729243,0.10081077552444011,33.98508578551671,95.14555241979586,48.49652554990933,30697399.843751054,0.0,2530090.9089742615,64412.87063266556,21715600.154448345,60795037.71065878,638199980.715298
3,2024-01-01,48.0418355338053,0.0,3.9596950759550347,377.75149141097944,0.5256332699418151,97.04964746579769,35.981998765717925,6857.112290729243,0.10081077552444011,33.98508578551671,95.14555241979586,48.49652554990933,30697399.843751054,0.0,2530090.9089742615,64412.87063266556,21715600.154448345,60795037.71065878,638199980.715298
4,2024-01-01,48.0418355338053,0.0,3.9596950759550347,377.75149141097944,0.5256332699418151,97.04964746579769,35.981998765717925,6857.112290729243,0.10081077552444011,33.98508578551671,95.14555241979586,48.49652554990933,30697399.843751054,0.0,2530090.9089742615,64412.87063266556,21715600.154448345,60795037.71065878,638199980.715298
5,2024-01-01,48.0418355338053,0.0,3.9596950759550347,377.75149141097944,0.5256332699418151,97.04964746579769,35.981998765717925,6857.112290729243,0.10081077552444011,33.98508578551671,95.14555241979586,48.49652554990933,30697399.843751054,0.0,2530090.9089742615,64412.87063266556,21715600.154448345,60795037.71065878,638199980.715298
6,2024-01-01,48.0418355338053,0.0,3.9596950759550347,377.75149141097944,0.5256332699418151,97.04964746579769,35.981998765717925,6857.112290729243,0.10081077552444011,33.98508578551671,95.14555241979586,48.49652554990933,30697399.843751054,0.0,2530090.9089742615,64412.87063266556,21715600.154448345,60795037.71065878,638199980.715298
7,2024-01-01,48.0418355338053,0.0,3.9596950759550347,377.75149141097944,0.5256332699418151,97.04964746579769,35.981998765717925,6857.112290729243,0.10081077552444011,33.98508578551671,95.14555241979586,48.49652554990933,30697399.843751054,0.0,2530090.9089742615,64412.87063266556,21715600.154448345,60795037.71065878,638199980.715298
8,2024-01-01,48.0418355338053,0.0,3.9596950759550347,377.75149141097944,0.5256332699418151,97.04964746579769,35.981998765717925,6857.112290729243,0.10081077552444011,33.98508578551671,95.14555241979586,48.49652554990933,30697399.843751054,0.0,2530090.9089742615,64412.87063266556,21715600.154448345,60795037.71065878,638199980.7154206
9,2024-01-01,48.0418355338053,0.0,3.9596950759550347,377.75149141097944,0.5256332699418151,97.04964746579769,35.981998765717925,6857.112290729243,0.10081077552444011,33.98508578551671,95.14555241979586,48.49652554990933,30697399.843751054,0.0,2530090.9089742615,64412.87063266556,21715600.154448345,60795037.71065878,638199980.715298
10,2024-01-01,48.0418355338053,0.0,3.9596950759550347,377.75149141097944,0.5256332699418151,97.04964746579769,35.981998765717925,6857.112290729243,0.10081077552444011,33.98508578551671,95.14555241979586,48.49652554990933,30697399.843751054,0.0,2530090.9089742615,64412.87063266556,21715600.154448345,60795037.71065878,638199980.715298
11,2024-01-01,48.0418355338053,0.0,3.9596950759550347,377.75149141097944,0.5256332699418151,97.04964746579769,35.981998765717925,6857.112290729243,0.10081077552444011,33.98508578551671,95.14555241979586,48.49652554990933,30697399.843751054,0.0,2530090.9089742615,64412.87063266556,21715600.154448345,60795037.71065878,638199980.715298
12,2024-01-01,48.0418355338053,0.0,3.9596950759550347,377.75149141097944,0.5256332699418151,97.04964746579769,35.981998765717925,6857.112290729243,0.10081077552444011,33.98508578551671,95.14555241979586,48.49652554990933,30697399.843751054,0.0,2530090.9089742615,64412.87063266556,21715600.154448345,60795037.71065878,638199980.715298
13,2024-01-01,48.0418355338053,0.0,3.9596950759550347,377.75149141097944,0.5256332699418151,97.04964746579769,35.981998765717925,6857.112290729243,0.10081077552444011,33.98508578551671,95.14555241979586,48.49652554990933,30697399.843751054,0.0,2530090.9089742615,64412.87063266556,21715600.154448345,60795037.71065878,638199980.715298
14,2024-01-01,48.0418355338053,0.0,3.9596950759550347,377.75149141097944,0.5256332699418151,97.04964746579769,35.981998765717925,6857.112290729243,0.10081077552444011,33.98508578551671,95.14555241979586,48.49652554990933,30697399.843751054,0.0,2530090.9089742615,64412.87063266556,21715600.154448345,60795037.71065878,638199980.7154206
15,2024-01-01,48.0418355338053,0.0,3.9596950759550347,377.75149141097944,0.5256332699418151,97.04964746579769,35.981998765717925,6857.112290729243,0.10081077552444011,33.98508578551671,95.14555241979586,48.49652554990933,30697399.843751054,0.0,2530090.9089742615,64412.87063266556,21715600.154448345,60795037.71065878,638199980.7154206
16,2024-01-01,48.0418355338053,0.0,3.9596950759550347,377.75149141097944,0.5256332699418151,97.04964746579769,35.981998765717925,6857.112290729243,0.10081077552444011,33.98508578551671,95.14555241979586,48.49652554990933,30697399.843751054,0.0,2530090.9089742615,64412.87063266556,21715600.154448345,60795037.71065878,638199980.715298
17,2024-01-01,48.0418355338053,0.0,3.9596950759550347,377.75149141097944,0.5256332699418151,97.04964746579769,35.981998765717925,6857.112290729243,0.10081077552444011,33.98508578551671,95.14555241979586,48.49652554990933,30697399.843751054,0.0,2530090.9089742615,64412.87063266556,21715600.154448345,60795037.71065878,638199980.715298
18,2024-01-01,48.0418355338053,0.0,3.9596950759550347,377.75149141097944,0.5256332699418151,97.04964746579769,35.981998765717925,6857.112290729243,0.10081077552444011,33.98508578551671,95.14555241979586,48.49652554990933,30697399.843751054,0.0,2530090.9089742615,64412.87063266556,21715600.154448345,60795037.71065878,638199980.715298
19,2024-01-01,48.0418355338053,0.0,3.9596950759550347,377.75149141097944,0.5256332699418151,97.04964746579769,35.981998765717925,6857.112290729243,0.10081077552444011,33.98508578551671,95.14555241979586,48.49652554990933,30697399.843751054,0.0,2530090.9089742615,64412.87063266556,21715600.154448345,60795037.71065878,638199980.715298
20,2024-02-01,39.68552414509117,0.0,18.786884341058652,377.75149141097944,0.5256332699418151,97.04964746579769,35.981998765717925,6857.112290729243,0.04337284954144824,20.85066622975158,95.15015314453524,48.54919899460865,25358115.380667444,0.0,12004099.107327959,27714.691198940014,13323322.6800761,60798016.61272325,638199980.715298
21,2024-02-01,39.68552414509117,0.0,18.786884341058652,377.75149141097944,0.5256332699418151,97.04964746579769,35.981998765717925,6857.112290729243,0.04337284954144824,20.85066622975158,95.15015314453524,48.54919899460865,25358115.380667444,0.0,12004099.107327959,27714.691198940014,13323322.6800761,60798016.61272325,638199980.715298
22,2024-02-01,39.68552414509117,0.0,18.786884341058652,377.75149141097944,0.5256332699418151,97.04964746579769,35.981998765717925,6857.112290729243,0.04337284954144824,20.85066622975158,95.15015314453524,48.54919899460865,25358115.380667444,0.0,12004099.107327959,27714.691198940014,13323322.6800761,60798016.61272325,638199980.7154206
23,2024-02-01,39.68552414509117,0.0,18.786884341058652,377.75149141097944,0.5256332699418151,97.04964746579769,35.981998765717925,6857.112290729243,0.04337284954144824,20.85066622975158,95.15015314453524,48.54919899460865,25358115.380667444,0.0,12004099.107327959,27714.691198940014,13323322.6800761,60798016.61272325,638199980.715298
24,2024-02-01,39.68552414509117,0.0,18.786884341058652,377.75149141097944,0.5256332699418151,97.04964746579769,35.981998765717925,6857.112290729243,0.04337284954144824,20.85066622975158,95.15015314453524,48.54919899460865,25358115.380667444,0.0,12004099.107327959,27714.691198940014,13323322.6800761,60798016.61272325,638199980.715298
25,2024-02-01,39.68552414509117,0.0,18.786884341058652,377.75149141097944,0.5256332699418151,97.04964746579769,35.981998765717925,6857.112290729243,0.04337284954144824,20.85066622975158,95.15015314453524,48.54919899460865,25358115.380667444,0.0,12004099.107327959,27714.691198940014,13323322.6800761,60798016.61272325,638199980.715298
26,2024-02-01,39.68552414509117,0.0,18.786884341058652,377.75149141097944,0.5256332699418151,97.04964746579769,35.981998765717925,6857.112290729243,0.04337284954144824,20.85066622975158,95.15015314453524,48.54919899460865,25358115.380667444,0.0,12004099.107327959,27714.691198940014,13323322.6800761,60798016.61272325,638199980.7154206
27,2024-02-01,39.68552414509117,0.0,18.786884341058652,377.75149141097944,0.5256332699418151,97.04964746579769,35.981998765717925,6857.112290729243,0.04337284954144824,20.85066622975158,95.15015314453524,48.54919899460865,25358115.380667444,0.0,12004099.107327959,27714.691198940014,13323322.6800761,60798016.61272325,638199980.715298
