,Date,precip_and_snowmelt_input_Upper Colorado Dolores_mean,irrigation_Upper Colorado Dolores_mean,AET_Upper Colorado Dolores_mean,soil_thickness_Upper Colorado Dolores_mean,soil_porosity_Upper Colorado Dolores_mean,field_capacity_Upper Colorado Dolores_mean,wilting_point_Upper Colorado Dolores_mean,Geo_K_Upper Colorado Dolores_mean,Runoff_Upper Colorado Dolores_mean,Recharge_Upper Colorado Dolores_mean,Soil_Water_End_Of_Previous_Timestep_Upper Colorado Dolores_mean,Soil_Saturation_Percent_End_Of_Timestep_Upper Colorado Dolores_mean,precip_and_snowmelt_input_m3_Upper Colorado Dolores_sum,irrigation_m3_Upper Colorado Dolores_sum,AET_m3_Upper Colorado Dolores_sum,Runoff_m3_Upper Colorado Dolores_sum,Recharge_m3_Upper Colorado Dolores_sum,Soil_Water_End_Of_Previous_Timestep_m3_Upper Colorado Dolores_sum,Upper Colorado Dolores_area_m2
0,2005-01-01,64.25541609933038,0.0,20.950299914310197,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,2.1130507005031616,23.851325986069554,61.89744801350202,50.80316688922525,727756869.0047462,0.0,237286906.52643943,23932282.007158823,270138148.19082767,701043762.5695426,11354975180.424055
1,2005-02-01,40.32732034068942,0.0,27.862262955925644,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,0.6557151361063505,15.920015660032918,57.842817195678705,44.2544054018338,456737207.60967517,0.0,315573339.0320629,7425696.382632607,180302277.93224484,655114540.073547,11354975180.424055
2,2005-03-01,32.01976151170977,0.0,33.990521962669064,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,0.08552296015720867,4.506192133088839,51.353743919355644,37.01518233201135,362655036.2069009,0.0,384976360.48607105,968553.4865417979,51033602.77517504,581622568.5346216,11354975180.424055
3,2005-04-01,21.609244911656447,0.050582298083492974,52.78824186878287,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,0.08457289466983091,1.683345060491257,26.022317636850996,13.74249450175636,244742436.5115035,572911.6970616867,597879020.866902,957788.9276871929,19064492.47260256,294718507.21668506,11354975180.424055
4,2005-05-01,12.314975128868694,0.1315139687512992,54.0322342684699,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,0.0,0.219397636256975,8.566487844467945,3.9946017289191538,139476610.57175153,1489570.3413936603,611956925.370863,0.0,2484710.9167958223,97020568.89342298,11354975180.424055
5,2005-06-01,31.64437911286511,0.2023291923339719,53.80138593942106,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,0.0,0.049757868380956895,3.5128897616401242,1.7382914257999478,358393799.11010075,2291646.7882467466,609337748.1341105,0.0,563515.6012482657,39786320.29237825,11354975180.424055
6,2005-07-01,13.441433564952758,0.2630279375025984,43.68729928095081,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,0.0,0.07101137656958414,1.394069214331301,0.6892644902715847,152233409.1679974,2979140.6827873206,494785506.84289455,0.0,804319.540539898,15789546.069153558,11354975180.424055
7,2005-08-01,37.18149581591418,0.2124456389944048,43.34084423084092,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,0.0,0.2843839998683812,5.9901148152355495,6.253414588426752,421120940.3950425,2406228.9809089797,490866063.86961544,0.0,3221228.753949049,67851033.07902545,11354975180.424055
8,2005-09-01,48.84487015358012,0.10116459616698595,32.382981260012684,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,0.023601106000754858,2.2348057765924354,20.898594285433056,21.125128815979885,553208574.144168,1145823.3941233733,366760793.7814667,267270.5508598863,25312016.75033737,236703997.2994078,11354975180.424055
9,2005-10-01,37.21574664891274,0.050582298083492974,41.2225774002459,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,0.021423858455973426,1.8647653556422632,18.51582667780026,18.0364652349553,421493887.8853783,572911.6970616867,466885521.86190623,242614.3270950569,21119570.96155761,209707830.64108247,11354975180.424055
10,2005-11-01,10.264176504808237,0.0,34.17883089303677,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,0.0,0.005818147113107229,7.323648346416138,4.812170277161543,116250476.34547074,0.0,387111926.7367682,0.0,65899.12647617504,82944563.69705413,11354975180.424055
