,Date,precip_and_snowmelt_input_Upper Colorado Dolores_mean,irrigation_Upper Colorado Dolores_mean,AET_Upper Colorado Dolores_mean,soil_thickness_Upper Colorado Dolores_mean,soil_porosity_Upper Colorado Dolores_mean,field_capacity_Upper Colorado Dolores_mean,wilting_point_Upper Colorado Dolores_mean,Geo_K_Upper Colorado Dolores_mean,Runoff_Upper Colorado Dolores_mean,Recharge_Upper Colorado Dolores_mean,Soil_Water_End_Of_Previous_Timestep_Upper Colorado Dolores_mean,Soil_Saturation_Percent_End_Of_Timestep_Upper Colorado Dolores_mean,precip_and_snowmelt_input_m3_Upper Colorado Dolores_sum,irrigation_m3_Upper Colorado Dolores_sum,AET_m3_Upper Colorado Dolores_sum,Runoff_m3_Upper Colorado Dolores_sum,Recharge_m3_Upper Colorado Dolores_sum,Soil_Water_End_Of_Previous_Timestep_m3_Upper Colorado Dolores_sum,Upper Colorado Dolores_area_m2
0,2005-01-01,74.44198542198981,0.0,7.901128870012297,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,12.111010415131046,43.24876943191939,76.75533219673372,62.41956299984829,843120186.7228847,0.0,89493356.80829018,137163223.9323292,489826123.72005355,869323239.6287321,11354975180.424055
1,2005-02-01,36.402692371366065,0.0,8.858589471331177,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,4.07400771380401,27.798013583649464,72.42741379931512,58.72087816874112,412286891.6046565,0.0,100336571.1587765,46138616.1162434,314831197.64573884,820303746.3126307,11354975180.424055
2,2005-03-01,35.62785281094273,0.0,9.4863306136135,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,4.557207304990899,24.942866339907912,69.1031254771421,56.30570768104616,403517869.5180701,0.0,107446943.0965804,51612919.665505394,282497155.1885612,782652711.3728293,11354975180.424055
3,2005-04-01,21.33873336727657,0.050582298083492974,10.24647367832793,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,1.0257371563051827,15.42962884952429,64.57596028767979,51.13255809084117,241678490.20430717,572911.6970616867,116053609.52370977,11617027.152598402,174749505.91883007,731379585.5202905,11354975180.424055
4,2005-05-01,15.640948728990361,0.1315139687512992,15.954390670988415,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,0.6397148590978277,11.23779833811117,56.11544712027974,44.109721203337514,177144981.3066754,1489570.3413936603,180697133.7971529,7245303.16978798,127273930.2821413,635559989.915288,11354975180.424055
5,2005-06-01,33.79391907086057,0.2023291923339719,27.152177638687093,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,3.287780663142186,18.524127541182015,49.84116755234499,41.55327666089796,382744535.6861489,2291646.7882467466,307526808.08684707,37235849.25805161,209798311.73605898,564499027.6038839,11354975180.424055
6,2005-07-01,12.669357138307912,0.2630279375025984,21.774293059125974,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,0.32772152646432867,8.606770693702037,46.98474242976488,37.66730988664999,143490328.13733315,2979140.6827873206,246612019.6070117,3711789.2480638693,97476349.38013859,532147952.82268673,11354975180.424055
7,2005-08-01,38.100310950215245,0.2124456389944048,24.98082038672181,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,2.9629769920671967,20.11200237833398,47.28472325257653,39.97103635839608,431523616.4275166,2406228.9809089797,282936739.1352391,33557626.57232666,227784651.67526707,535544415.3154223,11354975180.424055
8,2005-09-01,49.517155815907024,0.10116459616698595,22.550314816884626,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,5.4656721189015105,24.626670923541987,49.10987114408927,42.674828186031526,560823334.9486252,1145823.3941233733,255407836.45047843,61901022.14144343,278914959.33439523,556215027.3780375,11354975180.424055
9,2005-10-01,37.62532985912349,0.050582298083492974,13.884601914980815,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,4.2755510158246866,19.7692768599903,50.384022636060955,44.23603123811124,426133090.18283796,572911.6970616867,157257446.19913727,48422180.92859839,223898723.46568727,570646018.4716517,11354975180.424055
