,Date,precip_and_snowmelt_input_Upper Colorado Dolores_mean,irrigation_Upper Colorado Dolores_mean,AET_Upper Colorado Dolores_mean,soil_thickness_Upper Colorado Dolores_mean,soil_porosity_Upper Colorado Dolores_mean,field_capacity_Upper Colorado Dolores_mean,wilting_point_Upper Colorado Dolores_mean,Geo_K_Upper Colorado Dolores_mean,Runoff_Upper Colorado Dolores_mean,Recharge_Upper Colorado Dolores_mean,Soil_Water_End_Of_Previous_Timestep_Upper Colorado Dolores_mean,Soil_Saturation_Percent_End_Of_Timestep_Upper Colorado Dolores_mean,precip_and_snowmelt_input_m3_Upper Colorado Dolores_sum,irrigation_m3_Upper Colorado Dolores_sum,AET_m3_Upper Colorado Dolores_sum,Runoff_m3_Upper Colorado Dolores_sum,Recharge_m3_Upper Colorado Dolores_sum,Soil_Water_End_Of_Previous_Timestep_m3_Upper Colorado Dolores_sum,Upper Colorado Dolores_area_m2
0,2005-01-01,74.54953669911289,0.0,17.315649961122503,296.2093256628562,0.46101611889557076,60.70996834120928,31.43264469781413,15512.763984866853,8.701319808423449,28.263801540909054,70.60898063899542,64.08826815930672,843970639.3446233,0.0,196030583.29415262,98482224.89534365,319884085.0155204,798656230.8941292,11354975180.424055
1,2005-02-01,41.690778593625915,0.0,26.776659154507914,296.2093256628562,0.46101611889557076,60.70996834120928,31.43264469781413,15512.763984866853,1.7486610827131894,16.664247706975488,67.29262158874032,55.428098070973455,471969008.10186523,0.0,303136659.27606416,19791784.10459543,188602342.16094387,761139865.5351346,11354975180.424055
2,2005-03-01,37.75702687050181,0.0,38.906125389294765,296.2093256628562,0.46101611889557076,60.70996834120928,31.43264469781413,15512.763984866853,0.914391260358669,8.58307092643057,58.576474055986935,42.29260532620245,427435202.96360534,0.0,440450261.06439877,10351108.00827478,97154041.58896734,662551241.5669405,11354975180.424055
3,2005-04-01,19.92786543605494,0.1321754261791402,52.78450395497135,296.2093256628562,0.46101611889557076,60.70996834120928,31.43264469781413,15512.763984866853,0.05882094306839053,1.018660788819705,37.70282954427809,18.401544703851194,225597881.1508491,1496285.820110946,597561693.1714593,665878.6546412379,11531932.15202923,426454904.92522717,11354975180.424055
4,2005-05-01,12.160415908138715,0.3436561037365608,61.39298119049696,296.2093256628562,0.46101611889557076,60.70996834120928,31.43264469781413,15512.763984866853,0.01648958846437881,0.2066507796380074,20.39349654155706,8.87551074436336,137664139.896139,3890343.0832759175,695012158.3508806,186685.26181940275,2339452.298161966,230673694.28946093,11354975180.424055
5,2005-06-01,32.355310005302776,0.5287017047165607,57.831177399213004,296.2093256628562,0.46101611889557076,60.70996834120928,31.43264469781413,15512.763984866853,0.060325964286082126,0.6017604806363421,18.47203297073256,9.850305735119232,366281510.6305794,5985143.280443784,654687145.5857471,682972.1382068616,6812534.719268506,208941363.25405034,11354975180.424055
6,2005-07-01,12.953089542250035,0.6873122074731216,66.50382260771705,296.2093256628562,0.46101611889557076,60.70996834120928,31.43264469781413,15512.763984866853,0.09414752737232611,0.3030712921676764,13.654369690195459,6.364152941973113,146639599.16139776,7780686.166551835,752868700.1488794,1065826.3875477852,3431001.984564555,154448948.67785755,11354975180.424055
7,2005-08-01,40.90265657903046,0.5551367746473677,54.25841548890709,296.2093256628562,0.46101611889557076,60.70996834120928,31.43264469781413,15512.763984866853,0.17516943069502097,1.476592277432663,17.548947324614243,11.641717391749266,463066925.8595453,6284400.271197946,614244902.3984774,1983123.3918227325,16717331.871969743,198504403.77891657,11354975180.424055
8,2005-09-01,51.37090747268114,0.2643508523582804,45.81665273729481,296.2093256628562,0.46101611889557076,60.70996834120928,31.43264469781413,15512.763984866853,0.23347259274733118,3.404398480149203,25.514542944138668,20.65989478810927,581558345.53319,2992571.640221892,518679638.80208665,2643156.6628499567,38538035.643094145,288600308.879835,11354975180.424055
9,2005-10-01,30.772661482461366,0.1321754261791402,36.76820797591668,296.2093256628562,0.46101611889557076,60.70996834120928,31.43264469781413,15512.763984866853,0.16152664338614944,2.141648780706842,24.398941680280565,18.593632200424796,348361820.8977417,1496285.820110946,416245253.5324402,1828505.9132356315,24243260.210784033,275977595.1574251,11354975180.424055
10,2005-11-01,10.752874894295669,0.0,21.579220357118622,296.2093256628562,0.46101611889557076,60.70996834120928,31.43264469781413,15512.763984866853,0.0022368322300212046,0.5752555205477011,20.683534027136524,13.158978429317688,121728344.41501766,0.0,244294951.85899732,25321.315804587226,6511999.204643487,233953298.59890494,11354975180.424055
11,2005-12-01,18.432274443811107,0.0,16.722786096130676,296.2093256628562,0.46101611889557076,60.70996834120928,31.43264469781413,15512.763984866853,0.03602629588178135,1.3101879939765582,23.87795059892259,16.802677037449275,208659875.0826803,0.0,189317723.87218842,407806.092243917,14830584.31447829,270079060.3844382,11354975180.424055
12,2006-01-01,11.322790035112519,0.0,20.766362507397815,296.2093256628562,0.46101611889557076,60.70996834120928,31.43264469781413,15512.763984866853,0.00532471334716797,0.6756803044514166,21.60074012027507,12.525986660854377,128182000.3562735,0.0,235095343.2575673,60275.44349510941,7648623.229183862,244321740.50187114,11354975180.433405
13,2006-02-01,2.570039519193109,0.0,28.78579432762716,296.2093256628562,0.46101611889557076,60.70996834120928,31.43264469781413,15512.763984866853,0.0,0.12896686822526846,16.301306168118636,7.667086350528469,29093872.275741473,0.0,325879173.3375272,0.0,1459931.3771060167,184381721.87084284,11354975180.433405
14,2006-03-01,49.18091800747474,0.0,35.73896669009019,296.2093256628562,0.46101611889557076,60.70996834120928,31.43264469781413,15512.763984866853,0.3097109653829516,3.71001845510315,28.56537840476267,21.9902666597472,556763273.34076,0.0,404596544.33129793,3505956.9981836923,41998787.442802355,323096780.78497016,11354975180.433405
15,2006-04-01,11.937395613198188,0.12551558456317277,48.53736294121805,296.2093256628562,0.46101611889557076,60.70996834120928,31.43264469781413,15512.763984866853,0.010033325573669328,0.5200452818856472,16.551901685086737,8.071051512674993,135134136.50173643,1420901.7885055116,549479046.1976168,113579.0516516034,5887035.871313017,187217436.69974792,11354975180.433405
16,2006-05-01,0.6763551678494083,0.32634051589364427,56.224807241055764,296.2093256628562,0.46101611889557076,60.70996834120928,31.43264469781413,15512.763984866853,0.010716731318606648,0.07579305306596151,10.694774727761843,4.522929871295788,7655550.779057215,3694344.6051654723,636502862.372977,121322.18022753173,858066.5910541291,120970506.37156047,11354975180.433405
