,Date,precip_and_snowmelt_input_Upper Colorado Dolores_mean,irrigation_Upper Colorado Dolores_mean,AET_Upper Colorado Dolores_mean,soil_thickness_Upper Colorado Dolores_mean,soil_porosity_Upper Colorado Dolores_mean,field_capacity_Upper Colorado Dolores_mean,wilting_point_Upper Colorado Dolores_mean,Geo_K_Upper Colorado Dolores_mean,Runoff_Upper Colorado Dolores_mean,Recharge_Upper Colorado Dolores_mean,Soil_Water_End_Of_Previous_Timestep_Upper Colorado Dolores_mean,Soil_Saturation_Percent_End_Of_Timestep_Upper Colorado Dolores_mean,precip_and_snowmelt_input_m3_Upper Colorado Dolores_sum,irrigation_m3_Upper Colorado Dolores_sum,AET_m3_Upper Colorado Dolores_sum,Runoff_m3_Upper Colorado Dolores_sum,Recharge_m3_Upper Colorado Dolores_sum,Soil_Water_End_Of_Previous_Timestep_m3_Upper Colorado Dolores_sum,Upper Colorado Dolores_area_m2
0,2005-01-01,74.44198542198981,0.0,6.279944860474651,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,11.03707828232267,48.1355065618112,77.88297859807844,63.561486076255754,843120186.7228847,0.0,71125705.98345877,125003225.57292102,545176161.1906949,882099373.4814081,11354975180.433405
1,2005-02-01,36.402692371366065,0.0,7.882634775157419,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,3.616200475125632,29.36381092800271,73.42302479115871,59.995823345079714,412286891.6046565,0.0,89278302.1866823,40955047.44224254,332568948.8261146,831583966.6310258,11354975180.433405
2,2005-03-01,35.62785281094273,0.0,17.956626057151368,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,2.684653187479836,19.963625941915172,68.44825193593513,55.47455321998688,403517869.5180701,0.0,203367424.13488626,30406881.618679192,226110318.02640104,775243037.3933928,11354975180.433405
3,2005-04-01,21.33873336727657,0.050582298083492974,34.242859804031156,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,0.12176723626113628,5.633828899563801,51.321424893306926,35.83080959482634,241678490.20430717,572911.6970616867,387814635.7358271,1379256.4071677807,63811335.58788817,581275946.5479392,11354975180.433405
4,2005-05-01,15.640948728990361,0.1315139687512992,34.88221005178646,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,0.011236629278036153,1.5895260843856893,38.2236517935318,24.907715752613004,177144981.3066754,1489570.3413936603,395060790.3628942,127278.37119505709,18004292.866924997,432934464.06081516,11354975180.433405
5,2005-06-01,33.79391907086057,0.2023291923339719,36.897298908386425,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,0.29696530523108816,5.372816538798868,38.307294418803814,28.361076517372997,382744535.6861489,2291646.7882467466,417889091.34152955,3363751.3017437006,60856707.398985,433880821.9420412,11354975180.433405
6,2005-07-01,12.669357138307912,0.2630279375025984,37.16695354122424,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,0.05724913237047401,1.1927912888938195,31.64298728893738,21.852798633422776,143490328.13733315,2979140.6827873206,420935454.2378745,648437.4849956001,13510726.663443526,358404147.83654463,11354975180.433405
7,2005-08-01,38.100310950215245,0.2124456389944048,44.01271189598006,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,0.38696452682260135,5.1797009084852625,32.018144075049776,22.86692877678986,431523616.4275166,2406228.9809089797,498468002.1924386,4383064.805089402,58670790.230549924,362655528.53738457,11354975180.433405
8,2005-09-01,49.517155815907024,0.10116459616698595,26.985015461420964,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,1.4178225014701988,11.834601112531269,42.729541185229984,36.126485064491064,560823334.9486252,1145823.3941233733,305623898.62669027,16059323.362010613,134045214.10312371,483965510.8548863,11354975180.433405
9,2005-10-01,37.62532985912349,0.050582298083492974,22.689199359189313,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,0.7581484590846713,9.699049871662023,47.725243573519144,38.96287265481764,426133090.18283796,572911.6970616867,256969705.64003143,8587420.254511956,109853193.55854066,540541629.4943453,11354975180.433405
10,2005-11-01,11.308451632386978,0.0,13.764770314071761,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,0.00423919208125081,2.490382888151646,44.07066888123033,32.73312878800824,128077090.78797416,0.0,155898341.02563152,48018.07642648207,28205640.930221077,499149794.6074452,11354975180.433405
11,2005-12-01,13.372158012814396,0.0,11.223329980254094,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,0.02222283873248534,3.373464973410808,43.56948098658242,31.08423594592146,151448552.01902708,0.0,127121584.72685477,251669.78930660558,38204482.072355196,493466710.698833,11354975180.433405
12,2006-01-01,13.955825855126593,0.0,10.377131999552923,290.2113938307999,0.4617217873741756,59.72792066876248,30.877659128871755,15380.403881987282,0.03711053559382025,4.097539237441069,44.14480963293502,30.818985408578925,158059485.1232622,0.0,117536330.535898,420269.0908193644,46404430.43235436,499979214.38817567,11354975180.433405
